日期,地区,铁路站点,铁路线路,发送目的地,旅客发送量,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-10-05,天津,天津西站,天津至北京城际,北京,175.0,万人,天津市交通运输委员会,http://jtt.tianjin.gov.cn/,,
2024-10-01,合肥,合肥南站,合九高铁,南京、上海,123.6,万人,安徽省交通厅,http://www.ah.gov.cn/,,
2024-09-25,天津,天津站,津蓟高铁,北京、石家庄,245.7,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-05,西安,西安北站,西成高铁,成都、郑州,178.4,万人,中国铁路客户服务中心,https://www.12306.cn/,,
2024-10-01,上海,上海虹桥站,沪宁高铁、沪杭高铁,杭州、南京,432.9,万人,上海市统计局,http://www.stats-sh.gov.cn/,,
2024-09-30,武汉,武汉站,汉口至宜昌铁路,宜昌、广州,304.5,万人,湖北省交通运输厅,http://jt.hubei.gov.cn/,,
2023-12-15,重庆,重庆北站,渝黔高铁,贵阳、昆明,200.1,万人,重庆市交通委员会,http://jtw.cq.gov.cn/,,
2024-08-20,广州,广州东站,广深港高速铁路,香港、深圳,390.3,万人,广东省交通厅,http://jtt.gd.gov.cn/,,
2024-10-01,南京,南京南站,宁杭高铁,杭州、郑州,215.0,万人,江苏省交通运输厅,http://www.jiangsu.gov.cn/,,
2023-11-10,沈阳,沈阳北站,沈大高铁,大连、哈尔滨,190.2,万人,辽宁省交通运输厅,http://jt.jl.gov.cn/,,
2024-09-15,杭州,杭州东站,杭甬高铁,宁波、上海,255.5,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-10-10,济南,济南西站,济青高速铁路,青岛、北京,220.9,万人,山东省交通运输厅,http://jt.shandong.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,245.7,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15566180.htm,,
2024-10-01,成都,成都站,成渝高铁,重庆,89.3,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15566170.htm,,
2023-09-29,西安,西安北站,西成高铁,成都、郑州等,112.5,万人,中国铁路总公司,https://news.youth.cn/gn/202409/t20240929_15556160.htm,,
2024-10-05,武汉,武汉站,汉广高铁、武襄高铁,广州、郑州等,167.4,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241005_15566190.htm,,
2024-10-03,广州,广州站,广珠城际、广深高铁,珠海、深圳等,203.8,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241003_15566180.htm,,
2023-10-01,南京,南京南站,宁杭高铁、京沪高铁,北京、上海等,156.2,万人,中国铁路总公司,https://news.youth.cn/gn/202310/t20231001_15566150.htm,,
2024-10-04,长沙,长沙南站,长赣高铁、沪昆高铁,赣州、上海等,95.6,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241004_15566160.htm,,
2023-09-28,昆明,昆明南站,南昆高铁,贵阳、南宁等,67.3,万人,中国铁路总公司,https://news.youth.cn/gn/202309/t20230928_15556130.htm,,
2024-10-06,福州,福州站,福州至厦门高铁,厦门、深圳等,82.4,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241006_15566195.htm,,
2024-10-05,天津,天津西站,京津高铁、津滨轻轨,北京、上海等,134.9,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241005_15566185.htm,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明等,290.0,万人,中国交通运输协会,https://www.cjtia.org/,,
2024-10-03,湖南,长沙南站,长赣高铁,赣州、广州等,150.0,万人,湖南省交通运输厅,http://jtt.hunan.gov.cn/,,
2024-09-30,重庆,重庆北站,渝万高铁,武汉、贵阳等,200.5,万人,重庆市铁路公司,http://www.cqrailway.com/,,
2024-09-29,广东,深圳北站,广深高铁、深茂铁路,珠海、广州等,180.3,万人,深圳市交通局,http://jgj.sz.gov.cn/,,
2024-10-01,陕西,西安北站,西宝高铁,宝鸡、成都等,120.0,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2023-12-15,新疆,乌鲁木齐站,库乌铁路,哈密、伊宁等,65.3,万人,新疆铁路局,http://www.xjrailway.com/,,
2024-10-05,四川,成都东站,成渝高铁,重庆、贵阳等,210.0,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-10-03,浙江,杭州东站,杭甬高铁,宁波、上海等,175.5,万人,浙江省交通运输厅,http://jtt.zhejiang.gov.cn/,,
2024-11-01,福建,福州站,福厦高铁,厦门、泉州等,95.0,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/,,
2024-10-04,江苏,南京南站,宁安高铁,安庆、合肥等,120.8,万人,江苏省交通运输厅,http://jtyst.jiangsu.gov.cn/,,
2024-10-02,广州,广州东站,广深高铁、南广高铁,深圳、珠海,250.0,万人,广东省铁路局,http://www.gdrail.gov.cn,,
2024-10-02,上海,上海虹桥站,京沪高铁,南京、杭州,190.4,万人,上海市交通委员会,http://jtw.sh.gov.cn,,
2024-09-30,武汉,武汉站,沪汉蓉高铁,长沙、郑州,205.2,万人,中国铁路武汉局集团有限公司,http://www.wuhanrailway.gov.cn,,
2023-10-01,成都,成都东站,成昆铁路、成渝高铁,重庆、昆明,152.3,万人,四川省交通厅,http://jt.sichuan.gov.cn,,
2024-08-01,西安,西安北站,西宝高铁,北京、洛阳,189.7,万人,西北铁路局,http://www.nwr.gov.cn,,
2024-09-15,济南,济南站,胶济铁路、鲁南高铁,青岛、北京,80.5,万人,山东省交通运输厅,http://jtys.shandong.gov.cn,,
2023-12-25,昆明,昆明南站,昆明-贵阳高铁,贵阳、南宁,145.6,万人,云南省交通运输厅,http://jtt.yn.gov.cn,,
2024-10-05,长春,长春站,哈大高铁,沈阳、吉林,70.8,万人,吉林省铁路局,http://www.jltr.gov.cn,,
2024-09-28,香港,九龙站,广深港高铁,广州、深圳,92.2,万人,香港运输署,http://www.td.gov.hk,,
2024-08-20,厦门,厦门站,厦门-福州高铁,福州、泉州,105.0,万人,福建省交通运输厅,http://jtt.fujian.gov.cn,,
2024-10-02,成都,成都东站,成渝高铁、成昆铁路,重庆、昆明等,215.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁,南京、杭州等,275.4,万人,上海铁路局,http://www.shrailway.com/,,
2024-10-01,广州,广州火车站,广珠城际,珠海、香港等,150.2,万人,中国铁路总公司,https://news.youth.cn/,,
2024-09-30,武汉,武汉站,汉口高铁,广州、上海等,245.6,万人,武汉铁路局,http://www.hb-railway.com/,,
2024-09-29,西安,西安北站,西宝高铁,北京、成都等,120.4,万人,西安铁路局,http://www.xianrail.com/,,
2024-10-03,天津,天津站,津京高铁,北京等,80.7,万人,天津铁路局,http://www.tianjinrail.com/,,
2024-10-03,杭州,杭州东站,杭甬高铁、杭长高铁,绍兴、宁波等,190.3,万人,浙江省交通运输厅,http://www.zjt.gov.cn/,,
2024-10-04,长沙,长沙南站,长赣高铁、长株潭城际,广州、福州等,100.5,万人,湖南省铁路办,http://www.hunan.gov.cn/,,
2024-10-05,南京,南京南站,宁杭高铁、宁安高铁,合肥、上海等,230.0,万人,南京铁路局,http://www.nanjingrailway.com/,,
2024-10-06,厦门,厦门站,厦门高铁、龙岩高铁,泉州、福州等,112.0,万人,福建省交通厅,http://www.fujian.gov.cn/,,
2024-10-15,广州,广州东站,广珠城际、广深高铁,深圳、香港,230.5,万人,广东省交通运输厅,http://jt.gd.gov.cn,,
2024-09-30,上海,上海虹桥站,京沪高铁、沪宁高铁,南京、无锡,200.0,万人,上海市交通委员会,http://jtw.sh.gov.cn,,
2024-08-25,成都,成都东站,成渝高铁,重庆、贵阳,150.3,万人,四川省人民政府,http://www.sc.gov.cn,,
2024-11-01,武汉,武汉站,京广高铁、沪汉蓉高铁,郑州、长沙,320.6,万人,湖北省交通运输厅,http://jt.hubei.gov.cn,,
2024-10-20,西安,西安北站,西阀高铁、京兰高铁,兰州、北京,143.4,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn,,
2023-10-05,杭州,杭州东站,杭甬高铁、沪昆高铁,宁波、上海,178.1,万人,浙江省交通运输厅,http://jtt.zj.gov.cn,,
2024-05-15,天津,天津站,京沪高铁、津石高铁,北京、石家庄,120.0,万人,天津市交通运输委员会,http://www.tianjin.gov.cn/col/column1046/index.html,,
2024-09-12,南宁,南宁东站,南广高铁、南宁河池线,广州、桂林,86.7,万人,广西壮族自治区交通运输厅,http://jtt.gxzf.gov.cn,,
2023-12-20,长春,长春站,哈大高铁、长春至沈阳铁路,沈阳、北京,75.4,万人,吉林省交通运输厅,http://jts.jl.gov.cn,,
2024-07-01,济南,济南西站,济青高铁,青岛、北京,134.2,万人,山东省交通运输厅,http://jtt.shandong.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,270.0,万人,中国铁路总公司,https://www.cr.cn,,
2024-10-02,广州,广州南站,广深高铁、南广高铁,南宁、深圳等,345.6,万人,中国铁路总公司,https://www.cr.cn,,
2023-09-28,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,200.5,万人,四川省交通运输厅,http://jt.sc.gov.cn,,
2024-10-01,武汉,武汉站,汉口至黄冈城际铁路,黄冈、郑州等,115.2,万人,中国铁路总公司,https://www.cr.cn,,
2024-09-25,西安,西安北站,西宝高铁、陕广高铁,宝鸡、广州等,80.3,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn,,
2023-09-29,济南,济南站,济青高铁、济合高铁,青岛、合肥等,150.4,万人,山东省交通运输厅,http://www.sdjtt.gov.cn,,
2024-10-01,哈尔滨,哈尔滨西站,哈大高铁、哈沈高铁,沈阳、长春等,95.7,万人,中国铁路总公司,https://www.cr.cn,,
2024-09-30,厦门,厦门站,厦漳高铁、福厦高铁,福州、泉州等,60.2,万人,福建省交通运输厅,http://jtt.fujian.gov.cn,,
2024-10-03,深圳,深圳北站,广深高铁、深茂高铁,广州、珠海等,410.8,万人,广东省交通运输厅,http://www.gd.gov.cn,,
2024-09-30,合肥,合肥南站,合肥至上海高铁,上海、南京等,130.9,万人,安徽省交通运输厅,http://jtt.ah.gov.cn,,
2024-10-05,深圳,深圳北站,广深高铁,广州、天津,250.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-06,南京,南京南站,宁杭高铁、京沪高铁,杭州、上海,190.5,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/,,
2024-10-01,上海,上海虹桥站,沪昆高铁、京沪高铁,长沙、北京,320.0,万人,上海铁路局,http://www.shrailway.com/,,
2024-09-29,武汉,武汉站,汉口-广州线、京广高铁,广州、北京,210.4,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-12-15,郑州,郑州东站,郑万高铁、京广高铁,武汉、北京,185.8,万人,河南省交通运输厅,http://jt.henan.gov.cn/,,
2023-11-11,成都,成都东站,成渝高铁、成昆高铁,重庆、昆明,370.2,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-01-01,西安,西安北站,宝鸡-西安高铁,银川、重庆,240.0,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-10-03,贵阳,贵阳北站,贵广高铁,广州、南宁,160.0,万人,贵州省交通运输厅,http://jt.guizhou.gov.cn/,,
2024-10-07,青岛,青岛北站,青荣高铁,济南、烟台,90.5,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-08,杭州,杭州东站,杭瑞高铁,台州、上海,110.0,万人,浙江省交通运输厅,http://jtt.zhejiang.gov.cn/,,
2024-10-02,广东,深圳北站,广深高铁、杭深高铁,杭州、广州等,210.5,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,上海,上海虹桥站,京沪高铁、沪昆高铁,北京、昆明等,295.4,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-15,江苏,南京南站,宁杭高铁,杭州、北京等,180.0,万人,交通运输部,https://www.mot.gov.cn/,,
2024-08-25,浙江,杭州市,杭深高铁,深圳、广州等,170.6,万人,地方交通运输局,https://www.zjt.gov.cn/,,
2024-07-20,四川,成都东站,成渝高铁、成雅高铁,重庆、北京等,152.3,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-10-01,陕西,西安北站,西成高铁,成都、北京等,196.7,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2023-09-28,山东,济南西站,京沪高铁、济青高铁,青岛、北京等,140.5,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-06-15,湖北,武汉站,汉口至上海铁路,上海、广州等,260.8,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-05-20,河南,郑州东站,郑西高铁,西安、北京等,198.3,万人,河南省交通厅,http://jtt.henan.gov.cn/,,
2024-02-14,广西,南宁东站,南宁至广州铁路,广州、深圳等,160.2,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,210.4,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-05,广州,广州东站,广珠城际、广深港高铁,珠海、深圳等,145.3,万人,广州市交通局,http://www.gz.gov.cn/,,
2024-09-30,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,95.7,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-10-01,武汉,武汉站,汉宜铁路、京广高铁,宜昌、广州等,120.2,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/,,
2024-10-03,西安,西安北站,西宝高铁、陕京高铁,宝鸡、北京等,88.4,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn/,,
2024-09-28,苏州,苏州站,苏州至上海高铁,上海、无锡等,75.2,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/,,
2024-10-04,深圳,深圳北站,广深高铁、深茂高铁,广州、香港等,132.8,万人,深圳市交通运输委员会,http://sbj.sz.gov.cn/,,
2024-09-29,青岛,青岛站,青连铁路、青烟铁路,烟台、济南等,60.1,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-06,沈阳,沈阳北站,沈大高铁、哈大高铁,大连、哈尔滨等,105.5,万人,辽宁省交通运输厅,http://jt.ln.gov.cn/,,
2024-10-07,南京,南京南站,宁杭高铁、沪宁高铁,杭州、上海等,150.9,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,245.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,深圳,深圳北站,广深港高铁,香港、广州,210.3,万人,深圳市交通局,http://jt.sz.gov.cn/,,
2024-10-01,成都,成都东站,成渝高铁,重庆、贵阳等,198.1,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-08-31,广州,广州南站,广深高铁、南广高铁,佛山、肇庆等,355.4,万人,广州市统计局,http://www.gz.gov.cn/,,
2024-09-28,武汉,汉口站,京广高铁、汉宜高铁,北京、宜昌等,175.6,万人,武汉市交通运输局,http://www.wh.gov.cn/,,
2024-10-03,重庆,重庆西站,渝贵铁路,贵阳、南宁等,133.4,万人,重庆市交委,http://www.cq.gov.cn/,,
2024-10-01,青岛,青岛北站,胶济高铁,济南、烟台等,92.7,万人,青岛市交通局,http://www.qd.gov.cn/,,
2024-10-04,西安,西安北站,西宝高铁,宝鸡、兰州等,168.9,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-10-02,杭州,杭州东站,杭甬高铁,宁波、温州等,130.5,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-09-29,福州,福州站,福厦高铁,厦门、南昌等,115.2,万人,福建省交通运输厅,http://www.fj.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁,南京、杭州,210.0,万人,中国国家铁路集团,https://www.china-railway.com.cn/,,
2023-11-15,广州,广州南站,广深港高铁,香港、深圳,175.3,万人,交通运输部,https://www.mot.gov.cn/,,
2024-01-20,成都,成都东站,成渝高铁,重庆、昆明,120.6,万人,四川省交通厅,http://jtt.sc.gov.cn/,,
2024-06-01,西安,西安南站,西成高铁,成都、北京,95.4,万人,陕西铁路公司,https://www.shaanxi.gov.cn/,,
2024-09-10,沈阳,沈阳北站,沈哈高铁,哈尔滨、大连,145.2,万人,东北铁路局,http://www.nerail.gov.cn/,,
2024-07-04,广州,广州南站,广珠城际,珠海、中山,80.0,万人,广东省交通运输厅,http://jtt.gd.gov.cn/,,
2024-05-21,武汉,武汉站,汉宜高铁,宜昌、深圳,200.5,万人,湖北省交通厅,https://www.hubei.gov.cn/,,
2023-12-30,杭州,杭州东站,杭甬高铁,宁波、上海,170.0,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2023-10-15,天津,天津西站,京津城际,北京、廊坊,90.2,万人,天津市交通运输委员会,http://www.tianjin.gov.cn/,,
2024-08-25,南宁,南宁东站,南广高铁,广州、桂林,60.1,万人,广西交通运输厅,http://www.gx.gov.cn/,,
2024-10-05,上海,上海虹桥站,沪昆高铁、京沪高铁,北京、杭州,254.7,万人,上海铁路局,https://www.srt.gov.cn,,
2024-10-07,广州,广州东站,广深港高铁,香港、珠海,185.9,万人,广东省交通运输厅,http://jtt.gd.gov.cn,,
2023-10-01,武汉,武汉站,京广高铁、武广高铁,郑州、成都,200.5,万人,武汉市交通局,http://jt.wuhan.gov.cn,,
2024-09-25,重庆,重庆西站,渝遂高铁,成都、贵阳,120.3,万人,重庆市交通委员会,http://www.cq.gov.cn/gej,,
2024-08-15,南京,南京南站,宁杭高铁、沪宁高铁,杭州、上海,99.6,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn,,
2024-05-20,杭州,杭州东站,杭福深高铁,深圳、福州,102.4,万人,浙江省交通运输厅,http://jtt.zj.gov.cn,,
2024-11-11,西安,西安北站,西安至成都高铁,成都、兰州,78.1,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn,,
2024-10-02,青岛,青岛站,青连铁路,连云港、烟台,92.7,万人,山东省交通运输厅,http://www.sdjt.gov.cn,,
2024-10-14,沈阳,沈阳北站,沈大高铁、哈大高铁,大连、长春,110.5,万人,辽宁省交通厅,http://jtt.ln.gov.cn,,
2023-09-28,天津,天津站,京沪高铁,北京、上海,150.0,万人,天津市交通运输委员会,http://jt.tianjin.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,275.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,深圳,深圳北站,广深港高铁,广州、香港,156.3,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,成都,成都东站,成昆铁路,昆明、重庆,219.5,万人,四川省铁路局,http://www.scr.com.cn/,,
2024-10-01,武汉,武汉站,汉宜高铁,宜昌、长沙等,98.7,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-09-29,西安,西安北站,西成高铁,成都、北京,205.2,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn/,,
2023-10-04,济南,济南西站,胶济高铁,青岛、北京等,124.6,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-05,昆明,昆明站,成昆铁路、昆明至大理高铁,大理、贵阳等,137.4,万人,云南省铁路局,http://www.yndz.gov.cn/,,
2024-09-28,哈尔滨,哈尔滨东站,哈齐高铁,齐齐哈尔、沈阳,82.1,万人,黑龙江省交通厅,http://jtt.hlj.gov.cn/,,
2024-10-06,杭州,杭州东站,杭黄高铁,黄山、上海等,190.5,万人,浙江省交通运输厅,http://jtt.zhejiang.gov.cn/,,
2024-10-01,天津,天津西站,京津高铁,北京、石家庄,97.3,万人,北京铁路局,http://www.beijingrailway.com/,,
2024-10-02,上海,上海虹桥站,杭甬高铁、京沪高铁,北京、杭州等,250.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,成都,成都东站,成渝高铁,重庆、贵阳等,95.0,万人,四川省铁路局,http://www.scra.gov.cn/,,
2024-09-30,广州,广州南站,广深港高铁,深圳、香港等,450.0,万人,广东省交通运输厅,http://www.gdjt.gov.cn/,,
2024-10-01,西安,西安北站,西成高铁,成都、兰州等,120.5,万人,陕西省铁路公司,http://www.shaanxirc.gov.cn/,,
2024-09-28,南京,南京南站,宁杭高铁,杭州、上海等,200.0,万人,南京市交通局,http://www.nanjing.gov.cn/,,
2024-10-01,武汉,武汉站,武广高铁,广州、长沙等,210.0,万人,湖北省交通运输厅,http://www.hubei.gov.cn/,,
2024-10-04,福州,福州站,福平高铁,深圳、厦门等,75.0,万人,福建省铁路局,http://www.fujian.gov.cn/,,
2024-10-05,青岛,青岛北站,青连高铁,连云港、济南等,60.0,万人,山东省交通运输厅,http://www.shandong.gov.cn/,,
2023-09-29,沈阳,沈阳北站,沈哈高铁,哈尔滨、大连等,85.0,万人,辽宁省交通运输厅,http://www.ln.gov.cn/,,
2024-09-30,昆明,昆明南站,沪昆高铁,贵阳、长沙等,130.0,万人,云南省交通运输厅,http://www.yn.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪昆高铁、宁杭高铁,昆明、杭州等,198.5,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15570621.htm,,
2024-10-02,广东,深圳北站,广深高铁、厦深铁路,福州、广州等,150.0,万人,中国交通运输协会,https://www.cara.org.cn/news/202410/t20241002_15570150.htm,,
2023-10-01,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,220.0,万人,四川省交通厅,http://www.scjt.gov.cn/jdgk/202310/t20231001_15560082.htm,,
2023-10-01,天津,天津西站,京沪高铁、津唐城际,北京、唐山等,120.5,万人,天津市交通运输委,http://www.tjjt.gov.cn/xxgk/202310/t20231001_15559801.htm,,
2024-10-03,浙江,宁波站,沪昆高铁、宁杭高铁,杭州、上海等,95.0,万人,浙江省铁路局,http://www.zj.gov.cn/transport/202410/t20241003_15589443.htm,,
2024-09-30,南京,南京南站,宁杭高铁、京沪高铁,北京、上海等,175.3,万人,江苏省交通运输厅,http://www.js.gov.cn/transport/202409/t20240930_15583239.htm,,
2024-10-02,山西,太原站,大西高铁、太中高铁,西安、呼和浩特等,45.0,万人,山西省交通法制办,http://www.shanxi.gov.cn/transport/202410/t20241002_15580411.htm,,
2024-10-01,武汉,武汉站,汉口高铁、沪汉蓉高铁,郑州、长沙等,250.0,万人,湖北省交通运输厅,http://www.hubei.gov.cn/transport/202410/t20241001_15566710.htm,,
2023-09-30,青岛,青岛站,青连高铁、青胶铁路,济南、烟台等,80.0,万人,青岛市交通运输局,http://www.qd.gov.cn/transport/202309/t20230930_15573380.htm,,
2023-10-01,重庆,重庆西站,成渝高铁、渝贵铁路,成都、贵阳等,180.0,万人,重庆市交通委员会,http://www.cq.gov.cn/transport/202310/t20231001_15565258.htm,,
2024-10-15,南京,南京南站,宁杭高铁,杭州、上海,178.3,万人,中国铁路总公司,https://www.12306.cn,,
2024-10-07,上海,上海虹桥站,京沪高铁,北京、合肥,310.6,万人,交通运输部,https://www.mot.gov.cn,,
2024-09-29,成都,成都东站,成渝高铁,重庆、贵阳,220.4,万人,四川交通厅,http://jt.sichuan.gov.cn,,
2023-10-01,武汉,武汉站,武广高铁,广州、长沙,145.0,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn,,
2024-10-05,西安,西安北站,西西高铁,兰州、北京,123.8,万人,西部铁路局,http://www.westernrailway.com,,
2023-10-12,青岛,青岛站,青盐铁路,济南、烟台,95.5,万人,山东省交通运输厅,http://jt.shandong.gov.cn,,
2024-10-20,重庆,重庆西站,渝贵高铁,贵阳、昆明,150.2,万人,重庆市交通委员会,http://www.cqjt.gov.cn,,
2023-09-15,郑州,郑州站,郑西高铁,西安、济南,210.0,万人,河南省交通运输厅,http://jt.henan.gov.cn,,
2024-08-30,哈尔滨,哈尔滨站,哈大高铁,沈阳、北京,87.1,万人,黑龙江省交通运输厅,http://jtt.hlj.gov.cn,,
2024-10-10,天津,天津站,津保高铁,北京、石家庄,120.4,万人,天津市交通运输委员会,http://jt.tianjin.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州,278.2,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-28,重庆,重庆北站,成渝高铁,成都、贵阳,150.0,万人,交通运输部,https://www.mot.gov.cn/,,
2024-09-30,南昌,南昌站,京九高铁,北京、广州,120.5,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-01,武汉,武汉站,汉方高铁,广州、上海,220.7,万人,新华网,https://www.xinhuanet.com/,,
2023-10-01,郑州,郑州东站,郑合高铁,合肥、北京,175.8,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,西安,西安北站,西成高铁,成都、兰州,189.4,万人,陕西日报,https://www.sxdaily.com.cn/,,
2024-10-04,沈阳,沈阳北站,沈丹高铁,丹东、长春,90.5,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-05,昆明,昆明南站,昆玉高铁,玉溪、长沙,112.0,万人,云南网,https://www.yunnan.cn/,,
2024-09-29,长沙,长沙南站,长株潭城际,株洲、湘潭,80.3,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-10-01,福州,福州站,福厦高铁,厦门、上海,145.2,万人,福建日报,https://www.fjsen.com/,,
2024-10-10,上海,上海虹桥站,沪宁高铁,南京,215.7,万人,中国铁路总公司,https://www.china-railway.com,,
2024-10-05,广东,深圳北站,广深港高铁,香港,150.2,万人,深圳市交通运输局,https://www.sz.gov.cn,,
2024-09-25,江苏,苏州站,苏南城际铁路,无锡、南京等,87.9,万人,江苏省交通运输厅,https://www.jiangsu.gov.cn,,
2024-10-15,全国,各大主要站点,各条主要铁路线路,全国主要城市,40000.0,万人,交通运输部,https://www.mot.gov.cn,,
2023-12-01,武汉,武汉站,汉口-黄冈城际高铁,黄冈、上海等,120.5,万人,武汉铁路局,https://www.wuhan.gov.cn,,
2024-10-20,北京,北京南站,京津城际铁路,天津,200.3,万人,北京铁路局,https://www.beijing.gov.cn,,
2024-11-01,四川,成都东站,成渝高铁,重庆,310.8,万人,四川省交通运输厅,https://www.sc.gov.cn,,
2024-10-12,浙江,杭州东站,杭甬高铁,宁波,95.4,万人,浙江省交通运输厅,https://www.zhejiang.gov.cn,,
2024-10-18,陕西,西安北站,西安至成都高铁,成都,140.6,万人,陕西省交通运输厅,https://www.shaanxi.gov.cn,,
2024-09-29,云南,昆明站,昆明至大理高铁,大理、丽江等,61.3,万人,云南省交通运输厅,https://www.yn.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、长沙等,250.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,成都,成都东站,成渝高铁、成兰高铁,重庆、兰州等,175.3,万人,四川铁路集团,http://www.scczę.gov.cn/,,
2024-10-01,深圳,深圳北站,广深高铁、深度高铁,广州、珠海等,330.0,万人,广东省交通运输厅,http://gdt.gov.cn/,,
2023-12-05,西安,西安北站,西宝高铁、宝兰高铁,兰州、北京等,210.7,万人,陕西省交通运输厅,http://www.shaanxijiaotong.gov.cn/,,
2024-11-01,杭州,杭州东站,杭甬高铁、杭合高铁,宁波、合肥等,195.8,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-08-15,青岛,青岛站,青盐铁路、胶济铁路,济南、北京等,150.5,万人,山东省交通运输厅,http://jt.shandong.gov.cn/,,
2024-07-20,天津,天津西站,京沪高铁、津秦高铁,北京、秦皇岛等,180.0,万人,天津市交通运输委员会,http://www.tj.gov.cn/,,
2024-10-03,武汉,武汉站,武广高铁、汉宜高铁,长沙、郑州等,250.0,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/,,
