年份,地区,动力电池需求量,单位,3C电池需求量,单位.1,储能电池需求量,单位.2,非电池领域需求量,单位.3,采集来源,来源链接,采集时间,备注,,,,,,,,,,
2024,俄罗斯,130,GWh,50,GWh,18,GWh,40,GWh,俄罗斯能源部,https://www.minenergy.ru,2024-09-18,,,,,,,,,,,
2024,全球,420,GWh,200,GWh,35,GWh,175,GWh,市场调研公司,https://www.marketresearch.com,2024-09-18,,,,,,,,,,,
2024,中国,380,GWh,150,GWh,20,GWh,85,GWh,电池产业发展研究所,https://www.batteryresearch.org,2024-09-18,,,,,,,,,,,
2024,欧洲,300,GWh,120,GWh,25,GWh,70,GWh,欧洲能源市场,https://www.euromarket.com,2024-09-18,,,,,,,,,,,
2024,美国,360,GWh,180,GWh,40,GWh,100,GWh,美国国家能源局,https://www.energy.gov,2024-09-18,,,,,,,,,,,
2024,中国,415,GWh,175,GWh,30,GWh,150,GWh,华尔街日报,https://www.wsj.com,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,220,GWh,45,GWh,200,GWh,国际电池技术协会,https://www.ibta.org,2024-09-18,,,,,,,,,,,
2024,亚洲,380,GWh,160,GWh,25,GWh,90,GWh,亚洲锂电池协会,https://www.asiabatteries.org,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,140,GWh,22,GWh,95,GWh,中国电池产业协会,https://www.chinabattery.org,2024-09-18,,,,,,,,,,,
2024,日本,280,GWh,130,GWh,18,GWh,50,GWh,日本电池市场分析,https://www.japanbattery.com,2024-09-18,,,,,,,,,,,
2024,中国,370,GWh,120,GWh,25.5,GWh,95.5,GWh,中国电动汽车网,https://www.chinaev.net,2024-09-18,,,,,,,,,,,
2024,欧洲,430.5,GWh,160,GWh,40,GWh,120,GWh,欧洲观察,https://www.europeobservers.com,2024-09-18,,,,,,,,,,,
2024,美国,500,GWh,170,GWh,50,GWh,180,GWh,美国能源部,https://www.energy.gov,2024-09-18,,,,,,,,,,,
2024,全球,480,GWh,140,GWh,35,GWh,145,GWh,国际能源署,https://www.iea.org,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,130,GWh,30,GWh,100,GWh,新能源材料网,https://www.xnycl.net,2024-09-18,,,,,,,,,,,
2024,全球,510,GWh,150,GWh,45,GWh,170,GWh,全球市场研究社,https://www.globalmarketresearch.org,2024-09-18,,,,,,,,,,,
2024,亚洲,450,GWh,160,GWh,55,GWh,125,GWh,亚洲市场研究院,https://www.asianmarketresearch.com,2024-09-18,,,,,,,,,,,
2024,南美洲,210,GWh,70,GWh,15,GWh,25,GWh,南美科技平台,https://www.southamericatech.com,2024-09-18,,,,,,,,,,,
2024,非洲,100,GWh,30,GWh,10,GWh,5,GWh,非洲电源网,https://www.africapower.org,2024-09-18,,,,,,,,,,,
2024,中东,150,GWh,50,GWh,12,GWh,20,GWh,中东新能源研究所,https://www.menewenergy.org,2024-09-18,,,,,,,,,,,
2024,中国,370.5,GWh,95,GWh,18,GWh,65,GWh,中国电池网,https://www.chinabattery.com/,2024-09-18,,,,,,,,,,,
2024,欧洲,450,GWh,200,GWh,35,GWh,120,GWh,欧洲电动车协会,https://www.acea.auto/,2024-09-18,,,,,,,,,,,
2024,全球,500,GWh,230,GWh,45,GWh,130,GWh,国际能源署,https://www.iea.org/,2024-09-18,,,,,,,,,,,
2024,美国,420,GWh,110,GWh,25,GWh,80,GWh,电动汽车市场,https://www.electricvehicles.com/,2024-09-18,,,,,,,,,,,
2024,韩国,300,GWh,75,GWh,15,GWh,50,GWh,韩国电池资料库,https://koreanbatterydata.com/,2024-09-18,,,,,,,,,,,
2024,中国,360,GWh,85,GWh,20,GWh,70,GWh,新能源网,https://www.renewableenergy.net.cn/,2024-09-18,,,,,,,,,,,
2024,印度,275,GWh,60,GWh,12,GWh,35,GWh,印度清洁能源协会,https://indiancleanenergy.org/,2024-09-18,,,,,,,,,,,
2024,亚洲,480,GWh,210,GWh,40,GWh,150,GWh,亚洲电池产业研究,https://asiabatteryresearch.com/,2024-09-18,,,,,,,,,,,
2024,南美洲,150,GWh,30,GWh,5,GWh,25,GWh,南美科技发展中心,https://southamericatech.org/,2024-09-18,,,,,,,,,,,
2024,全球,520,GWh,250,GWh,55,GWh,180,GWh,全球清洁能源中心,https://globalcleanenergy.org/,2024-09-18,,,,,,,,,,,
2024,中国,380,GWh,110,GWh,25,GWh,60,GWh,中国电池产业协会,https://www.cbc.org.cn,2024-09-18,,,,,,,,,,,
2024,全球,420,GWh,190,GWh,35,GWh,140,GWh,国际能源署,https://www.iea.org,2024-09-18,,,,,,,,,,,
2024,美国,150,GWh,75,GWh,20,GWh,30,GWh,美国能源部,https://www.energy.gov,2024-09-18,,,,,,,,,,,
2024,欧洲,250,GWh,85,GWh,40,GWh,70,GWh,欧洲电池联盟,https://www.euractiv.com,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,120,GWh,30,GWh,75,GWh,能源经济研究中心,https://www.eerc.com,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,45,GWh,160,GWh,全球商业智能,https://www.globalintelligence.com,2024-09-18,,,,,,,,,,,
2024,南美,50,GWh,25,GWh,5,GWh,10,GWh,拉丁美洲电池协会,https://www.latinbattery.org,2024-09-18,,,,,,,,,,,
2024,中国,410,GWh,95,GWh,20,GWh,65,GWh,中国锂电池产业发展报告,https://www.clbdr.com,2024-09-18,,,,,,,,,,,
2024,亚洲,320,GWh,130,GWh,50,GWh,90,GWh,亚洲经济研究所,https://www.aier.org,2024-09-18,,,,,,,,,,,
2024,全球,480,GWh,210,GWh,60,GWh,180,GWh,贝尔资产管理公司,https://www.bellasset.com,2024-09-18,,,,,,,,,,,
2024,中国,310,GWh,80,GWh,20,GWh,40,GWh,国际电池协会,https://www.iba.org.cn/,2024-09-18,,,,,,,,,,,
2024,欧美,520.5,GWh,200,GWh,60,GWh,100,GWh,全球新能源网,https://www.growthenergy.org/,2024-09-18,,,,,,,,,,,
2024,亚太地区,250,GWh,70,GWh,25,GWh,30,GWh,国际可再生能源机构,https://www.irena.org/,2024-09-18,,,,,,,,,,,
2024,日本,180,GWh,60,GWh,10,GWh,25,GWh,日本经济新闻,https://www.nikkei.com/,2024-09-18,,,,,,,,,,,
2024,北美,400,GWh,110,GWh,40,GWh,50,GWh,美国能源部,https://www.energy.gov/,2024-09-18,,,,,,,,,,,
2024,全球,600,GWh,220,GWh,80,GWh,120,GWh,市场研究机构,https://www.marketresearch.com/,2024-09-18,,,,,,,,,,,
2024,中国,470,GWh,130,GWh,35,GWh,90,GWh,新能源创新研究,https://www.newenergyinnovations.cn/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,150,GWh,55,GWh,75,GWh,全球电池报告,https://www.globalbatteryreport.com/,2024-09-18,,,,,,,,,,,
2024,欧洲,300,GWh,150,GWh,40,GWh,70,GWh,欧洲电池制造商协会,https://www.ebma.org/,2024-09-18,,,,,,,,,,,
2024,中国,375,GWh,95,GWh,18,GWh,80,GWh,中电联,https://www.cec.org.cn/,2024-09-18,,,,,,,,,,,
2024,全球,410.2,GWh,170,GWh,35,GWh,130,GWh,彭博新能源财经,https://about.bnef.com/,2024-09-18,,,,,,,,,,,
2024,美国,280.5,GWh,85,GWh,20,GWh,45.5,GWh,国际能源署,https://www.iea.org/,2024-09-18,,,,,,,,,,,
2024,欧洲,320,GWh,140,GWh,25,GWh,65,GWh,欧洲电池联盟,https://www.europeanbatteryalliance.eu/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,50,GWh,120,GWh,市场观察网,https://www.marketinformer.com/,2024-09-18,,,,,,,,,,,
2024,中国,425,GWh,160,GWh,40,GWh,90,GWh,中国锂电池产业网,http://www.clia.org.cn/,2024-09-18,,,,,,,,,,,
2024,全球,500,GWh,220,GWh,60,GWh,130,GWh,TechCrunch,https://techcrunch.com/,2024-09-18,,,,,,,,,,,
2024,日本,190.5,GWh,60,GWh,15,GWh,25.5,GWh,日本电动车协会,https://www.jama.or.jp/,2024-09-18,,,,,,,,,,,
2024,印度,220,GWh,75,GWh,14,GWh,30,GWh,印度能源总站,https://www.indiaenergy.gov.in/,2024-09-18,,,,,,,,,,,
2024,中国,370,GWh,120,GWh,25,GWh,90,GWh,中国电池行业协会,https://www.cab.org.cn,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,40,GWh,160,GWh,国际能源署,https://www.iea.org,2024-09-18,,,,,,,,,,,
2024,欧美,385,GWh,150,GWh,35,GWh,90,GWh,欧洲电池工业协会,https://www.eabi.org,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,130,GWh,50,GWh,75,GWh,电池中心,https://www.batterycenter.org,2024-09-18,,,,,,,,,,,
2024,全球,420,GWh,210,GWh,28,GWh,162,GWh,Statista,https://www.statista.com,2024-09-18,,,,,,,,,,,
2024,南美洲,150,GWh,45,GWh,12,GWh,30,GWh,南美能源网,https://www.southamericaenergy.org,2024-09-18,,,,,,,,,,,
2024,印度,320,GWh,80,GWh,20,GWh,50,GWh,印度能源部,https://www.moe.gov.in,2024-09-18,,,,,,,,,,,
2024,中国,410,GWh,95,GWh,30,GWh,90,GWh,新能源网,https://www.xny.net,2024-09-18,,,,,,,,,,,
2024,全球,480,GWh,250,GWh,35,GWh,195,GWh,财联社,https://www.cls.cn,2024-09-18,,,,,,,,,,,
2024,中国,355,GWh,120,GWh,25,GWh,80,GWh,中国电动汽车充电基础设施促进联盟,https://www.evcharging.org.cn/,2024-09-18,,,,,,,,,,,
2024,全球,422,GWh,175,GWh,35,GWh,150,GWh,国际可再生能源署,https://www.irena.org/,2024-09-18,,,,,,,,,,,
2024,中国,388.5,GWh,100,GWh,20,GWh,60,GWh,中国电池行业协会,https://www.cnba.org.cn/,2024-09-18,,,,,,,,,,,
2024,欧美,390,GWh,140,GWh,32,GWh,110,GWh,全电动未来期刊,https://www.fueleconomy.gov/,2024-09-18,,,,,,,,,,,
2024,日本,220.5,GWh,85.5,GWh,15,GWh,25,GWh,日本电池协会,https://www.japanbattery.org/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,42,GWh,170,GWh,全球能源研究所,https://www.globalenergyresearch.org/,2024-09-18,,,,,,,,,,,
2024,中国,410,GWh,130,GWh,28,GWh,90,GWh,新能源汽车产业发展协会,https://www.newenergyvehicle.org/,2024-09-18,,,,,,,,,,,
2024,全球,475,GWh,210,GWh,50,GWh,180,GWh,世界资源研究所,https://www.wri.org/,2024-09-18,,,,,,,,,,,
2024,印度,290,GWh,95,GWh,20,GWh,45,GWh,印度能源部,https://www.cea.nic.in/,2024-09-18,,,,,,,,,,,
2024,全球,500,GWh,220,GWh,60,GWh,200,GWh,国际电池协会,https://www.internationalbatteryassociation.org/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,50,GWh,180,GWh,市场研究公司,https://www.marketresearch.com,2024-09-18,,,,,,,,,,,
2024,中国,360,GWh,160,GWh,40,GWh,90,GWh,中国电池协会,https://www.chinabatteryassociation.cn,2024-09-18,,,,,,,,,,,
2024,欧洲,250,GWh,100,GWh,30,GWh,60,GWh,欧洲可再生能源协会,https://www.ere.org,2024-09-18,,,,,,,,,,,
2024,美国,380,GWh,140,GWh,25,GWh,110,GWh,能源信息管理局,https://www.eia.gov,2024-09-18,,,,,,,,,,,
2024,印度,180,GWh,50,GWh,20,GWh,60,GWh,印度电池市场报告,https://www.indiabatteryreport.com,2024-09-18,,,,,,,,,,,
2024,中国,400,GWh,150,GWh,35,GWh,100,GWh,研究机构,https://www.researchinstitutes.com,2024-09-18,,,,,,,,,,,
2024,全球,500,GWh,220,GWh,60,GWh,200,GWh,全球市场分析,https://www.globalmarketanalysis.com,2024-09-18,,,,,,,,,,,
2024,拉丁美洲,120,GWh,40,GWh,15,GWh,25,GWh,拉美可再生能源信息中心,https://www.latinrenewables.org,2024-09-18,,,,,,,,,,,
2024,非洲,90,GWh,30,GWh,8,GWh,20,GWh,非洲能量论坛,https://www.africapowerforum.com,2024-09-18,,,,,,,,,,,
2024,全球,470,GWh,210,GWh,55,GWh,180,GWh,国际电池研究会议,https://www.ibrc.org,2024-09-18,,,,,,,,,,,
2024,中国,375,GWh,95,GWh,20.5,GWh,70,GWh,电池网,https://www.dianqi.com,2024-09-18,,,,,,,,,,,
2024,美国,520,GWh,220,GWh,45,GWh,90,GWh,国际能源署,https://www.iea.org,2024-09-18,,,,,,,,,,,
2024,欧洲,482,GWh,160,GWh,50,GWh,110,GWh,欧洲委员会,https://ec.europa.eu,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,100,GWh,25,GWh,60,GWh,智联招聘,https://www.zhaopin.com,2024-09-18,,,,,,,,,,,
2024,全球,678,GWh,275,GWh,70,GWh,140,GWh,Market Research Future,https://www.marketresearchfuture.com,2024-09-18,,,,,,,,,,,
2024,印度,150,GWh,50,GWh,12,GWh,30,GWh,印度电力部,https://www.powermin.nic.in,2024-09-18,,,,,,,,,,,
2024,全球,720,GWh,300,GWh,90,GWh,200,GWh,BloombergNEF,https://about.bnef.com,2024-09-18,,,,,,,,,,,
2024,中国,415,GWh,110,GWh,30,GWh,75,GWh,电动汽车世界,https://www.evworld.com,2024-09-18,,,,,,,,,,,
2024,全球,800,GWh,360,GWh,100,GWh,250,GWh,GSMA,https://www.gsma.com,2024-09-18,,,,,,,,,,,
2024,全球,850,GWh,400,GWh,120,GWh,260,GWh,McKinsey & Company,https://www.mckinsey.com,2024-09-18,,,,,,,,,,,
2024,中国,400,GWh,100,GWh,25,GWh,50,GWh,中国电动汽车百人会,https://www.evrich.com,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,35,GWh,160,GWh,国际能源署,https://www.iea.org,2024-09-18,,,,,,,,,,,
2024,中国,420,GWh,120,GWh,30,GWh,45,GWh,中国有色金属工业协会,https://www.chinamine.org,2024-09-18,,,,,,,,,,,
2024,欧洲,370,GWh,140,GWh,20,GWh,90,GWh,欧洲汽车制造商协会,https://www.acea.auto,2024-09-18,,,,,,,,,,,
2024,美国,380,GWh,160,GWh,28,GWh,75,GWh,美国电池协会,https://www.battech.org,2024-09-18,,,,,,,,,,,
2024,亚洲其他地区,350,GWh,90,GWh,15,GWh,60,GWh,亚太电池市场报告,https://www.apbattreport.com,2024-09-18,,,,,,,,,,,
2024,全球,500,GWh,210,GWh,40,GWh,180,GWh,彭博新能源财经,https://about.bnef.com,2024-09-18,,,,,,,,,,,
2024,中国,360,GWh,95,GWh,22,GWh,55,GWh,新能源产业发展报告,https://www.newenergyreport.com,2024-09-18,,,,,,,,,,,
2024,拉美,150,GWh,30,GWh,5,GWh,25,GWh,拉丁美洲市场研究,https://www.latincarbon.org,2024-09-18,,,,,,,,,,,
2024,中国,375,GWh,95,GWh,18,GWh,60,GWh,国际能源署,https://www.iea.org/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,35,GWh,180,GWh,彭博新能源财经,https://about.bnef.com/,2024-09-18,,,,,,,,,,,
2024,美国,320,GWh,110,GWh,22,GWh,80,GWh,美国能源部,https://www.energy.gov/,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,100,GWh,20,GWh,90,GWh,电池技术网,https://www.batterytech.com/,2024-09-18,,,,,,,,,,,
2024,中国,420,GWh,120,GWh,25,GWh,110,GWh,市场研究机构,https://www.research.com/,2024-09-18,,,,,,,,,,,
2024,欧洲,380,GWh,170,GWh,30,GWh,90,GWh,欧洲电池联盟,https://www.europeanbatteryalliance.eu/,2024-09-18,,,,,,,,,,,
2024,全球,500,GWh,220,GWh,45,GWh,200,GWh,GaN Systems,https://www.gansystems.com/,2024-09-18,,,,,,,,,,,
2024,印度,280,GWh,70,GWh,15,GWh,40,GWh,经济时报,https://economictimes.indiatimes.com/,2024-09-18,,,,,,,,,,,
2024,亚洲,410,GWh,150,GWh,28,GWh,140,GWh,南方电网,https://www.csg.cn/,2024-09-18,,,,,,,,,,,
2024,全球,525,GWh,290,GWh,50,GWh,240,GWh,商会报告,https://www.chamberofcommerce.com/,2024-09-18,,,,,,,,,,,
2024,美国,280,GWh,95,GWh,25,GWh,40,GWh,美国能源部,https://www.energy.gov/,2024-09-18,,,,,,,,,,,
2024,欧洲,350,GWh,110,GWh,35,GWh,55,GWh,欧洲锂电池协会,https://www.eurobat.org/,2024-09-18,,,,,,,,,,,
2024,中国,368,GWh,120,GWh,30,GWh,60,GWh,中国国际电池展,https://www.cibf.cn/,2024-09-18,,,,,,,,,,,
2024,澳大利亚,200,GWh,45,GWh,20,GWh,15,GWh,澳大利亚矿业协会,https://www.ama.com.au/,2024-09-18,,,,,,,,,,,
2024,全球,425,GWh,190,GWh,40,GWh,160,GWh,全球电池市场报告,https://www.globalbatteryreport.com/,2024-09-18,,,,,,,,,,,
2024,印度,150,GWh,60,GWh,10,GWh,20,GWh,印度电池技术协会,https://www.iba.org.in/,2024-09-18,,,,,,,,,,,
2024,日韩,360,GWh,165,GWh,32,GWh,95,GWh,东亚电池协会,https://www.eastasiabattery.org/,2024-09-18,,,,,,,,,,,
2024,中东,80,GWh,35,GWh,5,GWh,10,GWh,中东新能源局,https://www.menaew.com/,2024-09-18,,,,,,,,,,,
2024,巴西,200,GWh,90,GWh,25,GWh,30,GWh,巴西电池市场调研,https://www.brazilbattery.com/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,50,GWh,180,GWh,国际电池咨询公司,https://www.ibcc.co/,2024-09-18,,,,,,,,,,,
2024,中国,370.2,GWh,100,GWh,25,GWh,60,GWh,行业研究中心,https://www.industryreport.com,2024-09-18,,,,,,,,,,,
2024,美国,320,GWh,130,GWh,20,GWh,90,GWh,电池市场分析网,https://www.batteryanalysis.com,2024-09-18,,,,,,,,,,,
2024,欧洲,400.5,GWh,150,GWh,35,GWh,60,GWh,欧洲能源研究所,https://www.eurenergyinstitute.eu,2024-09-18,,,,,,,,,,,
2024,全球,460,GWh,200,GWh,40,GWh,85,GWh,国际能源署,https://www.iea.org,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,120,GWh,30,GWh,70,GWh,中国科学技术出版社,https://www.scitechpub.com,2024-09-18,,,,,,,,,,,
2024,亚洲,310,GWh,90,GWh,18,GWh,50,GWh,亚洲电池产业展,https://www.asianbatteryexpo.com,2024-09-18,,,,,,,,,,,
2024,全球,500,GWh,220,GWh,50,GWh,90,GWh,全球能源网,https://www.globalenergy.net,2024-09-18,,,,,,,,,,,
2024,巴西,150,GWh,40,GWh,5,GWh,30,GWh,巴西能源研究所,https://www.brazilenergyinstitute.org,2024-09-18,,,,,,,,,,,
2024,中国,450,GWh,185,GWh,60,GWh,100,GWh,中国电池行业协会,https://www.chinabatteryassociation.org,2024-09-18,,,,,,,,,,,
2024,印度,270,GWh,75,GWh,12,GWh,40,GWh,印度可再生能源协会,https://www.irein.org,2024-09-18,,,,,,,,,,,
2024,美国,380,GWh,175,GWh,28,GWh,140,GWh,国际能源署,https://www.iea.org/,2024-09-18,,,,,,,,,,,
2024,欧洲,290,GWh,95,GWh,18,GWh,45,GWh,欧洲电池工业协会,https://www.europeanbatteryalliance.eu/,2024-09-18,,,,,,,,,,,
2024,印度,210,GWh,80,GWh,10,GWh,30,GWh,印度可再生能源发展局,https://www.mnre.gov.in/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,35,GWh,175,GWh,当代电池工业分析,https://www.contemporarybatteries.com/,2024-09-18,,,,,,,,,,,
2024,中国,400,GWh,120,GWh,22,GWh,60,GWh,中国锂电池网,https://www.chinalithiumbattery.com/,2024-09-18,,,,,,,,,,,
2024,日本,250,GWh,95,GWh,15,GWh,40,GWh,日本电气工业会,https://www.jema-net.or.jp/,2024-09-18,,,,,,,,,,,
2024,中国,500,GWh,160,GWh,30,GWh,85,GWh,国家能源局,https://www.nea.gov.cn/,2024-09-18,,,,,,,,,,,
2024,英国,235,GWh,65,GWh,20,GWh,25,GWh,英国可再生能源协会,https://www.renewableuk.com/,2024-09-18,,,,,,,,,,,
2024,全球,520,GWh,220,GWh,40,GWh,180,GWh,国际电池产业协会,https://www.ibia.org/,2024-09-18,,,,,,,,,,,
2024,美国,380,GWh,120,GWh,25,GWh,90,GWh,美国能源部,https://www.energy.gov/,2024-09-18,,,,,,,,,,,
2024,欧洲,350,GWh,160,GWh,30,GWh,110,GWh,欧洲汽车制造商协会,https://www.acea.auto/,2024-09-18,,,,,,,,,,,
2024,中国,400,GWh,200,GWh,40,GWh,150,GWh,华南理工大学研究院,https://www.scut.edu.cn/,2024-09-18,,,,,,,,,,,
2024,日本,220,GWh,85,GWh,15,GWh,60,GWh,日本电池技术协会,https://www.japanbattery.org/,2024-09-18,,,,,,,,,,,
2024,印度,180,GWh,75,GWh,10,GWh,40,GWh,印度电力部,https://www.powermin.nic.in/,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,60,GWh,130,GWh,国际电池材料协会,https://www.ibm.org/,2024-09-18,,,,,,,,,,,
2024,中国,325,GWh,100,GWh,20,GWh,55,GWh,中国电子技术标准化研究院,http://www.cesi.ac.cn/,2024-09-18,,,,,,,,,,,
2024,韩国,240,GWh,100,GWh,18,GWh,30,GWh,韩国电池协会,https://www.kbma.or.kr/,2024-09-18,,,,,,,,,,,
2024,中国,420,GWh,180,GWh,50,GWh,140,GWh,清华大学可持续发展研究中心,https://www.tsinghua.edu.cn/,2024-09-18,,,,,,,,,,,
2024,中国,360,GWh,120,GWh,25,GWh,60,GWh,中国电力企业联合会,https://www.cec.org.cn/,2024-09-18,,,,,,,,,,,
2024,欧洲,270.5,GWh,80,GWh,15,GWh,50,GWh,欧洲电池工业协会,https://www.eubattery.eu/,2024-09-18,,,,,,,,,,,
2024,全球,480,GWh,200,GWh,40,GWh,175,GWh,国际能源署,https://www.iea.org/,2024-09-18,,,,,,,,,,,
2024,美国,400,GWh,150,GWh,32,GWh,90,GWh,麦肯锡&公司,https://www.mckinsey.com/,2024-09-18,,,,,,,,,,,
2024,日本,200,GWh,70,GWh,10,GWh,25,GWh,日本交通省,https://www.mlit.go.jp/,2024-09-18,,,,,,,,,,,
2024,印度,150,GWh,50,GWh,5,GWh,30,GWh,印度电力部,https://www.powermin.nic.in/,2024-09-18,,,,,,,,,,,
2024,韩国,300,GWh,100,GWh,20,GWh,40,GWh,韩国科学技术院,https://www.kisti.re.kr/,2024-09-18,,,,,,,,,,,
2024,全球,520,GWh,220,GWh,50,GWh,180,GWh,彭博新能源财经,https://about.bnef.com/,2024-09-18,,,,,,,,,,,
2024,中国,440,GWh,200,GWh,37,GWh,160,GWh,中国电池工业协会,https://www.cbia.org.cn/,2024-09-18,,,,,,,,,,,
2024,全球,600,GWh,250,GWh,60,GWh,200,GWh,全球电池市场研究,https://globalbatteryresearch.com/,2024-09-18,,,,,,,,,,,
2024,中国,380,GWh,130,GWh,30,GWh,70,GWh,新能源汽车产业网,https://www.evindustry.cn/,2024-09-18,,,,,,,,,,,
2024,欧洲,300.5,GWh,120,GWh,25,GWh,60,GWh,欧洲电池协会,https://www.europeanbatteryalliance.eu/,2024-09-18,,,,,,,,,,,
2024,美国,450,GWh,200,GWh,50,GWh,95,GWh,国际能源署,https://www.iea.org/,2024-09-18,,,,,,,,,,,
2024,全球,550,GWh,250,GWh,70,GWh,130,GWh,市场研究公司,https://www.marketresearch.com/,2024-09-18,,,,,,,,,,,
2024,中国,370,GWh,100,GWh,20,GWh,80,GWh,电动车快讯网,https://www.evfast.com/,2024-09-18,,,,,,,,,,,
2024,亚洲,150,GWh,40,GWh,15,GWh,35,GWh,亚太电池网络,http://www.apacbattery.org/,2024-09-18,,,,,,,,,,,
2024,全球,600,GWh,300,GWh,100,GWh,150,GWh,国际可再生能源机构,https://www.irena.org/,2024-09-18,,,,,,,,,,,
2024,北美,500,GWh,250,GWh,80,GWh,75,GWh,锂电池市场监测,https://www.lithiumbatteryreport.com/,2024-09-18,,,,,,,,,,,
2024,中国,450,GWh,180,GWh,30,GWh,120,GWh,清华大学能源研究院,https://www.tsinghua.edu.cn/,2024-09-18,,,,,,,,,,,
2024,澳大利亚,200,GWh,60,GWh,40,GWh,50,GWh,澳大利亚能源部,https://www.energy.gov.au/,2024-09-18,,,,,,,,,,,
2024,中国,360,GWh,85,GWh,20,GWh,40,GWh,中国电池产业协会,https://www.ceba.org.cn,2024-09-18,,,,,,,,,,,
2024,全球,420,GWh,200,GWh,35,GWh,130,GWh,市场研究中心,https://marketresearch.com,2024-09-18,,,,,,,,,,,
2024,中国,400,GWh,100,GWh,25,GWh,60,GWh,Battery Industry Review,https://www.batteryindustryreview.com,2024-09-18,,,,,,,,,,,
2024,美国,395,GWh,150,GWh,30,GWh,75,GWh,U.S. Energy Information Administration,https://www.eia.gov,2024-09-18,,,,,,,,,,,
2024,欧洲,380,GWh,160,GWh,40,GWh,80,GWh,European Battery Alliance,https://europeanbatteryalliance.eu,2024-09-18,,,,,,,,,,,
2024,印度,250,GWh,50,GWh,15,GWh,25,GWh,Indian Energy Storage Alliance,https://www.iesa.org.in,2024-09-18,,,,,,,,,,,
2024,中国,450,GWh,120,GWh,30,GWh,70,GWh,中汽协,https://www.caam.org.cn,2024-09-18,,,,,,,,,,,
2028,全球,500,GWh,250,GWh,50,GWh,150,GWh,BloombergNEF,https://about.bnef.com,2024-09-18,,,,,,,,,,,
2028,亚洲,400,GWh,200,GWh,40,GWh,100,GWh,Asian Battery Research,https://www.asianbatteryresearch.com,2024-09-18,,,,,,,,,,,
2024,中国,370,GWh,120,GWh,30,GWh,80,GWh,中国电池网,https://www.china-battery.com,2024-09-18,,,,,,,,,,,
2024,全球,450,GWh,200,GWh,40,GWh,160,GWh,市场研究协会,https://www.marketresearch.com,2024-09-18,,,,,,,,,,,
2024,中国,360,GWh,140,GWh,25,GWh,70,GWh,新能源网,https://www.newenergy.com,2024-09-18,,,,,,,,,,,
2024,欧洲,380,GWh,190,GWh,35,GWh,90,GWh,欧洲能源研究院,https://www.europeanenergy.org,2024-09-18,,,,,,,,,,,
2024,北美,430,GWh,210,GWh,50,GWh,130,GWh,北美电池协会,https://www.northamericabattery.org,2024-09-18,,,,,,,,,,,
2024,全球,460,GWh,220,GWh,45,GWh,165,GWh,国际电池研究协会,https://www.internationalbatteryresearch.com,2024-09-18,,,,,,,,,,,
2024,中国,390,GWh,130,GWh,20,GWh,60,GWh,电池市场研究,https://www.batteryresearch.com,2024-09-18,,,,,,,,,,,
2024,亚洲,410,GWh,200,GWh,50,GWh,140,GWh,亚洲电池产业联盟,https://www.asiabatteryalliance.com,2024-09-18,,,,,,,,,,,
2024,全球,470,GWh,230,GWh,55,GWh,175,GWh,动力电池技术研究,https://www.powerbatterystudies.com,2024-09-18,,,,,,,,,,,
2024,中国,395,GWh,150,GWh,22,GWh,75,GWh,电池前沿科技,https://www.batterytechnologies.com,2024-09-18,,,,,,,,,,,
2024,印度,250,GWh,70,GWh,20,GWh,40,GWh,经济日报,https://www.ce.cn/cysc/energy/202404/t20240401_39854669.shtml,2024-09-18,,,,,,,,,,,
2024,美国,500.5,GWh,200,GWh,50,GWh,250,GWh,彭博社,https://www.bloomberg.com/energy,2024-09-18,,,,,,,,,,,
2024,欧洲,450,GWh,150,GWh,30,GWh,135,GWh,国际能源署,https://www.iea.org/,2024-09-18,,,,,,,,,,,
2024,中国,400,GWh,100,GWh,40,GWh,80,GWh,清华大学材料科学研究院,https://www.tsinghua.edu.cn/,2024-09-18,,,,,,,,,,,
2024,巴西,120.5,GWh,40,GWh,10,GWh,15,GWh,巴西国家电力公司,https://www.enta.com.br/,2024-09-18,,,,,,,,,,,
2024,全球,610,GWh,220,GWh,65,GWh,325,GWh,未来能源研究所,https://www.futureenergyresearch.org/,2024-09-18,,,,,,,,,,,
