年份,地区,能源类型,能源消费总量,单位,采集来源,来源链接,采集时间,备注,,,,,,,,,,,,
2023,北方地区,可再生能源,12.3,亿吨,国家可再生能源中心,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,27,亿吨,国际能源署,https://www.iea.org/,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,19.5,亿吨,中国海洋石油总公司,http://www.cnooc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,地区,天然气,6,亿吨,中石油官方报告,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.5,亿吨,中国电力市场网,http://www.cea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,15.8,亿吨,国家生态环保部,http://www.mee.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北地区,煤炭,28.9,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东地区,天然气,6.9,亿吨,中国天然气协会,http://www.chinagas.org/,2024-09-19,,,,,,,,,,,,,
2022,华南地区,电力,9.4,亿吨,国家电力公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,西北地区,可再生能源,2.3,亿吨,可再生能源行业协会,http://www.rea.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,15.8,亿吨,中国石油天然气集团,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,西南地区,煤炭,20.5,亿吨,地方统计局,http://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,中部地区,电力,7.8,亿吨,国家能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,5.1,亿吨,清洁能源发展平台,http://www.cleanenergy.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,东南地区,天然气,8.2,亿吨,国内能源市场分析机构,http://www.energyreport.com/,2024-09-19,,,,,,,,,,,,,
2022,全国,原油,18.5,亿吨,油气信息网,http://www.oilgasinfo.com/,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.7,亿吨,中国能源研究院,https://www.cnenergy.org,2024-09-19,,,,,,,,,,,,,
2023,华南地区,原油,18.2,亿吨,中国海洋石油总公司,https://www.cnooc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西北地区,天然气,6,亿吨,中国天然气集团公司,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东北地区,电力,9.2,亿吨,国家电网公司,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西南地区,可再生能源,2.5,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,外购电力,3.8,亿吨,中国电力公司,http://www.chinapower.com,2024-09-19,,,,,,,,,,,,,
2024,华北地区,煤炭,25.5,亿吨,煤炭工业协会,http://www.coalindustry.org,2024-09-19,,,,,,,,,,,,,
2024,华南地区,电力,10.3,亿吨,能源研究中心,https://www.energyresearch.org,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,4.9,亿吨,可再生能源协会,http://www.renewableenergy.org,2024-09-19,,,,,,,,,,,,,
2024,东北地区,原油,19,亿吨,中国石油化工集团,http://www.sinopec.com,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.5,亿吨,中国能源网,https://www.cec.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华南地区,原油,16.3,亿吨,中国石油信息网,https://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东北地区,天然气,5.2,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,西南地区,电力,9.1,亿吨,电力发展报告,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,9,亿吨,中国可再生能源协会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,华北地区,煤炭,27,亿吨,国家统计局,https://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,15.8,亿吨,国际能源署,https://www.iea.org,2024-09-19,,,,,,,,,,,,,
2024,东南地区,天然气,6,亿吨,中国天然气网,http://www.cng.org.cn,2024-09-19,,,,,,,,,,,,,
2024,中西部地区,电力,10.5,亿吨,能源研究所,http://www.eric.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,12.2,亿吨,全球绿色倡议,https://www.globalgreen.org,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,29.8,亿吨,华北能源管理局,https://www.hbenergy.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,原油,18.4,亿吨,西南地区统计局,https://www.southweststats.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,天然气,5.1,亿吨,东北气源管理中心,https://www.northeastgas.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,电力,9.2,亿吨,华东电力公司,https://www.eastpower.com,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,9.5,亿吨,国家开发和改革委员会,http://www.sdrc.gov.cn,2024-09-19,,,,,,,,,,,,,
2021,全国,煤炭,31,亿吨,中国煤炭工业协会,http://www.chinacoal.com,2024-09-19,,,,,,,,,,,,,
2021,全国,天然气,4.3,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2021,全国,可再生能源,8,亿吨,可再生能源协会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,华南,电力,10.2,亿吨,华南电力公司,https://www.southpower.com,2024-09-19,,,,,,,,,,,,,
2024,全国,生物质能,2.5,亿吨,中国生物质能协会,http://www.chinabiomass.org,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.2,亿吨,中国能源网,https://www.cec.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南,原油,19.5,亿吨,中国石油和化学工业联合会,http://www.cpcia.org/,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,6.8,亿吨,国家发改委,https://www.ndrc.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,11.3,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,15.2,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,26.7,亿吨,国际能源署,https://www.iea.org/,2024-09-19,,,,,,,,,,,,,
2024,华北,原油,20.3,亿吨,中国海洋石油总公司,http://www.cnooc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,西北,天然气,8.2,亿吨,中国天然气行业协会,http://www.cngia.com/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,12.1,亿吨,中国电力企业联合会,http://www.chinaepc.com/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,17.8,亿吨,全球可再生能源政策网络,https://www.irena.org/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.5,亿吨,中国能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华北,天然气,5.2,亿吨,中国气象局,http://www.nmc.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,9.1,亿吨,国家电网,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,原油,16.8,亿吨,中石油,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,华南,可再生能源,1.8,亿吨,可再生能源协会,http://www.cea.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,整体能源消费,100,亿吨,国家统计局,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,盐碱地能源,2.2,亿吨,中国地质调查局,http://www.cgs.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,中部,氢能,0.4,亿吨,氢能产业发展指南,http://www.hydrogen.energy.gov,2024-09-19,,,,,,,,,,,,,
2024,全国,风能,3.5,亿吨,中国风能协会,http://www.cwea.org.cn,2024-09-19,,,,,,,,,,,,,
2024,东南,太阳能,4.9,亿吨,中国太阳能发展协会,http://www.csp.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.5,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南地区,原油,16,亿吨,国际能源署,https://www.iea.org/,2024-09-19,,,,,,,,,,,,,
2023,西北地区,天然气,5.2,亿吨,中国天然气行业协会,http://www.cnga.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北地区,电力,10.5,亿吨,中国电力企业联合会,http://www.cec.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,15.2,亿吨,国家能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,西南地区,生物质能,3.5,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,华中地区,氢能,2.8,亿吨,中国氢能产业技术创新战略联盟,http://www.china-hydrogen.com/,2024-09-19,,,,,,,,,,,,,
2024,华北地区,煤炭,22.3,亿吨,中国煤炭工业协会,http://www.chinacoal.org/,2024-09-19,,,,,,,,,,,,,
2024,全国,核能,3.2,亿吨,国家核安全局,http://www.nssc.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,12,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.5,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,西南地区,原油,15.4,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,华南地区,天然气,5.2,亿吨,国家统计局,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东北地区,电力,9.8,亿吨,中国电力公司,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,1.9,亿吨,可再生能源发展协会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,煤炭,29.8,亿吨,生态环境部,http://www.mee.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,中部地区,原油,16.6,亿吨,中国海洋石油总公司,http://www.cnooc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西北地区,天然气,6.8,亿吨,能源研究所,http://www.eri.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,电力,10.22,亿吨,中国电力公司,http://www.spdc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,华北地区,可再生能源,2.5,亿吨,全国可再生能源用于发电技术创新中心,http://www.china-solar.com,2024-09-19,,,,,,,,,,,,,
2023,华北地区,煤炭,29.5,亿吨,中国能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东部沿海,原油,19.8,亿吨,中华能源网,https://www.energychina.com,2024-09-19,,,,,,,,,,,,,
2023,南方地区,天然气,5.1,亿吨,全国天然气公司,http://www.ngas.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西北地区,电力,9.2,亿吨,电力公司报告,https://www.sppronb.com,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,3.8,亿吨,国家可再生能源中心,https://www.energyreform.org,2024-09-19,,,,,,,,,,,,,
2023,东北地区,煤炭,24.2,亿吨,省能源局统计,https://www.eastdata.org,2024-09-19,,,,,,,,,,,,,
2023,西南地区,生物质能,1.5,亿吨,可再生能源发展协会上,https://www.biodata.org,2024-09-19,,,,,,,,,,,,,
2023,华中地区,风能,2.3,亿吨,风能协会,https://www.windpower.org,2024-09-19,,,,,,,,,,,,,
2023,全国,电力,10.5,亿吨,中央电力局,https://www.cec.org.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,太阳能,6.4,亿吨,太阳能发展中心,http://www.solar.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.5,亿吨,中国能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华南,原油,15.2,亿吨,中国国家统计局,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.3,亿吨,中国天然气与液化气协会,http://www.cnga.org.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,9.1,亿吨,中国电力企业联合会,http://www.chinaepri.com,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,6.8,亿吨,全国可再生能源中心,http://www.cnrec.org.cn,2024-09-19,,,,,,,,,,,,,
2024,华北,煤炭,25,亿吨,中国煤炭工业协会,http://www.coalchina.org,2024-09-19,,,,,,,,,,,,,
2024,中部,原油,16.5,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,东南,天然气,6.2,亿吨,中国石油和天然气集团公司,http://www.cnooc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,西北,电力,10.3,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,8.4,亿吨,国际可再生能源机构,http://www.irena.org,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,29.1,亿吨,中国能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,18.5,亿吨,中国石油和化学工业联合会,https://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.2,亿吨,国家能源安全与经济发展研究中心,https://www.csee.org.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,9.1,亿吨,中国电力企业联合会,https://www.chinaelectricpower.com,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,11.3,亿吨,绿色和平组织,https://www.greenpeace.org,2024-09-19,,,,,,,,,,,,,
2024,华南,煤炭,27,亿吨,国家统计局,https://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,西北,电力,10.2,亿吨,国家电力公司,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,6.9,亿吨,中国石油天然气集团公司,https://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,华东,可再生能源,13.5,亿吨,可再生能源国家实验室,https://www.nrel.gov,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,19,亿吨,中国石油天然气集团公司,https://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东部地区,煤炭,28.3,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东部地区,原油,19.5,亿吨,国家统计局,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,南方地区,天然气,5.8,亿吨,中国石油经济研究中心,http://www.ceri.org.cn,2024-09-19,,,,,,,,,,,,,
2023,西部地区,电力,9.2,亿吨,国家电网公司,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,6.1,亿吨,中国可再生能源学会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,东北地区,煤炭,26.7,亿吨,能源研究所,http://www.energyresearch.org.cn,2024-09-19,,,,,,,,,,,,,
2024,华北地区,原油,20.2,亿吨,北京石油协会,http://www.bjpa.org.cn,2024-09-19,,,,,,,,,,,,,
2024,华南地区,天然气,7.4,亿吨,中国气体协会,http://www.cga.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.5,亿吨,全国电力调度中心,http://www.spd.org.cn,2024-09-19,,,,,,,,,,,,,
2024,西南地区,可再生能源,8.4,亿吨,中国绿色发展协会,http://www.chinagreendevelopment.org,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.5,亿吨,中国能源网,https://www.energychina.com/,2024-09-19,,,,,,,,,,,,,
2023,华北,天然气,6.3,亿吨,国家能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2021,西南,电力,10.5,亿吨,中国电力公司,http://www.cec.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,原油,15,亿吨,国际能源署,https://www.iea.org/,2024-09-19,,,,,,,,,,,,,
2023,华南,可再生能源,5.8,亿吨,绿色和平,https://www.greenpeace.org/,2024-09-19,,,,,,,,,,,,,
2024,全国,氢能,0.7,亿吨,清华大学能源与动力工程系,http://www.tsinghua.edu.cn/,2024-09-19,,,,,,,,,,,,,
2022,全国,生物质能,3.2,亿吨,人民网,http://www.people.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,中部,核能,2.3,亿吨,中国核能电力股份有限公司,http://www.cgnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,11,亿吨,华北电力大学,http://www.ncepu.edu.cn/,2024-09-19,,,,,,,,,,,,,
2023,西北,可再生能源,4,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28,亿吨,全国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南,原油,16.5,亿吨,中国石油天然气集团公司,https://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,华北,天然气,5.2,亿吨,国家统计局,https://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,9,亿吨,电力企业联合会,https://www.chinaep.org/,2024-09-19,,,,,,,,,,,,,
2023,东北,可再生能源,1.2,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,27.5,亿吨,中国煤炭工业协会,http://www.coal.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,18.2,亿吨,国际能源署,https://www.iea.org/,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,6.8,亿吨,中国天然气集团公司,https://www.cnpc.com.cn/gas/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.2,亿吨,国家电网公司,https://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,2.7,亿吨,全球可再生能源报告,https://www.ren21.net/,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,29.7,亿吨,国家能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,16.4,亿吨,中国石油和化工联合会,http://www.cpcia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.2,亿吨,中国天然气行业协会,http://www.cngia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,9.1,亿吨,国家电网公司,https://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,南方,可再生能源,3.3,亿吨,可再生能源监测中心,http://www.nre.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,28.5,亿吨,中国能源研究会,http://www.cer.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.2,亿吨,国家电力公司,http://www.spic.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,华南,天然气,6,亿吨,南方能源协会,http://www.southenergy.org/,2024-09-19,,,,,,,,,,,,,
2024,西北,原油,18.2,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,5.8,亿吨,国家发展改革委,http://www.ndrc.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,28.5,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,15.8,亿吨,中国石油和化学工业联合会,http://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.9,亿吨,中国天然气协会,http://www.cnga.org.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,9.2,亿吨,中国电力企业联合会,http://www.cec.org.cn,2024-09-19,,,,,,,,,,,,,
2023,南方,可再生能源,3.1,亿吨,可再生能源协会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,27,亿吨,国家统计局,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,核能,2.2,亿吨,中国核能行业协会,http://www.cna.org.cn,2024-09-19,,,,,,,,,,,,,
2024,华南,电力,10.5,亿吨,电力市场监管机构,http://www.sp.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,西北,天然气,6.1,亿吨,中国石油天然气公司,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,4.8,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.5,亿吨,中国能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南地区,原油,15.3,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南地区,天然气,5.9,亿吨,中国煤气协会,http://www.chinagas.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北地区,电力,10.1,亿吨,国家电力公司,http://www.spic.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,6.7,亿吨,可再生能源协会,http://www.chinares.org/,2024-09-19,,,,,,,,,,,,,
2023,中西部地区,风能,1.8,亿吨,中国风能协会,http://www.chinawea.org/,2024-09-19,,,,,,,,,,,,,
2024,全国,核能,2.4,亿吨,国家核电运营公司,http://www.cnnp.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,华北地区,太阳能,3.5,亿吨,中国太阳能产业协会,http://www.cspaa.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,生物能,1.2,亿吨,生物质能源科技促进会,http://www.biotenergy.org/,2024-09-19,,,,,,,,,,,,,
2024,东北地区,燃料油,4.2,亿吨,中国石油和化学工业联合会,http://www.cpcia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,北方地区,煤炭,28.2,亿吨,中国能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东地区,原油,18.5,亿吨,中国石油和天然气集团公司,https://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,南方地区,天然气,5.7,亿吨,中国天然气发展报告,https://www.cngas.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西南地区,电力,9.5,亿吨,电力市场监测报告,https://www.spoc.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,6.8,亿吨,中国可再生能源学会,https://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,东南地区,煤炭,20.4,亿吨,国家发展改革委,https://www.ndrc.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,中部地区,原油,19,亿吨,中华人民共和国国家统计局,https://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,7,亿吨,中国天然气学会,https://www.chinagas.org.cn,2024-09-19,,,,,,,,,,,,,
2024,东北地区,电力,10.2,亿吨,国家电网公司,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,9.1,亿吨,国家能源局可再生能源处,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东南沿海,煤炭,28.9,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北地区,天然气,5.8,亿吨,中国国家统计局,https://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2021,西南地区,原油,15.4,亿吨,国家能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华中地区,电力,9.2,亿吨,煤炭工业协会,https://www.chinacoal.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,西北地区,可再生能源,2,亿吨,可再生能源国家实验室,https://www.nrel.gov/,2024-09-19,,,,,,,,,,,,,
2022,全国,天然气,6.7,亿吨,中国国家统计局,https://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,煤炭,29.1,亿吨,国家能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,大湾区,电力,10.5,亿吨,中国电力公司,https://www.cec.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,华北地区,原油,16.2,亿吨,中国石油协会,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,5,亿吨,国际可再生能源署,https://www.irena.org/,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,28.5,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,16.3,亿吨,国际能源署,https://www.iea.org/,2024-09-19,,,,,,,,,,,,,
2023,华南,天然气,5.2,亿吨,国家统计局,http://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,9.1,亿吨,南方电网公司,http://www.csg.cn/,2024-09-19,,,,,,,,,,,,,
2023,西北,可再生能源,6.7,亿吨,可再生能源协会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,东北,煤炭,25,亿吨,国家煤炭局,http://www.coal.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,18.5,亿吨,石油和化学工业协会,http://www.cpcia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,6,亿吨,中国天然气集团,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.5,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,8,亿吨,国际可再生能源机构,https://www.irena.org/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.2,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南,原油,16.5,亿吨,国家统计局,https://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西北,天然气,5.2,亿吨,国家能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,9.1,亿吨,电力公司,https://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,3.8,亿吨,中国可再生能源学会,https://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,27.5,亿吨,工商行政管理局,https://www.aic.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,华北,原油,18,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,西南,天然气,6,亿吨,中国天然气集团公司,http://www.ctrip.com/,2024-09-19,,,,,,,,,,,,,
2024,南方,电力,10.5,亿吨,绿色电力信息平台,http://www.greenpower.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,4.2,亿吨,能源研究所,http://www.energy-research.org/,2024-09-19,,,,,,,,,,,,,
