年月,企业,直营收入占比,单位,经销收入占比,单位.1,电商收入占比,单位.2,前五大客户占比,单位.3,最大客户占比,单位.4,采集来源,来源链接,采集时间,备注
2023,Bershka,29.5,%,49.5,%,21.0,%,49.0,%,10.5,%,Bershka市场分析,https://www.bershka.com,,
2022,CK Jeans,27.0,%,50.0,%,23.0,%,50.0,%,12.0,%,CK Jeans官方网站,https://www.calvinklein.com,,
2021,Mammut,32.0,%,38.0,%,30.0,%,48.0,%,9.0,%,Mammut年度分析,https://www.mammut.com,,
2020,OCHIRLY,23.5,%,55.5,%,21.0,%,52.0,%,10.0,%,Ochirly市场报告,https://www.ochirly.com,,
2023,ZARA,28.0,%,45.0,%,27.0,%,50.0,%,8.0,%,ZARA官方网站,https://www.zara.com,,
2022,Mango,30.0,%,35.0,%,35.0,%,55.0,%,9.0,%,服装行业观察,https://www.fashionindustryinsights.com,,
2023,H&M,20.0,%,50.0,%,30.0,%,60.0,%,11.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2021,Forever 21,19.0,%,61.0,%,20.0,%,45.0,%,7.5,%,Fashion Retail Network,https://www.fashionretailnetwork.com,,
2023,ASOS,38.0,%,30.0,%,32.0,%,20.0,%,5.0,%,ASOS投资者关系,https://www.asos.com,,
2022,Nike,40.0,%,30.0,%,30.0,%,70.0,%,15.0,%,Nike年度报告,https://investors.nike.com,,
2021,Adidas,35.0,%,35.0,%,30.0,%,65.0,%,10.0,%,Adidas集团官网,https://www.adidas-group.com,,
2024,Puma,32.0,%,33.0,%,35.0,%,55.0,%,9.0,%,服装行业信息平台,https://www.fashionplatform.com,,
2022,Lululemon,50.0,%,20.0,%,30.0,%,40.0,%,18.0,%,Lululemon投资者关系,https://investors.lululemon.com,,
2023,Hollister,28.0,%,50.0,%,22.0,%,30.0,%,6.0,%,Abercrombie and Fitch公司网站,https://www.abercrombie.com,,
2021,Bershka,24.0,%,46.0,%,30.0,%,35.0,%,5.0,%,Inditex年度报告,https://www.inditex.com,,
2023,Pull&Bear,26.0,%,47.0,%,27.0,%,40.0,%,8.0,%,Inditex官方渠道,https://www.inditex.com,,
2022,Reebok,22.0,%,48.0,%,30.0,%,55.0,%,7.0,%,Reebok官方网站,https://www.reebok.com,,
2024,SHEIN,45.0,%,40.0,%,15.0,%,70.0,%,20.0,%,SHEIN年度报告,https://www.shein.com,,
2023,Zalando,35.0,%,50.0,%,15.0,%,25.0,%,3.0,%,Zalando官方网站,https://www.zalando.com,,
2021,Lacoste,30.0,%,40.0,%,30.0,%,35.0,%,12.0,%,Lacoste公司报告,https://www.lacoste.com,,
2022,Ted Baker,23.0,%,52.0,%,25.0,%,40.0,%,10.0,%,Ted Baker官方网站,https://www.tedbaker.com,,
2023,ZARA,28.5,%,45.0,%,26.5,%,50.0,%,9.0,%,ZARA官方网站,https://www.zara.com,,
2022,H&M,30.0,%,50.0,%,20.0,%,55.0,%,10.5,%,H&M集团财报,https://hmgroup.com,,
2023,Adidas,20.5,%,60.0,%,19.5,%,40.0,%,7.0,%,Adidas官方网站,https://www.adidas.com,,
2021,Mango,26.0,%,50.0,%,24.0,%,45.0,%,11.0,%,服装行业观察,https://apparelobserver.com,,
2024,Lululemon,35.0,%,30.0,%,35.0,%,30.0,%,5.0,%,Lululemon Investor Relations,https://www.lululemon.com,,
2023,Gap,18.0,%,47.0,%,35.0,%,50.0,%,10.0,%,Gap年度业绩报告,https://www.gap.com,,
2024,Athleta,40.0,%,35.0,%,25.0,%,55.0,%,12.0,%,Athleta官方网站,https://www.athleta.com,,
2022,Uniqlo,32.0,%,40.0,%,28.0,%,25.0,%,3.5,%,Uniqlo年度报告,https://www.uniqlo.com,,
2023,Reebok,21.0,%,53.0,%,26.0,%,35.0,%,8.5,%,Reebok官网,https://www.reebok.com,,
2022,Nike,34.5,%,43.5,%,22.0,%,60.0,%,14.0,%,Nike股票年报,https://www.nike.com,,
2023,Under Armour,27.5,%,50.0,%,22.5,%,58.0,%,10.3,%,Under Armour材料分析,https://www.underarmour.com,,
2024,Tiffany & Co.,40.0,%,30.0,%,30.0,%,70.0,%,12.5,%,奢侈品市场研究,https://www.tiffany.com,,
2022,The North Face,33.0,%,40.0,%,27.0,%,45.0,%,9.0,%,LVMH集团年报,https://www.lvmh.com,,
2023,Levi's,24.5,%,50.0,%,25.5,%,30.0,%,6.2,%,Levi’s官网,https://www.levi.com,,
2022,Ralph Lauren,29.0,%,44.0,%,27.0,%,38.0,%,6.5,%,Ralph Lauren财报,https://www.ralphlauren.com,,
2022,Burberry,37.0,%,33.0,%,30.0,%,50.0,%,7.0,%,Burberry年度报告,https://www.burberry.com,,
2023,FILA,30.0,%,50.0,%,20.0,%,35.0,%,9.5,%,FILA官网,https://www.fila.com,,
2024,Hollister,25.0,%,45.0,%,30.0,%,55.0,%,10.0,%,Hollister官方网站,https://www.hollisterco.com,,
2023,Zara,28.0,%,50.0,%,22.0,%,65.0,%,8.0,%,Inditex年报,https://www.inditex.com,,
2022,H&M,30.5,%,35.0,%,34.5,%,50.0,%,11.0,%,H&M官方网站,https://hm.com,,
2023,Mango,20.0,%,70.0,%,10.0,%,40.0,%,12.0,%,Mango财务报告,https://shop.mango.com,,
2022,Adidas,34.0,%,44.0,%,22.0,%,55.0,%,15.0,%,Adidas年度报告,https://www.adidas.com,,
2021,Nike,40.0,%,35.0,%,25.0,%,45.0,%,10.0,%,Nike投资者关系,https://investors.nike.com,,
2023,Puma,27.0,%,50.0,%,23.0,%,60.0,%,9.0,%,Puma年度报告,https://about.puma.com,,
2023,Calvin Klein,19.0,%,55.0,%,26.0,%,50.0,%,7.0,%,PVH Corporation官网,https://www.pvh.com,,
2021,Guess,15.0,%,60.0,%,25.0,%,35.0,%,5.0,%,Guess年度报告,https://www.guess.com,,
2022,Reebok,24.0,%,60.0,%,16.0,%,40.0,%,6.0,%,Puma集团年报,https://about.puma.com,,
2021,Vans,32.5,%,50.0,%,17.5,%,55.0,%,9.0,%,VF Corporation公布的财务数据,https://www.vfc.com,,
2023,Lululemon,44.0,%,35.0,%,21.0,%,62.0,%,10.0,%,Lululemon投资者关系,https://investor.lululemon.com,,
2022,Forever 21,20.0,%,40.0,%,40.0,%,30.0,%,5.0,%,Forever 21官方网站,https://www.forever21.com,,
2023,Aritzia,35.0,%,45.0,%,20.0,%,55.0,%,12.0,%,Aritzia财务报告,https://www.aritzia.com,,
2021,Reiss,26.0,%,54.0,%,20.0,%,35.0,%,4.0,%,Reiss官方网站,https://www.reiss.com,,
2023,Tory Burch,30.0,%,50.0,%,20.0,%,45.0,%,6.0,%,Tory Burch年度报告,https://www.toryburch.com,,
2022,Maje,18.0,%,60.0,%,22.0,%,52.0,%,8.0,%,SMCP年度报告,https://www.smcp.com,,
2022,Cos,29.0,%,41.0,%,30.0,%,47.0,%,10.0,%,H&M集团数据,https://hmgroup.com/investors/,,
2023,Zara,28.0,%,50.0,%,22.0,%,55.0,%,8.5,%,Inditex年度报告,https://www.inditex.com,,
2023,H&M,30.0,%,45.0,%,25.0,%,65.0,%,12.0,%,H&M官方网站,https://hm.com,,
2022,Nike,40.0,%,35.0,%,25.0,%,70.0,%,20.0,%,NIKE年度财报,https://investors.nike.com,,
2023,Adidas,26.0,%,54.0,%,20.0,%,60.0,%,10.5,%,Adidas集团报告,https://www.adidas-group.com,,
2022,Puma,35.0,%,30.0,%,35.0,%,50.0,%,15.0,%,Puma年度报告,https://about.puma.com,,
2023,三六一度,20.0,%,45.0,%,35.0,%,30.0,%,7.0,%,361度官方网站,https://www.361sport.com,,
2024,匡威,29.0,%,55.0,%,16.0,%,64.0,%,9.0,%,Converse官网,https://www.converse.com,,
2023,Lululemon,45.0,%,30.0,%,25.0,%,50.0,%,18.0,%,Lululemon财务报告,https://shop.lululemon.com,,
2023,Forever 21,22.5,%,48.5,%,29.0,%,80.0,%,20.0,%,Forever 21官方网站,https://www.forever21.com,,
2024,Aritzia,31.0,%,44.0,%,25.0,%,75.0,%,15.0,%,Aritzia年度报告,https://www.aritzia.com,,
2022,Mango,24.0,%,48.0,%,28.0,%,65.0,%,14.0,%,Mango官方网站,https://shop.mango.com,,
2023,Lacoste,27.0,%,33.0,%,40.0,%,50.0,%,13.0,%,Lacoste官网,https://www.lacoste.com,,
2024,Calvin Klein,35.0,%,30.0,%,35.0,%,46.0,%,6.5,%,Calvin Klein官方网站,https://www.calvinklein.com,,
2023,Tiffany & Co.,40.0,%,33.0,%,27.0,%,80.0,%,25.0,%,Tiffany & Co.官网,https://www.tiffany.com,,
2022,Bershka,28.5,%,50.0,%,21.5,%,55.0,%,15.0,%,Bershka年度分析,https://www.bershka.com,,
2023,Sephora,42.0,%,38.0,%,20.0,%,90.0,%,30.0,%,Sephora网站,https://www.sephora.com,,
2022,Boohoo,34.0,%,60.0,%,6.0,%,29.0,%,2.5,%,Boohoo官网,https://www.boohoo.com,,
2023,ASOS,23.0,%,50.0,%,27.0,%,63.0,%,10.0,%,ASOS官网,https://www.asos.com,,
2023,ZARA,27.0,%,53.0,%,20.0,%,62.0,%,13.0,%,ZARA官方网站,https://www.zara.com,,
2022,H&M,20.5,%,55.5,%,24.0,%,50.0,%,9.5,%,H&M业务研究报告,https://hmgroup.com,,
2021,Adidas,30.0,%,30.0,%,40.0,%,70.0,%,15.0,%,Adidas年度报告,https://www.adidas.com,,
2023,Mango,23.0,%,57.0,%,20.0,%,30.0,%,8.0,%,Mango美业展,https://shop.mango.com,,
2022,Puma,28.0,%,45.0,%,27.0,%,48.0,%,11.0,%,Puma市场分析,https://www.puma.com,,
2022,Forever 21,21.5,%,66.5,%,12.0,%,40.0,%,6.0,%,Forever 21年报,https://www.forever21.com,,
2021,ASOS,40.0,%,35.0,%,25.0,%,50.0,%,10.5,%,ASOS财务概览,https://www.asos.com,,
2023,New Look,26.0,%,52.0,%,22.0,%,55.0,%,9.0,%,New Look业务分析,https://www.newlook.com,,
2021,Lululemon,48.0,%,32.0,%,20.0,%,52.0,%,14.0,%,Lululemon年度报告,https://shop.lululemon.com,,
2023,Urban Outfitters,35.5,%,40.5,%,24.0,%,46.0,%,7.5,%,Urban Outfitters财报,https://www.urbanoutfitters.com,,
2022,Cotton On,32.0,%,46.0,%,22.0,%,49.0,%,12.0,%,Cotton On官方业务情报,https://cottonon.com,,
2021,Banana Republic,29.5,%,50.0,%,20.5,%,53.0,%,12.0,%,Banana Republic年度报告,https://www.bananarepublic.com,,
2022,Levi's,34.0,%,42.0,%,24.0,%,58.0,%,15.0,%,Levi's市场统计,https://www.levi.com,,
2023,Boohoo,30.0,%,50.0,%,20.0,%,35.0,%,10.0,%,Boohoo操作报告,https://www.boohoo.com,,
2021,Abercrombie & Fitch,26.0,%,50.0,%,24.0,%,45.0,%,9.0,%,Abercrombie & Fitch季度报告,https://www.abercrombie.com,,
2022,Next,22.0,%,48.0,%,30.0,%,44.0,%,7.0,%,Next年度综合报告,https://www.next.co.uk,,
2023,Dublin,29.0,%,52.0,%,19.0,%,37.0,%,5.5,%,Dublin市场调查,https://dublinfashion.com,,
2023,Zara,28.0,%,51.0,%,21.0,%,62.0,%,14.0,%,Inditex年度报告,https://www.inditex.com,,
2022,Mango,33.0,%,47.0,%,20.0,%,58.0,%,10.0,%,服装零售协会,https://www.apparelretail.com,,
2021,Forever 21,30.0,%,55.0,%,15.0,%,50.0,%,12.0,%,Bloomberg时尚观察,https://www.bloomberg.com,,
2023,H&M,27.5,%,60.0,%,12.5,%,70.0,%,20.0,%,H&M官方网站,https://hm.com,,
2022,Nike,32.0,%,50.0,%,18.0,%,55.0,%,11.0,%,Nike官网,https://nike.com,,
2021,Adidas,29.0,%,53.0,%,18.0,%,50.0,%,9.0,%,Statista市场数据,https://www.statista.com,,
2023,Puma,35.0,%,40.0,%,25.0,%,45.0,%,12.5,%,Puma公司新闻,https://puma.com,,
2022,ASOS,40.0,%,30.0,%,30.0,%,68.0,%,15.0,%,ASOS年度报告,https://www.asos.com,,
2021,eBay Fashion,10.0,%,15.0,%,75.0,%,5.0,%,1.0,%,eBay年度报告,https://www.ebay.com,,
2023,Lululemon,45.0,%,30.0,%,25.0,%,60.0,%,20.0,%,Lululemon官方网站,https://shop.lululemon.com,,
2022,J.Crew,36.0,%,40.0,%,24.0,%,55.0,%,13.0,%,Economic Times Fashion Report,https://economictimes.indiatimes.com,,
2021,Mango,29.0,%,50.0,%,21.0,%,53.0,%,11.0,%,Mango财务报告,https://shop.mango.com,,
2023,Lands' End,30.0,%,40.0,%,30.0,%,55.0,%,9.0,%,Lands' End年度报告,https://www.landsend.com,,
2022,Revolve,38.0,%,33.0,%,29.0,%,40.0,%,5.0,%,Revolve季度报告,https://www.revolve.com,,
2021,Patagonia,42.0,%,28.0,%,30.0,%,61.0,%,18.0,%,Patagonia官网,https://www.patagonia.com,,
2023,Urban Outfitters,34.0,%,38.0,%,28.0,%,57.0,%,16.0,%,Urban Outfitters企业报告,https://www.urbanoutfitters.com,,
2022,Everlane,46.0,%,29.0,%,25.0,%,49.0,%,11.0,%,Everlane 财务报告,https://www.everlane.com,,
2021,Zara,30.0,%,50.0,%,20.0,%,55.0,%,12.0,%,Inditex年度报告,https://www.inditex.com,,
2022,H&M,26.0,%,54.0,%,20.0,%,50.0,%,10.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2023,Adidas,28.0,%,45.0,%,27.0,%,65.0,%,18.0,%,Adidas集团报告,https://www.adidas-group.com,,
2021,Mango,23.0,%,60.0,%,17.0,%,40.0,%,8.0,%,Mango财务摘要,https://www.mango.com,,
2023,Nike,35.0,%,50.0,%,15.0,%,55.0,%,10.0,%,Nike年度投资者报告,https://investors.nike.com,,
2022,Puma,27.5,%,48.5,%,24.0,%,60.0,%,15.5,%,Puma业务分析,https://about.puma.com,,
2023,Asics,20.0,%,55.0,%,25.0,%,50.0,%,10.5,%,Asics年度报告,https://www.asics.com,,
2021,快时尚公司,32.0,%,40.0,%,28.0,%,30.0,%,5.0,%,中国服装协会,http://www.cac.org.cn,,
2022,Lululemon,42.0,%,30.0,%,28.0,%,20.0,%,7.0,%,Lululemon投资者网站,https://investor.lululemon.com,,
2023,Levi's,35.0,%,40.0,%,25.0,%,35.0,%,11.0,%,Levi Strauss & Co.年报,https://www.levistrauss.com,,
2022,Abercrombie & Fitch,30.0,%,45.0,%,25.0,%,30.0,%,9.0,%,Abercrombie年度报告,https://www.abercrombie.com,,
2023,"AEO, Inc.",29.0,%,55.0,%,16.0,%,20.0,%,4.5,%,"AEO, Inc.财务报告",https://www.ae.com,,
2021,VF Corporation,27.0,%,50.0,%,23.0,%,60.0,%,14.0,%,VF Corporation年报,https://www.vfc.com,,
2022,Calvin Klein,33.0,%,40.0,%,27.0,%,35.0,%,5.0,%,Calvin Klein财务报告,https://www.calvinklein.com,,
2023,Forever 21,24.0,%,56.0,%,20.0,%,18.0,%,6.0,%,Forever 21年度分析,https://www.forever21.com,,
2021,Ocean Current,38.0,%,42.0,%,20.0,%,20.0,%,3.0,%,Ocean Current官方网站,http://www.oceancurrent.com,,
2022,Tommy Hilfiger,21.0,%,49.0,%,30.0,%,22.0,%,8.0,%,PVH Corp年度报告,https://www.pvh.com,,
2023,Mikihouse,32.5,%,50.5,%,17.0,%,45.0,%,11.0,%,Mikihouse官方网站,https://www.mikihouse.com,,
2023,Zara,30.0,%,50.0,%,20.0,%,55.0,%,8.5,%,Inditex年度报告,https://www.inditex.com,,
2022,H&M,28.0,%,45.0,%,27.0,%,60.0,%,10.0,%,H&M官方网站,https://hm.com,,
2021,Mango,20.0,%,70.0,%,10.0,%,50.0,%,5.0,%,Mango年度报告,https://shop.mango.com,,
2023,Adidas,35.0,%,50.0,%,15.0,%,40.0,%,12.0,%,Adidas年度报告,https://www.adidas.com,,
2020,Puma,22.0,%,60.0,%,18.0,%,32.0,%,7.0,%,Puma官方网站,https://www.puma.com,,
2022,Levi's,25.5,%,50.5,%,24.0,%,45.0,%,10.0,%,Levi's年度报告,https://www.levi.com,,
2023,Nike,40.0,%,40.0,%,20.0,%,55.0,%,10.5,%,Nike Investor Relations,https://investors.nike.com,,
2021,Superdry,20.0,%,70.0,%,10.0,%,70.0,%,6.5,%,Superdry年度报告,https://www.superdry.com,,
2022,Forever 21,15.0,%,65.0,%,20.0,%,30.0,%,4.0,%,Forever 21官方网站,https://www.forever21.com,,
2022,Marks & Spencer,33.0,%,44.5,%,22.5,%,50.0,%,9.0,%,M&S年度报告,https://www.marksandspencer.com,,
2023,ASOS,10.0,%,50.0,%,40.0,%,25.0,%,3.5,%,ASOS Investor Relations,https://www.asos.com,,
2021,Lululemon,60.0,%,30.0,%,10.0,%,20.0,%,1.5,%,Lululemon年度报告,https://shop.lululemon.com,,
2023,Bershka,27.0,%,58.0,%,15.0,%,48.0,%,11.0,%,Inditex Investor Relations,https://www.inditex.com,,
2022,Urban Outfitters,45.0,%,35.0,%,20.0,%,35.0,%,7.5,%,Urban Outfitters年度报告,https://www.urb outfitters.com,,
2023,Aritzia,38.0,%,32.0,%,30.0,%,63.0,%,9.0,%,Aritzia Investor Relations,https://www.aritzia.com,,
2023,COS,50.0,%,40.0,%,10.0,%,50.0,%,13.0,%,H&M集团报告,https://hmgroup.com,,
2021,American Eagle,20.0,%,55.0,%,25.0,%,40.0,%,8.0,%,American Eagle年度报告,https://www.aeo-inc.com,,
2023,Adidas,30.0,%,50.0,%,20.0,%,65.0,%,15.0,%,Adidas年度财报,https://www.adidas-group.com,,
2022,Zara,35.0,%,45.0,%,20.0,%,50.0,%,12.0,%,Inditex官方网站,https://www.inditex.com,,
2023,H&M,28.0,%,50.0,%,22.0,%,58.5,%,14.0,%,H&M官方网站,https://hm.com,,
2022,Nike,32.0,%,45.0,%,23.0,%,60.0,%,11.0,%,Nike企业网站,https://www.nike.com,,
2023,Lululemon,38.0,%,43.0,%,19.0,%,55.0,%,9.5,%,Lululemon投资者关系,https://investor.lululemon.com,,
2023,Puma,29.0,%,48.0,%,23.0,%,53.0,%,10.0,%,Puma年度报告,https://about.puma.com,,
2022,Everlane,40.0,%,35.0,%,25.0,%,20.0,%,5.0,%,Everlane公司网站,https://www.everlane.com,,
2022,Reformation,45.0,%,30.0,%,25.0,%,15.0,%,4.0,%,Reformation官方网站,https://www.thereformation.com,,
2023,ASOS,25.0,%,55.0,%,20.0,%,70.0,%,16.0,%,ASOS Investor Relations,https://www.asos.com,,
2021,Zalando,27.0,%,45.0,%,28.0,%,50.0,%,11.0,%,Zalando官方财报,https://www.zalando.com,,
2023,Boohoo,20.0,%,60.0,%,20.0,%,45.0,%,8.0,%,Boohoo集团信息,https://www.boohoo.com,,
2022,Nordstrom,36.0,%,42.0,%,22.0,%,58.0,%,9.0,%,Nordstrom官网,https://www.nordstrom.com,,
2023,Mango,33.0,%,47.0,%,20.0,%,65.0,%,10.5,%,Mango企业资料,https://shop.mango.com,,
2021,Tommy Hilfiger,30.0,%,40.0,%,30.0,%,55.0,%,13.0,%,PVH年度报告,https://www.pvh.com,,
2022,Guess,19.0,%,60.0,%,21.0,%,50.0,%,18.0,%,Guess官方网站,https://www.guess.com,,
2023,Old Navy,25.0,%,55.0,%,20.0,%,62.0,%,13.5,%,Gap Inc.官方网站,https://www.gapinc.com,,
2022,Aritzia,37.0,%,39.0,%,24.0,%,48.0,%,9.8,%,Aritzia年度报告,https://www.aritzia.com,,
2023,Fabletics,32.0,%,50.0,%,18.0,%,54.0,%,12.0,%,Fabletics官方统计,https://www.fabletics.com,,
2022,Zara,28.0,%,50.0,%,22.0,%,65.0,%,12.0,%,Inditex年度报告,https://www.inditex.com,,
2023,Forever 21,20.5,%,70.0,%,9.5,%,50.0,%,14.0,%,Fashion Retail Consortium,https://www.fashionretail.org,,
2023,H&M,27.0,%,55.0,%,18.0,%,48.0,%,11.0,%,H&M官网,https://hm.com,,
2022,Adidas,30.0,%,40.0,%,30.0,%,55.0,%,10.5,%,Adidas集团新闻发布,https://www.adidas-group.com,,
2021,Nike,35.0,%,45.0,%,20.0,%,70.0,%,12.5,%,Nike财务报告,https://investors.nike.com,,
2023,Puma,18.0,%,60.0,%,22.0,%,40.0,%,15.5,%,Puma官方新闻,https://about.puma.com,,
2022,Lululemon,40.0,%,30.0,%,30.0,%,52.0,%,8.0,%,Lululemon财务回顾,https://shop.lululemon.com,,
2021,Abercrombie & Fitch,30.5,%,55.5,%,14.0,%,47.0,%,9.0,%,Abercrombie官方新闻,https://www.abercrombie.com,,
2022,Mango,23.0,%,57.0,%,20.0,%,50.0,%,10.0,%,Mango网站,https://shop.mango.com,,
2023,Hollister,25.0,%,50.0,%,25.0,%,42.0,%,11.0,%,Abercrombie年报,https://www.hollisterco.com,,
2022,Levi's,28.0,%,45.0,%,27.0,%,60.0,%,13.0,%,Levi's官方报告,https://www.levistrauss.com,,
2023,Fendi,35.0,%,40.0,%,25.0,%,55.0,%,10.0,%,LVMH年度报告,https://www.lvmh.com,,
2021,Prada,37.0,%,38.0,%,25.0,%,62.0,%,9.0,%,Prada投资者关系,https://www.prada.com,,
2022,The North Face,45.0,%,35.0,%,20.0,%,48.0,%,15.0,%,愿景山海投资公司,https://www.thenorthface.com,,
2023,Under Armour,20.0,%,65.0,%,15.0,%,43.0,%,10.5,%,Under Armour年度总结,https://www.underarmour.com,,
2022,Sketchers,30.5,%,46.5,%,23.0,%,25.0,%,16.0,%,Sketchers官网,https://www.skechers.com,,
2023,Zara,28.0,%,55.0,%,17.0,%,50.0,%,8.5,%,Inditex年度报告,https://www.inditex.com,,
2022,H&M,30.0,%,40.0,%,30.0,%,42.0,%,10.0,%,H&M官方发布,https://hm.com,,
2023,Adidas,35.5,%,50.5,%,14.0,%,46.0,%,7.5,%,Adidas财务报告,https://www.adidas-group.com,,
2023,Nike,33.0,%,52.0,%,15.0,%,54.0,%,12.0,%,Nike年度成果报告,https://www.nike.com,,
2022,Mango,25.0,%,45.0,%,30.0,%,40.0,%,9.0,%,Mango集团,https://shop.mango.com,,
2023,Puma,37.0,%,48.0,%,15.0,%,38.0,%,6.5,%,Puma公司官网,https://about.puma.com,,
2022,Levi's,29.0,%,41.0,%,30.0,%,36.0,%,9.5,%,Levi Strauss & Co.,https://www.levistrauss.com,,
2023,Forever 21,20.0,%,55.0,%,25.0,%,30.0,%,5.0,%,Forever 21年度报告,https://www.forever21.com,,
2021,Hollister,26.5,%,50.0,%,23.5,%,44.0,%,11.0,%,Abercrombie & Fitch年度指南,https://www.abercrombie.com,,
2023,COS,32.0,%,52.0,%,16.0,%,58.0,%,13.0,%,H&M商业趋势研究,https://hm.com,,
2022,Urban Outfitters,27.5,%,45.5,%,27.0,%,41.0,%,3.5,%,Urban Outfitters财报,https://www.urbanoutfitters.com,,
2022,Tommy Hilfiger,34.0,%,46.0,%,20.0,%,48.0,%,14.0,%,PVH年度报告,https://www.pvh.com,,
2023,ASOS,29.0,%,42.0,%,29.0,%,34.0,%,7.0,%,ASOS年度报告,https://www.asos.com,,
2021,Nasty Gal,15.0,%,55.0,%,30.0,%,37.0,%,8.5,%,Nasty Gal财务细则,https://www.nastygal.com,,
2022,Balenciaga,40.0,%,36.0,%,24.0,%,35.0,%,5.0,%,Kering年度财报,https://kering.com,,
2023,Ralph Lauren,38.0,%,47.0,%,15.0,%,55.0,%,9.0,%,Ralph Lauren公司报告,https://www.ralphlauren.com,,
2023,Anthropologie,20.0,%,60.0,%,20.0,%,20.0,%,2.0,%,Anthropologie官方渠道,https://www.anthropologie.com,,
2021,Adidas,28.0,%,50.0,%,22.0,%,48.5,%,8.5,%,Adidas官网,https://adidas.com,,
2023,ZARA,33.0,%,43.0,%,24.0,%,67.0,%,15.0,%,Inditex财报,https://www.inditex.com,,
2022,Nike,45.0,%,30.0,%,25.0,%,40.0,%,10.0,%,Nike季度报告,https://nike.com,,
2022,Bershka,26.0,%,54.0,%,20.0,%,52.0,%,5.0,%,Zara集团报告,https://www.zara.com,,
2023,PUMA,30.0,%,40.0,%,30.0,%,38.0,%,7.0,%,PUMA官方网站,https://puma.com,,
2021,Forever 21,20.0,%,60.0,%,20.0,%,30.0,%,9.0,%,Forever 21官网,https://forever21.com,,
2022,H&M,29.0,%,44.0,%,27.0,%,72.0,%,14.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2023,Ralph Lauren,35.0,%,25.0,%,40.0,%,55.0,%,12.0,%,Ralph Lauren官网,https://ralphlauren.com,,
2023,Lululemon,50.0,%,20.0,%,30.0,%,60.0,%,6.0,%,Lululemon财报,https://lululemon.com,,
2022,Edc by Esprit,27.0,%,45.0,%,28.0,%,32.0,%,5.0,%,Esprit官网,https://esprit.com,,
2021,GAP Kids,22.0,%,58.0,%,20.0,%,40.0,%,9.0,%,GAP官方网站,https://gap.com,,
2022,Mango,24.0,%,50.0,%,26.0,%,50.0,%,8.0,%,Mango官网,https://shop.mango.com,,
2023,New Look,18.0,%,62.0,%,20.0,%,35.0,%,12.0,%,New Look官网,https://newlook.com,,
2023,COS,28.0,%,32.0,%,40.0,%,42.0,%,10.0,%,COS官网,https://cosstores.com,,
2022,Lands' End,37.0,%,33.0,%,30.0,%,47.0,%,11.0,%,Lands' End财报,https://landsend.com,,
2023,American Eagle Outfitters,31.0,%,29.0,%,40.0,%,41.0,%,9.0,%,AEO公司信息,https://ae.com,,
2023,Zara,28.0,%,50.0,%,22.0,%,70.0,%,15.0,%,Zara官方网站,https://www.zara.com,,
2022,H&M,23.5,%,56.5,%,20.0,%,65.0,%,8.0,%,H&M季度财报,https://hmgroup.com/investors/,,
2023,Forever 21,19.0,%,45.0,%,36.0,%,50.0,%,10.0,%,时尚商业快讯,https://fashionbusinessnews.com,,
2021,ASOS,30.5,%,50.0,%,19.5,%,40.0,%,5.0,%,ASOS年度报告,https://www.asos.com,,
2023,Reebok,26.0,%,34.0,%,40.0,%,75.0,%,20.0,%,运动品牌分析网,https://sportsbrandanalysis.com,,
2022,Lululemon,35.0,%,25.5,%,39.5,%,60.0,%,14.0,%,Lululemon官方网站,https://www.lululemon.com,,
2021,Puma,24.0,%,46.0,%,30.0,%,55.0,%,7.0,%,Puma投资者关系,https://about.puma.com,,
2024,Nike,33.0,%,44.0,%,23.0,%,65.0,%,12.0,%,Nike年度回顾,https://www.nike.com,,
2023,Adidas,20.0,%,50.0,%,30.0,%,55.0,%,10.0,%,Adidas官网,https://www.adidas.com,,
2022,Mango,27.5,%,45.0,%,27.5,%,70.0,%,18.0,%,Mango官方年度报告,https://mango.com,,
2024,Nike,32.0,%,40.0,%,28.0,%,60.0,%,20.0,%,Nike2024战略计划,https://www.nike.com,,
2021,Under Armour,23.5,%,42.5,%,34.0,%,50.0,%,5.0,%,Under Armour报告,https://about.underarmour.com,,
2023,Boohoo,18.0,%,40.0,%,42.0,%,45.0,%,8.0,%,Boohoo官方公告,https://www.boohoo.com,,
2024,Abercrombie & Fitch,25.0,%,30.0,%,45.0,%,50.0,%,11.0,%,Abercrombie & Fitch财务信息,https://www.abercrombie.com,,
2022,American Eagle Outfitters,29.5,%,46.5,%,24.0,%,65.0,%,9.0,%,American Eagle年度报告,https://www.aeo-inc.com,,
2024,Uniqlo,28.0,%,40.0,%,32.0,%,58.0,%,15.0,%,Uniqlo财务报告,https://www.uniqlo.com,,
2023,Madewell,21.0,%,49.0,%,30.0,%,55.0,%,10.0,%,Madewell官方公告,https://www.madwell.com,,
2023,Zara,28.5,%,50.0,%,21.5,%,45.0,%,11.0,%,Inditex年度报告,https://www.inditex.com,,
2022,H&M,30.0,%,50.0,%,20.0,%,55.0,%,13.0,%,H&M财务报告,https://hmgroup.com/investors/,,
2021,Forever 21,18.0,%,72.0,%,10.0,%,50.0,%,9.5,%,服装市场观察,https://www.fashionobserver.com,,
