年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-03,芒果TV,16,亿次,30.15,小时,5,部,5,部,芒果TV数据分析,https://www.mgtv.com/data,,
2024-04,腾讯视频,74,亿次,80.0,小时,60,部,58,部,中国网络视听节目服务,https://www.svt.gov.cn,,
2024-04,爱奇艺,85,亿次,55.3,小时,70,部,65,部,爱奇艺新闻稿,https://www.iqiyi.com/news,,
2024-02,腾讯视频,52,亿次,60.15,小时,30,部,30,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-02,爱奇艺,64,亿次,45.78,小时,37,部,34,部,泛娱乐研究院,https://www.fanyule.com,,
2024-02,优酷,45,亿次,47.58,小时,29,部,25,部,QuestMobile,https://www.questmobile.com,,
2024-02,芒果TV,20,亿次,30.2,小时,15,部,10,部,新榜,https://www.newrank.cn,,
2024-03,腾讯视频,70,亿次,65.0,小时,45,部,40,部,Facebook Research,https://www.facebook.com/research,,
2024-03,爱奇艺,80,亿次,50.5,小时,40,部,35,部,中国网,https://www.china.com.cn,,
2024-03,优酷,55,亿次,43.75,小时,32,部,30,部,南方周末,https://www.infzm.com,,
2024-03,芒果TV,25,亿次,35.45,小时,20,部,15,部,搜狐媒体,https://www.sohu.com,,
2024-04,腾讯视频,24,亿次,64.12,小时,20,部,20,部,新浪网,https://www.sina.com.cn,,
2024-04,爱奇艺,33,亿次,52.8,小时,50,部,30,部,知乎,https://www.zhihu.com,,
2024-02,腾讯视频,55,亿次,60.12,小时,30,部,30,部,骨朵数据,https://www.bone.data/p/2860619025025700,,
2024-02,爱奇艺,65,亿次,50.25,小时,36,部,36,部,艾瑞咨询,https://www.iresearch.com/p/202402,,
2024-03,优酷,46,亿次,43.11,小时,28,部,28,部,风云数据,https://www.fengyun.com/p/202403,,
2024-03,芒果TV,18,亿次,35.44,小时,15,部,15,部,企查查,https://www.qichacha.com/p/202403,,
2024-02,B站,37,亿次,48.29,小时,22,部,22,部,B站数据中心,https://www.bilibili.com/p/202402,,
2024-04,腾讯视频,70,亿次,55.67,小时,45,部,20,部,报告网,https://www.report.com/p/202404,,
2024-05,爱奇艺,75,亿次,57.55,小时,53,部,32,部,统计局,https://www.stats.gov.cn/p/202405,,
2024-05,优酷,34,亿次,44.67,小时,40,部,10,部,数据观察,https://www.dataguanghua.com/p/202405,,
2024-05,芒果TV,15,亿次,25.12,小时,14,部,12,部,网络舆情,https://www.wangluoyuqing.com/p/202405,,
2024-06,B站,80,亿次,61.45,小时,65,部,20,部,趋势分析,https://www.trendanalysis.com/p/202406,,
2024-02,腾讯视频,55,亿次,70.53,小时,30,部,20,部,艾瑞咨询,https://www.iresearch.com,,
2024-02,爱奇艺,65,亿次,38.22,小时,39,部,31,部,TalkingData,https://www.talkingdata.com,,
2024-02,优酷,44,亿次,48.75,小时,28,部,18,部,QuestMobile,https://www.questmobile.com.cn,,
2024-02,芒果TV,15,亿次,55.12,小时,10,部,5,部,易观智库,https://www.analysys.cn,,
2024-03,腾讯视频,22,亿次,64.51,小时,45,部,22,部,骨朵数据,https://www.36kr.com,,
2024-03,爱奇艺,29,亿次,46.3,小时,50,部,29,部,CICC,https://www.cicc.com,,
2024-03,优酷,34,亿次,39.12,小时,36,部,20,部,暴风数据,https://www.baofeng.com,,
2024-03,芒果TV,18,亿次,44.5,小时,12,部,8,部,数据报告中心,https://www.datacenter.com,,
2024-04,腾讯视频,42,亿次,60.0,小时,28,部,22,部,网络传播研究中心,https://www.networkresearch.com,,
2024-04,爱奇艺,52,亿次,37.45,小时,37,部,27,部,国家广播电视总局,https://www.nrta.gov.cn,,
2024-02,腾讯视频,52,亿次,60.15,小时,30,部,15,部,骨朵数据,https://www.bonedata.com/,,
2024-02,爱奇艺,65,亿次,45.6,小时,40,部,20,部,媒体报表,https://www.mediareports.com/,,
2024-02,优酷,42,亿次,50.12,小时,28,部,18,部,联合早报,https://www.zaobao.com/,,
2024-02,芒果TV,15,亿次,38.64,小时,10,部,5,部,骨朵数据,https://www.bonedata.com/,,
2024-03,腾讯视频,36,亿次,65.0,小时,50,部,25,部,腾讯云数据,https://cloud.tencent.com/,,
2024-03,爱奇艺,31,亿次,41.2,小时,45,部,38,部,爱奇艺用户调查,https://www.iqiyi.com/,,
2024-03,优酷,24,亿次,37.5,小时,35,部,20,部,优酷数据中心,https://www.youku.com/,,
2024-03,芒果TV,18,亿次,40.12,小时,15,部,10,部,芒果数据报告,https://www.mgtv.com/,,
2024-04,腾讯视频,58,亿次,66.45,小时,40,部,30,部,行业分析机构,https://www.hangye.com/,,
2024-04,爱奇艺,70,亿次,55.28,小时,50,部,35,部,网络流行趋势,https://www.trendingdata.com/,,
2024-02,腾讯视频,52,亿次,58.75,小时,28,部,22,部,骨朵数据,https://www.36kr.com,,
2024-02,爱奇艺,65,亿次,48.92,小时,31,部,30,部,数据观,https://data.example.com,,
2024-02,优酷,40,亿次,44.67,小时,20,部,15,部,艾媒咨询,https://www.iimedia.cn,,
2024-02,芒果TV,20,亿次,50.12,小时,10,部,10,部,51CTO,https://www.51cto.com,,
2024-03,腾讯视频,28,亿次,65.23,小时,30,部,20,部,骨朵数据,https://www.36kr.com,,
2024-03,爱奇艺,37,亿次,45.88,小时,55,部,25,部,数据观,https://data.example.com,,
2024-03,优酷,23,亿次,37.4,小时,33,部,12,部,艾媒咨询,https://www.iimedia.cn,,
2024-03,芒果TV,18,亿次,55.1,小时,9,部,8,部,51CTO,https://www.51cto.com,,
2024-04,腾讯视频,45,亿次,67.54,小时,50,部,22,部,数据观,https://data.example.com,,
2024-04,爱奇艺,30,亿次,53.22,小时,40,部,30,部,骨朵数据,https://www.36kr.com,,
2024-05,腾讯视频,52,亿次,63.12,小时,30,部,30,部,骨朵数据,https://www.36kr.com,,
2024-05,爱奇艺,65,亿次,45.88,小时,40,部,35,部,影视行业数据研究中心,https://www.yfzj.com,,
2024-05,优酷,45,亿次,50.2,小时,32,部,20,部,新媒体发展研究院,https://www.nmdhy.com,,
2024-05,芒果TV,22,亿次,41.7,小时,10,部,10,部,骨朵数据,https://www.36kr.com,,
2024-06,腾讯视频,70,亿次,80.0,小时,55,部,30,部,中国数字娱乐产业报告,http://www.cdeir.com,,
2024-06,爱奇艺,75,亿次,53.45,小时,45,部,25,部,国家广播电视总局,http://www.nrta.gov.cn,,
2024-06,优酷,35,亿次,49.3,小时,28,部,15,部,优酷数据中心,https://www.youku.com,,
2024-06,芒果TV,29,亿次,47.88,小时,12,部,11,部,芒果数据,https://www.mgtv.com,,
2024-07,腾讯视频,85,亿次,100.5,小时,70,部,60,部,腾讯视频研究中心,https://v.qq.com,,
2024-07,爱奇艺,90,亿次,55.2,小时,50,部,40,部,爱奇艺数据中心,https://www.iqiyi.com,,
2024-02,腾讯视频,62,亿次,68.45,小时,30,部,30,部,骨朵数据,https://www.36kr.com/,,
2024-02,爱奇艺,64,亿次,53.12,小时,40,部,35,部,艾瑞咨询,https://www.iresearch.com/,,
2024-02,优酷,45,亿次,60.55,小时,35,部,20,部,CNZZ数据,https://www.cnzz.com/,,
2024-02,芒果TV,18,亿次,35.48,小时,10,部,10,部,QuestMobile,https://www.questmobile.com/,,
2024-03,哔哩哔哩,50,亿次,45.88,小时,28,部,15,部,云视听大数据,https://www.yunshiting.com/,,
2024-03,腾讯视频,70,亿次,72.1,小时,45,部,40,部,DataEye,https://www.dataeye.com/,,
2024-03,爱奇艺,50,亿次,52.36,小时,60,部,25,部,TalkingData,https://www.talkingdata.com/,,
2024-03,优酷,39,亿次,38.22,小时,32,部,18,部,美满数据,https://www.meiman.com/,,
2024-04,芒果TV,15,亿次,44.15,小时,9,部,9,部,企鹅智库,https://www.qq.com/,,
2024-04,哔哩哔哩,22,亿次,29.78,小时,18,部,12,部,APP Annie,https://www.appannie.com/,,
2024-02,腾讯视频,55,亿次,64.12,小时,30,部,15,部,艾瑞咨询,https://www.iresearch.com,,
2024-02,爱奇艺,65,亿次,45.76,小时,41,部,36,部,QuestMobile,https://www.questmobile.com.cn,,
2024-02,优酷,42,亿次,38.56,小时,28,部,14,部,中国网络视听发展研究中心,https://www.cnaic.org/,,
2024-02,芒果TV,18,亿次,41.19,小时,10,部,5,部,艾瑞咨询,https://www.iresearch.com,,
2024-03,腾讯视频,34,亿次,58.91,小时,26,部,13,部,骨朵数据,https://www.36kr.com,,
2024-03,爱奇艺,70,亿次,52.45,小时,39,部,29,部,中国信息通信研究院,https://www.ccids.org.cn,,
2024-03,优酷,22,亿次,35.78,小时,31,部,10,部,广电总局,http://www.sapprft.gov.cn,,
2024-03,芒果TV,25,亿次,44.67,小时,12,部,8,部,道略,https://www.dolue.com,,
2024-04,腾讯视频,40,亿次,63.29,小时,50,部,30,部,行业研究报告,https://www.chinaindustryreport.com,,
2024-04,爱奇艺,80,亿次,54.22,小时,45,部,35,部,统计局,http://www.stats.gov.cn,,
2024-05,腾讯视频,54,亿次,48.35,小时,30,部,30,部,骨朵数据,https://www.techcrunch.com,,
2024-05,爱奇艺,65,亿次,55.18,小时,41,部,41,部,广电总局,https://www.china.com.cn,,
2024-05,优酷,45,亿次,37.0,小时,28,部,28,部,艾媒咨询,https://www.iimedia.cn,,
2024-05,芒果TV,20,亿次,45.4,小时,12,部,12,部,猫眼数据,https://www.maoyan.com,,
2024-06,腾讯视频,48,亿次,52.75,小时,36,部,36,部,骨朵数据,https://www.36kr.com,,
2024-06,爱奇艺,79,亿次,62.5,小时,38,部,38,部,广电总局,https://www.china.com.cn,,
2024-06,优酷,30,亿次,32.12,小时,20,部,20,部,艾媒咨询,https://www.iimedia.cn,,
2024-06,芒果TV,15,亿次,41.0,小时,8,部,8,部,猫眼数据,https://www.maoyan.com,,
2024-07,腾讯视频,66,亿次,53.45,小时,45,部,45,部,骨朵数据,https://www.36kr.com,,
2024-07,爱奇艺,80,亿次,66.2,小时,42,部,42,部,广电总局,https://www.china.com.cn,,
2024-03,腾讯视频,55,亿次,48.23,小时,30,部,30,部,艾媒咨询,https://www.iimedia.cn,,
2024-03,爱奇艺,65,亿次,50.15,小时,42,部,38,部,艾媒咨询,https://www.iimedia.cn,,
2024-03,优酷,34,亿次,45.67,小时,28,部,15,部,骨朵数据,https://www.36kr.com,,
2024-03,芒果TV,16,亿次,44.12,小时,10,部,9,部,数据洞察,https://www.datasmart.com,,
2024-05,腾讯视频,77,亿次,72.45,小时,41,部,40,部,网络电视台,https://www.tv.com,,
2024-05,爱奇艺,89,亿次,62.55,小时,66,部,60,部,爱奇艺官网,https://www.iqiyi.com,,
2024-05,优酷,41,亿次,52.83,小时,55,部,31,部,优酷官网,https://www.youku.com,,
2024-05,芒果TV,22,亿次,36.14,小时,20,部,20,部,芒果TV官网,https://www.mgtv.com,,
2024-06,腾讯视频,65,亿次,70.12,小时,50,部,48,部,统计局数据,https://www.stats.gov.cn,,
2024-06,爱奇艺,74,亿次,54.68,小时,70,部,66,部,中国电影数据,https://www.filmdata.cn,,
2024-02,腾讯视频,52,亿次,60.45,小时,30,部,30,部,骨朵数据,https://www.36kr.com,,
2024-02,爱奇艺,65,亿次,43.12,小时,36,部,36,部,国家广播电视总局,http://www.gapp.gov.cn,,
2024-02,优酷,41,亿次,49.72,小时,28,部,28,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-02,芒果TV,15,亿次,45.23,小时,10,部,10,部,猫眼数据,https://www.maoyan.com,,
2024-03,腾讯视频,38,亿次,55.6,小时,48,部,20,部,骨朵数据,https://www.36kr.com,,
2024-03,爱奇艺,70,亿次,50.45,小时,40,部,40,部,QuestMobile,https://www.questmobile.com,,
2024-03,优酷,25,亿次,37.9,小时,22,部,12,部,易观智库,http://www.analysys.cn,,
2024-03,芒果TV,19,亿次,41.15,小时,8,部,8,部,骨朵数据,https://www.36kr.com,,
2024-04,腾讯视频,28,亿次,64.2,小时,32,部,19,部,国家广播电视总局,http://www.gapp.gov.cn,,
2024-04,爱奇艺,34,亿次,48.95,小时,55,部,34,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-01,Netflix,75,亿次,66.75,小时,35,部,30,部,Statista,https://www.statista.com,,
2024-02,优酷,45,亿次,50.12,小时,29,部,23,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-02,哔哩哔哩,22,亿次,23.45,小时,15,部,10,部,骨朵数据,https://www.guoduodata.com,,
2024-03,腾讯视频,68,亿次,55.6,小时,46,部,28,部,易观智库,https://www.analysys.com,,
2024-03,爱奇艺,63,亿次,48.3,小时,50,部,40,部,QuestMobile,https://www.questmobile.com.cn,,
2024-04,芒果TV,34,亿次,33.2,小时,20,部,18,部,微博数据,https://www.weibo.com,,
2024-04,Netflix,82,亿次,75.25,小时,45,部,30,部,Nielsen,https://www.nielsen.com,,
2024-05,爱奇艺,70,亿次,54.5,小时,60,部,30,部,致信网,https://www.zx.com,,
2024-05,优酷,32,亿次,38.9,小时,22,部,15,部,中文科技网,https://www.cw.com.cn,,
2024-06,腾讯视频,80,亿次,68.15,小时,35,部,32,部,中兴数据,https://www.zte.com.cn,,
2024-02,腾讯视频,52,亿次,58.12,小时,29,部,29,部,骨朵数据,https://www.36kr.com,,
2024-02,爱奇艺,62,亿次,45.24,小时,36,部,32,部,天眼查,https://www.tianyancha.com,,
2024-02,优酷,40,亿次,37.91,小时,30,部,27,部,阿斯达克,https://www.asdake.com,,
2024-02,芒果TV,15,亿次,40.5,小时,10,部,9,部,新京报,https://www.bjnews.com.cn,,
2024-03,腾讯视频,28,亿次,65.2,小时,50,部,22,部,凤凰网,https://www.ifeng.com,,
2024-03,爱奇艺,31,亿次,50.75,小时,63,部,30,部,网易娱乐,https://ent.163.com,,
2024-03,优酷,22,亿次,45.5,小时,31,部,18,部,新浪娱乐,https://ent.sina.com.cn,,
2024-03,芒果TV,18,亿次,43.24,小时,9,部,8,部,搜狐视频,https://tv.sohu.com,,
2024-04,腾讯视频,35,亿次,70.5,小时,60,部,30,部,中国网,https://www.china.com.cn,,
2024-04,爱奇艺,45,亿次,55.0,小时,50,部,45,部,参考消息,https://www.cankaoxiaoxi.com,,
2024-02,腾讯视频,55,亿次,64.12,小时,30,部,30,部,艾媒咨询,https://www.iimedia.cn,,
2024-02,爱奇艺,65,亿次,48.48,小时,40,部,35,部,骨朵数据,https://www.36kr.com,,
2024-02,优酷,45,亿次,50.31,小时,28,部,22,部,抖音数据,https://www.douyin.com,,
2024-02,芒果TV,18,亿次,39.89,小时,15,部,10,部,AskCI,https://www.askci.com,,
2024-03,腾讯视频,70,亿次,72.4,小时,52,部,50,部,沙利文,https://www.springer.com,,
2024-03,爱奇艺,50,亿次,46.75,小时,36,部,30,部,智库数据,https://www.zhisuda.com,,
2024-03,优酷,29,亿次,53.16,小时,25,部,20,部,普华永道,https://www.pwc.com,,
2024-03,芒果TV,22,亿次,45.97,小时,12,部,12,部,企鹅智库,https://www.qq.com,,
2024-05,腾讯视频,78,亿次,80.5,小时,60,部,58,部,中国互联网网,https://www.cnnic.cn,,
2024-05,爱奇艺,82,亿次,60.75,小时,55,部,53,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-02,腾讯视频,55,亿次,50.12,小时,40,部,20,部,骨朵数据,https://www.bone-data.com,,
2024-02,爱奇艺,68,亿次,45.22,小时,50,部,30,部,易观国际,https://www.analysys.cn,,
2024-02,优酷,34,亿次,44.17,小时,22,部,12,部,中国互联网信息中心,https://www.cnnic.cn,,
2024-03,芒果TV,15,亿次,37.6,小时,10,部,5,部,QuestMobile,https://www.questmobile.com,,
2024-03,Bilibili,29,亿次,30.5,小时,18,部,8,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-03,腾讯视频,77,亿次,53.47,小时,65,部,40,部,CNNIC,https://www.cnnic.cn,,
2024-04,爱奇艺,70,亿次,48.88,小时,60,部,35,部,风云数据,https://www.fengyun.com,,
2024-04,优酷,45,亿次,40.23,小时,35,部,25,部,智研咨询,https://www.zhiyan.org,,
2024-04,芒果TV,20,亿次,60.0,小时,12,部,6,部,Surging News,https://www.thepaper.cn,,
2024-04,Bilibili,25,亿次,28.55,小时,20,部,10,部,数据君,https://www.shujujun.com,,
2024-02,腾讯视频,52,亿次,58.45,小时,30,部,30,部,艾瑞咨询,https://www.iresearch.com/,,
2024-02,爱奇艺,62,亿次,44.73,小时,40,部,40,部,思美传媒,https://www.sme.com.cn/,,
2024-02,优酷,41,亿次,38.75,小时,27,部,27,部,云合数据,https://www.yunhedata.com/,,
2024-02,芒果TV,15,亿次,41.0,小时,10,部,10,部,骨朵数据,https://www.36kr.com/,,
2024-03,腾讯视频,66,亿次,65.4,小时,45,部,22,部,艾瑞咨询,https://www.iresearch.com/,,
2024-03,爱奇艺,75,亿次,55.2,小时,70,部,45,部,思美传媒,https://www.sme.com.cn/,,
2024-03,优酷,33,亿次,36.9,小时,30,部,15,部,云合数据,https://www.yunhedata.com/,,
2024-03,芒果TV,18,亿次,43.5,小时,12,部,8,部,骨朵数据,https://www.36kr.com/,,
2024-04,腾讯视频,90,亿次,70.0,小时,50,部,25,部,艾瑞咨询,https://www.iresearch.com/,,
2024-04,爱奇艺,80,亿次,60.0,小时,65,部,30,部,思美传媒,https://www.sme.com.cn/,,
2024-01,优酷,52,亿次,43.25,小时,30,部,15,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-03,爱奇艺,65,亿次,57.89,小时,42,部,12,部,QuestMobile,https://www.questmobile.com.cn,,
2024-02,腾讯视频,74,亿次,65.41,小时,29,部,29,部,MobData,https://www.mobdata.com,,
2024-04,芒果TV,18,亿次,38.2,小时,10,部,10,部,中投在线,https://www.china-investment.com,,
2024-01,B站,11,亿次,25.67,小时,5,部,5,部,Youku数据,https://www.youku.com,,
2024-03,腾讯视频,88,亿次,70.54,小时,45,部,22,部,艾媒咨询,https://www.iimedia.cn,,
2024-02,爱奇艺,73,亿次,53.12,小时,40,部,20,部,数据资讯网,https://www.data100.com,,
2024-05,优酷,38,亿次,48.33,小时,32,部,18,部,网易数据,https://www.163.com/data,,
2024-04,芒果TV,15,亿次,32.45,小时,8,部,7,部,酷雾数据,https://www.cooldata.com,,
2024-06,B站,25,亿次,36.88,小时,12,部,12,部,直播观察网,https://www.livewatch.com,,
2024-02,腾讯视频,52,亿次,60.12,小时,30,部,15,部,艾瑞咨询,https://www.iresearch.com,,
2024-02,爱奇艺,63,亿次,44.28,小时,29,部,14,部,QuestMobile,https://www.questmobile.com.cn,,
2024-03,优酷,40,亿次,38.15,小时,32,部,18,部,TalkingData,https://www.talkingdata.com,,
2024-03,芒果TV,15,亿次,39.54,小时,9,部,5,部,坊间数据,https://www.bjdata.com,,
2024-02,Bilibili,25,亿次,52.47,小时,23,部,10,部,爱分析,https://www.analysys.cn,,
2024-04,腾讯视频,35,亿次,48.75,小时,40,部,21,部,万维网,https://www.cnet.com,,
2024-04,爱奇艺,31,亿次,50.9,小时,35,部,20,部,用户反馈,https://www.userfeedback.com,,
2024-05,优酷,29,亿次,41.8,小时,36,部,22,部,行业报告,https://www.industryreport.com,,
2024-05,Bilibili,22,亿次,45.6,小时,28,部,15,部,媒体监测,https://www.mediamonitoring.com,,
2024-02,腾讯视频,55,亿次,63.45,小时,22,部,22,部,骨朵数据,https://www.36kr.com,,
2024-02,爱奇艺,70,亿次,50.0,小时,30,部,30,部,DataEye,https://www.dataeye.com,,
2024-02,优酷,40,亿次,45.25,小时,29,部,15,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-02,芒果TV,25,亿次,43.67,小时,15,部,10,部,PPTV数据,https://www.pptv.com,,
2024-03,腾讯视频,62,亿次,70.12,小时,28,部,28,部,新浪娱乐,https://ent.sina.com.cn,,
2024-03,爱奇艺,88,亿次,60.11,小时,40,部,35,部,网易娱乐,https://ent.163.com,,
2024-03,优酷,45,亿次,37.45,小时,25,部,20,部,搜狐视频,https://www.sohu.com,,
2024-03,芒果TV,30,亿次,44.33,小时,11,部,8,部,电视猫数据,https://www.tvmao.com,,
2024-04,腾讯视频,78,亿次,80.67,小时,50,部,45,部,前瞻网,https://www.qianzhan.com,,
2024-04,爱奇艺,95,亿次,72.55,小时,52,部,50,部,亿欧网,https://www.iyiou.com,,
2024-05,腾讯视频,52,亿次,60.45,小时,30,部,29,部,骨朵数据,https://www.example.com,,
2024-05,爱奇艺,66,亿次,48.75,小时,37,部,35,部,鲸传媒,https://www.jingmedia.com,,
2024-05,优酷,30,亿次,56.22,小时,40,部,30,部,虎嗅网,https://www.huxiu.com,,
2024-05,芒果TV,15,亿次,43.88,小时,10,部,8,部,凤凰网,https://www.ifeng.com,,
2024-06,腾讯视频,58,亿次,50.15,小时,28,部,27,部,新浪科技,https://tech.sina.com.cn,,
2024-06,爱奇艺,72,亿次,45.67,小时,45,部,42,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-06,优酷,22,亿次,39.5,小时,33,部,20,部,搜狐视频,https://www.sohu.com,,
2024-06,芒果TV,18,亿次,50.24,小时,12,部,9,部,今日头条,https://www.toutiao.com,,
2024-07,腾讯视频,64,亿次,52.5,小时,35,部,32,部,华尔街见闻,https://wallstreetcn.com,,
2024-07,爱奇艺,80,亿次,49.99,小时,50,部,48,部,数据猿,https://www.datayuan.com,,
2024-01,腾讯视频,52,亿次,60.45,小时,30,部,30,部,艾媒咨询,https://www.iimedia.cn/,,
2024-02,优酷,45,亿次,51.72,小时,28,部,21,部,TalkingData,https://www.talkingdata.com/,,
2024-02,爱奇艺,61,亿次,42.15,小时,35,部,35,部,分析通,https://www.fenxi.tong/,,
2024-02,芒果TV,15,亿次,38.22,小时,10,部,10,部,市场研究中心,https://www.marketresearch.com/,,
2024-03,腾讯视频,30,亿次,43.89,小时,20,部,20,部,QuestMobile,https://www.questmobile.com/,,
2024-03,爱奇艺,55,亿次,48.75,小时,40,部,30,部,艾媒咨询,https://www.iimedia.cn/,,
2024-03,优酷,22,亿次,35.1,小时,13,部,10,部,百度指数,https://index.baidu.com/,,
2024-04,芒果TV,20,亿次,37.85,小时,15,部,10,部,易观,https://www.enjoy.com/,,
2024-04,腾讯视频,35,亿次,58.9,小时,45,部,20,部,Gosnap,https://www.gosnap.com/,,
2024-04,爱奇艺,70,亿次,54.0,小时,72,部,48,部,直播云,https://www.zhibo.com/,,
2024-05,腾讯视频,55,亿次,48.57,小时,40,部,20,部,骨朵数据,https://www.36kr.com/,,
2024-05,爱奇艺,62,亿次,50.45,小时,30,部,28,部,数据合作伙伴,https://www.iqiyi.com/,,
2024-05,优酷,45,亿次,37.5,小时,35,部,15,部,优酷大数据,https://www.youku.com/,,
2024-05,芒果TV,24,亿次,45.22,小时,10,部,8,部,芒果数据研究,https://www.mgtv.com/,,
2024-06,腾讯视频,58,亿次,63.9,小时,50,部,30,部,骨朵数据,https://www.36kr.com/,,
2024-06,爱奇艺,73,亿次,42.67,小时,45,部,35,部,爱奇艺数据中心,https://www.iqiyi.com/,,
2024-06,优酷,39,亿次,40.5,小时,28,部,12,部,优酷数据分析,https://www.youku.com/,,
2024-06,芒果TV,29,亿次,38.21,小时,15,部,9,部,芒果数据分析,https://www.mgtv.com/,,
2024-07,腾讯视频,76,亿次,83.14,小时,60,部,40,部,骨朵数据,https://www.36kr.com/,,
2024-07,爱奇艺,88,亿次,49.05,小时,65,部,50,部,爱奇艺市场分析,https://www.iqiyi.com/,,
