日期,剧名,播放平台,所属单位,播放次数,单位,播放时长,单位.1,是否网剧,采集来源,来源链接,采集时间,备注
2023-11-09,陌生的地铁,爱奇艺,爱奇艺公司,46.88,亿次,1500,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-04-22,骑士的荣耀,优酷、爱奇艺,北京华文时代文化传媒,30.22,亿次,1100,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2023-08-10,往日情怀,腾讯视频,完美世界影视,34.5,亿次,1250,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-08-15,空中的旅人,优酷、爱奇艺,新丽传媒,18.9,亿次,720,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-09-20,姻缘天注定,腾讯视频,搜狐娱乐,22.76,亿次,950,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-01-30,勇气之心,爱奇艺、优酷,北京微影时代科技有限公司,28.4,亿次,1340,分钟,是,豆瓣,https://movie.douban.com/,,
2024-02-20,爱情公寓, 腾讯视频,上海影视传媒,12.34,亿次,620,分钟,是,网络流媒体平台,https://www.qiTV.com/,,
2024-06-18,智能时代,优酷、爱奇艺,东方明珠新媒体股份有限公司,43.59,亿次,1580,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-12-01,爱的代价,新浪视频、优酷,乐视网,17.92,亿次,920,分钟,是,网络视频平台,https://www.sina.com.cn/,,
2024-02-05,致命诱惑,腾讯视频、爱奇艺,光线传媒,35.88,亿次,1120,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-07-15,新世纪的约定,优酷,北京新影集团,21.5,亿次,825,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-05-01,冬日暖阳,优酷、爱奇艺,盛世影业,26.4,亿次,1450,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-01-12,灵魂伴侣,腾讯视频、优酷,智慧影业,39.55,亿次,1355,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-04-10,未来都市,腾讯视频,腾讯公司,30.12,亿次,1500,分钟,是,影视数据中心,https://www.filmdatahub.com/,,
2024-06-01,逆转未来,优酷、爱奇艺,爱奇艺公司、优酷信息技术（北京）有限公司,27.5,亿次,1105,分钟,是,新媒体研究中心,https://www.newmediaresearch.com/,,
2024-08-15,太空探索,爱奇艺、腾讯视频,华视传媒有限公司,19.22,亿次,1350,分钟,是,网络影视数据,https://www.networkfilmdata.com/,,
2024-09-05,人类的边界,优酷,优酷信息技术（北京）有限公司,31.45,亿次,1425,分钟,是,影视统计报告,https://www.filmreporting.com/,,
2024-03-18,超能力者,爱奇艺、优酷,新影轮科技,45.89,亿次,1700,分钟,是,影像数据网络,https://www.imagedata.net/,,
2023-12-22,古代秘事,腾讯视频,完美世界影视,28.76,亿次,980,分钟,是,影视数据分析平台,https://www.filmanalysis.com/,,
2024-03-15,归属,爱奇艺、央8,东阳美拉传媒有限公司,22.18,亿次,1250,分钟,是,中国影视观察,https://www.chinafilmwatch.com/,,
2023-11-05,生命的静谧,腾讯视频、优酷,小马奔腾影业,34.9,亿次,1100,分钟,是,影视趋势观察,https://www.filmtrends.com/,,
2023-10-15,平行时空,爱奇艺,新奇迹传媒,23.54,亿次,1450,分钟,是,互联网影视数据,https://www.internetfilmdata.com/,,
2024-01-25,无限可能,优酷、腾讯视频,光影传媒,36.77,亿次,1550,分钟,是,影视数据监测,https://www.filmmetering.com/,,
2024-02-14,短篇故事集,爱奇艺,爱奇艺公司,12.34,亿次,720,分钟,是,数据影视平台,https://www.datamovie.com/,,
2023-06-10,奇幻旅程,优酷、腾讯视频,完美世界影视,29.9,亿次,1340,分钟,是,新媒体动态,https://www.newmediadynamics.com/,,
2023-08-25,梦回大唐,爱奇艺、腾讯视频,华影文化传播,17.8,亿次,840,分钟,是,影视在线,https://www.filmonline.net/,,
2023-09-15,数字危机,优酷,优酷信息技术（北京）有限公司,38.49,亿次,1580,分钟,是,影视数据平台,https://www.filmdatahub.com/,,
2024-05-30,新世界,腾讯视频、爱奇艺,新励传媒,20.99,亿次,1230,分钟,是,影视市场洞察,https://www.filmmarketinsight.com/,,
2024-07-20,人工智能,爱奇艺、央8,北京未来影业,42.1,亿次,1480,分钟,是,影视趋势分析,https://www.filmtrendanalysis.com/,,
2024-04-20,猎鸮行动,优酷,北京启迪文化传媒科技有限公司,16.54,亿次,880,分钟,是,影视数据更新,https://www.filmdataupdate.com/,,
2023-12-01,浮世绘,爱奇艺、Netflix,华策影视,40.15,亿次,1500,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-04-12,愿望之树,腾讯视频、优酷,阿里影业,15.6,亿次,720,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-01-25,现实与幻想,爱奇艺,百度视频,30.75,亿次,1800,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-05-05,青春旋律,优酷、腾讯视频,北京世纪伙伴文化,26.3,亿次,1200,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-11-22,梦境踏访,爱奇艺、央8,中视传媒,33.8,亿次,950,分钟,是,豆瓣,https://movie.douban.com/,,
2023-10-15,最后的对话,腾讯视频,光线传媒,20.4,亿次,1050,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-06-10,神秘海域,爱奇艺,和情剧制,50.5,亿次,1350,分钟,是,猫眼电影,https://maoyan.com/,,
2024-02-15,代码风暴,优酷、Netflix,芒果TV,18.22,亿次,800,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-09-18,时光旅者,欢乐传媒,上海文广新闻传媒集团,29.9,亿次,1320,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-03-30,梦回千年,腾讯视频、优酷,北京文化,39.7,亿次,1440,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-12-15,无界之旅,爱奇艺,阿里影业,48.9,亿次,1550,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-08-20,黑暗中的光,腾讯视频、优酷,华夏影视,25.6,亿次,1100,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-01-12,时空交错,爱奇艺,腾讯公司,31.4,亿次,1650,分钟,是,豆瓣,https://movie.douban.com/,,
2024-02-20,年代风云,优酷、爱奇艺,光线传媒,43.1,亿次,1490,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-05-25,追梦人,优酷,大盛国际,22.9,亿次,970,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-03-01,光影时代,爱奇艺、央8,创新影视,35.2,亿次,1200,分钟,是,猫眼电影,https://maoyan.com/,,
2024-01-10,超越之境,优酷、爱奇艺,阿里影业,18.5,亿次,720,分钟,是,影视信息平台,https://www.tv-data.com/,,
2024-06-15,追龙,腾讯视频,华视传媒,45.2,亿次,1300,分钟,是,新新影视,https://www.newcinema.com/,,
2023-12-20,影像幻境,爱奇艺、哔哩哔哩,影时科技,12.67,亿次,950,分钟,是,大数据传媒,https://www.databroadcast.com/,,
2024-04-30,浮世绘,优酷、腾讯视频,三十光影,28.9,亿次,1060,分钟,是,影视数据库,https://www.mediadb.com/,,
2023-10-15,星际漫游,优酷,天宇影视,35.4,亿次,1320,分钟,是,影视分析平台,https://www.filmanalytics.com/,,
2024-02-14,梦旅人,爱奇艺,若水文化,42.1,亿次,1440,分钟,是,数字娱乐数据,https://www.digimedia.com/,,
2024-03-05,幻影追击,腾讯视频,光明影业,20.5,亿次,950,分钟,是,影视动态研究,https://www.cinemastatistics.com/,,
2024-05-22,时光之轮,优酷、哔哩哔哩,水晶影业,9.2,亿次,830,分钟,是,网络剧集数据,https://www.seriesdata.com/,,
2024-08-10,岁月的回响,爱奇艺、腾讯视频,未来影业,29.34,亿次,1185,分钟,是,娱乐数据分析,https://www.entertainmentdata.com/,,
2024-09-15,神秘嘉宾,优酷、爱奇艺,光环传媒,33.5,亿次,1210,分钟,是,影视研究中心,https://www.filmresearchcenter.com/,,
2024-01-20,逃离现实,腾讯视频,文艺创作中心,8.75,亿次,670,分钟,是,在线数据平台,https://www.onlinedatacenter.com/,,
2024-02-02,重生空间,爱奇艺，优酷,多维电影,26.8,亿次,1390,分钟,是,系列剧研究所,https://www.seriesinstitute.com/,,
2023-11-22,电波时光,优酷、腾讯视频,环宇影视,12.1,亿次,520,分钟,是,媒体观察,https://www.mediawatch.com/,,
2024-04-05,跨越边界,腾讯视频,海洋视界,50.6,亿次,1450,分钟,是,影音追踪,https://www.audiovisualtracking.com/,,
2024-08-20,烈火青春,优酷、哔哩哔哩,潮流娱乐,31.3,亿次,1215,分钟,是,潮流报道,https://www.trendreport.com/,,
2024-09-01,异世界,爱奇艺、腾讯视频,未来影视,44.9,亿次,1305,分钟,是,网络动态,https://www.networktrend.com/,,
2024-06-22,假面骑士,优酷、爱奇艺,新星科技,22.8,亿次,840,分钟,是,视频分析平台,https://www.videoanalysis.com/,,
2024-01-15,未来的回声,优酷,北京华视影视科技有限公司,33.2,亿次,1450,分钟,是,影视数据中心,https://www.yingshizhongxin.com/,,
2024-04-05,天空之城,腾讯视频、爱奇艺,华策影视,41.3,亿次,1220,分钟,是,网络影视数据库,https://www.wangluoyingshi.com/,,
2023-12-20,追梦旅程,爱奇艺,小马奔腾影业,29.6,亿次,800,分钟,是,中国影视网,https://www.chinayingshi.com/,,
2024-02-10,未知的可能,优酷、腾讯视频、爱奇艺,腾讯公司,25.5,亿次,1100,分钟,是,社会文化研究院,https://www.shehuishenlun.com/,,
2024-05-25,百年孤寂,优酷,盛世骄阳影视,18.2,亿次,760,分钟,是,影视评论集团,https://www.yingshipinglun.com/,,
2023-11-30,今天的你，明天的我,腾讯视频,晨星影视,35.75,亿次,1500,分钟,是,中国网络文化,https://www.zhongguowangluowenhua.com/,,
2024-06-15,旅途探索,爱奇艺、云视界,云视界娱乐,15.5,亿次,900,分钟,是,影视数据网,https://www.yingshidata.com/,,
2024-03-01,在一起,优酷,星云传媒,50.1,亿次,1350,分钟,是,娱乐市场分析,https://www.yulemarketanalysis.com/,,
2023-12-01,光与影,腾讯视频、优酷,传奇影业,48.0,亿次,1800,分钟,是,娱乐产业观察,https://www.yulechanyeguanzhu.com/,,
2024-07-10,合约风云,爱奇艺,悦合影视,20.9,亿次,1000,分钟,是,中国传媒大学,https://www.cuc.edu.cn/,,
2024-03-15,分手的理由,腾讯视频,星辰影视,60.3,亿次,1400,分钟,是,社会文化报告,https://www.shehuikexue.com/,,
2023-09-01,无尽夏日,爱奇艺,阳光影视,37.1,亿次,1210,分钟,是,行业趋势汇报,https://www.hangyetrends.com/,,
2023-08-05,岁月如歌,优酷、腾讯视频,新时代影业,28.4,亿次,760,分钟,是,电影市场分析,https://www.movieanalysismarket.com/,,
2024-06-20,重生之路,爱奇艺,新纪元影业,22.3,亿次,1450,分钟,是,影视论坛,https://www.yingshiluntan.com/,,
2024-08-15,彼方的光辉,腾讯视频,拂晓影视,24.8,亿次,980,分钟,是,流行文化研究,https://www.liuxingwenhuashi.com/,,
2024-05-01,心中的秘密,优酷、爱奇艺,全景影业,36.5,亿次,1125,分钟,是,娱乐前瞻,https://www.yuleqianzhan.com/,,
2023-07-15,逆光飞翔,腾讯视频、优酷,梦工厂影业,30.2,亿次,800,分钟,是,行业洞察,https://www.hangye洞察.com/,,
2024-04-15,未来之战,腾讯视频、爱奇艺,未来影视科技,15.67,亿次,1200,分钟,是,影视数据分析,https://www.yingshijizhi.com/,,
2024-06-10,光明女神,爱奇艺、优酷,光影梦想传媒,45.23,亿次,1550,分钟,是,影视报告中心,https://www.yingshibao.com/,,
2024-09-12,逆袭人生,腾讯视频,华夏新媒体,28.45,亿次,1300,分钟,是,新媒体娱乐,https://www.newmedia-cn.com/,,
2023-12-20,爱情不等式,优酷,世纪青蓝影视,17.89,亿次,780,分钟,是,影视趋势,https://trends.yingshi.com/,,
2024-01-22,侠客行,腾讯视频、阿里影业,金色年华文化,52.67,亿次,1450,分钟,是,影院在线,https://www.yingxiao.com/,,
2024-03-05,迷失在都市,爱奇艺,城市光影传媒,39.83,亿次,1100,分钟,是,数据监测平台,https://www.zhubo.ying.com/,,
2024-05-30,东风破,优酷、腾讯视频,风云影视传媒,30.4,亿次,1290,分钟,是,行业分析报告,https://www.industryreport.com/,,
2023-11-20,时间的印记,爱奇艺、优酷,时光影视文化,26.97,亿次,980,分钟,是,影视档案网,https://www.yingshidang'an.com/,,
2024-08-01,暗影追踪,腾讯视频,神秘数字影视,36.15,亿次,1500,分钟,是,影视数据库,https://www.yingshishujuku.com/,,
2024-02-05,家族荣光,爱奇艺,史诗传媒,23.8,亿次,1180,分钟,是,传媒视野,https://www.chuanmei.com/,,
2024-06-25,我的家乡,优酷、搜狐视频,乡愁影视,12.29,亿次,720,分钟,是,地域影视数据,https://www.yuandi.com/,,
2023-10-10,破晓时分,腾讯视频,晨曦文化,33.55,亿次,1400,分钟,是,影视关注,https://www.yingshiguanzhu.com/,,
2024-07-15,心灵火花,爱奇艺、优酷、腾讯视频,灵感影视,19.01,亿次,850,分钟,是,影视统计,https://www.statisticfilms.com/,,
2024-01-10,猎梦者,优酷、腾讯视频,梦想影视科技,26.18,亿次,1250,分钟,是,趋势监测平台,https://www.trendwatch.com/,,
2023-09-05,狂热时代,爱奇艺、搜狐视频,全球影业,44.44,亿次,1550,分钟,是,影视舆情中心,https://www.mediaopinion.com/,,
2024-03-28,梦游仙境,腾讯视频,奇幻梦境影业,15.8,亿次,900,分钟,是,市场研究报告,https://www.marketresearch.com/,,
2023-12-12,彼岸花,优酷、爱奇艺,花影传媒,21.75,亿次,1150,分钟,是,影视数据中心,https://www.filmdatacenter.com/,,
2024-01-10,边缘交错,优酷、爱奇艺,优酷信息技术（北京）有限公司、爱奇艺公司,10.5,亿次,750,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-03-22,永恒之路,腾讯视频,腾讯公司,15.3,亿次,980,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-04-17,隐匿的光,优酷、爱奇艺,优酷信息技术（北京）有限公司、爱奇艺公司,40.1,亿次,1280,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-05-14,魔法使者,腾讯视频,完美世界影视,29.4,亿次,1450,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-12-25,天途,爱奇艺,爱奇艺公司,33.5,亿次,1000,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-11-30,永不放弃,爱奇艺、央8,企画影视,18.7,亿次,780,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-06-05,星际穿越,腾讯视频,腾讯公司,22.9,亿次,1300,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-07-01,爱与隔离,优酷、爱奇艺,优酷信息技术（北京）有限公司、爱奇艺公司,38.2,亿次,1120,分钟,是,豆瓣,https://movie.douban.com/,,
2023-10-15,风中传奇,爱奇艺,华谊兄弟,12.4,亿次,820,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-02-02,追梦赤子心,优酷、腾讯视频,完美世界影视,26.8,亿次,1450,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-09-15,游戏幻影,优酷、爱奇艺,奇迹传媒,24.3,亿次,950,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-08-12,秘境探险,腾讯视频、央8,新视界传媒,15.7,亿次,780,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-11-20,怀疑游戏,爱奇艺,大象影视,34.0,亿次,1250,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-09-05,王者之路,爱奇艺、腾讯视频,华策影视,20.4,亿次,960,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-10-10,夜空之下,优酷,星辰兄弟,42.3,亿次,1150,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-12-30,星际密探,腾讯视频、爱奇艺,银河传媒,28.7,亿次,890,分钟,是,豆瓣,https://movie.douban.com/,,
2024-11-18,进化者,优酷、腾讯视频,新视界传媒,11.1,亿次,840,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-04-15,夜幕下的谍影,腾讯视频、爱奇艺,华策影视,38.2,亿次,1080,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-10,极限挑战,优酷,天津卫视,15.0,亿次,900,分钟,否,新媒体影音,https://www.newmediaaudio.com/,,
2023-12-01,爱情公寓新篇,优酷、腾讯视频,企鹅影视,45.7,亿次,1350,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-06-22,虚拟世界,爱奇艺、优酷,圆正影业,30.5,亿次,1100,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-03-05,摸金传人,腾讯视频,乐视网,19.8,亿次,700,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-02-14,青少年时代,优酷,爱奇艺公司,27.3,亿次,1200,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-07-01,新生代的觉醒,爱奇艺,华视传媒,10.2,亿次,640,分钟,是,豆瓣,https://movie.douban.com/,,
2024-05-01,最后的花季,腾讯视频、优酷,摩天轮影视,16.5,亿次,1100,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-08-10,星际旅行,爱奇艺,长影集团,50.1,亿次,1500,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-09-22,荒原之歌,优酷,星空影视,12.9,亿次,800,分钟,是,全球影视报,https://www.qgysb.com/,,
2024-10-05,梦回大唐,腾讯视频、爱奇艺,古装影视公司,36.7,亿次,1000,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-11-11,城市边缘,优酷,蓝天影视,18.4,亿次,770,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-12-21,世纪婚礼,腾讯视频、优酷,红星影视,33.0,亿次,900,分钟,是,新人类网,https://www.xinrenl.net/,,
2024-03-13,天翼羽踪,优酷、腾讯视频,天涯共此时,29.2,亿次,1050,分钟,是,豆瓣,https://movie.douban.com/,,
2024-06-30,遗失的青春,爱奇艺,青春影业,25.5,亿次,1200,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-07-20,掠影,爱奇艺、优酷,东阳美拉传媒有限公司,28.7,亿次,900,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-08-05,时间的轨迹,腾讯视频,乐视网,31.9,亿次,1150,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-04-15,心灵的桥梁,爱奇艺、腾讯视频,北京数字影业有限公司,38.5,亿次,1400,分钟,是,影视数据平台,https://example.com/,,
2024-01-20,虚拟冒险,优酷,完美世界影视,28.74,亿次,960,分钟,是,影视周刊,https://www.example.com/,,
2024-03-29,穿越时空的爱,腾讯视频、爱奇艺,光线传媒有限公司,15.8,亿次,1050,分钟,是,影视数据报告,https://datareport.com/,,
2023-09-09,科技梦之旅,优酷、央8,华策影视,19.95,亿次,800,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-06-12,最后的信仰,爱奇艺,北京创影数字科技有限公司,33.1,亿次,1480,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-11-30,梦回大宋,腾讯视频、优酷,中视传媒,50.0,亿次,2000,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-02-21,重生之路,爱奇艺,欢瑞世纪,14.66,亿次,900,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-05-05,异世界的冒险者,优酷、腾讯视频,大地影视,40.75,亿次,1650,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2023-12-25,绝地求生,腾讯视频,企鹅影视,22.9,亿次,880,分钟,是,豆瓣,https://movie.douban.com/,,
2024-01-10,空中花园,优酷、爱奇艺,淘梦娱乐,31.05,亿次,1200,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-04-30,海底捞月,腾讯视频,华夏影视,17.3,亿次,950,分钟,是,影视数据平台,https://example.com/,,
2023-10-10,破碎的青春,优酷,金额影视,26.45,亿次,1100,分钟,是,影视数据报道,https://report.com/,,
2023-08-15,南国硝烟,爱奇艺、优酷,盛天影视,20.25,亿次,870,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-06-20,未来的影子,腾讯视频,新创世纪,39.4,亿次,1350,分钟,是,影视数据平台,https://example.com/,,
2023-09-25,遥远的呼唤,优酷、爱奇艺,红星影视,24.15,亿次,1125,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-02-05,天边的故事,腾讯视频,时代峰峻,12.0,亿次,720,分钟,是,豆瓣,https://movie.douban.com/,,
2024-03-10,逆风翻盘,爱奇艺、优酷,星辰影业,29.33,亿次,1500,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-01-15,虚拟现实爱恋,爱奇艺、斗鱼,虚拟影像科技,18.42,亿次,1300,分钟,是,光明日报,https://www.gmw.cn/,,
2024-04-10,时光追寻者,腾讯视频,新视界文化,29.76,亿次,1500,分钟,是,影视动态周刊,https://www.yingshidongtai.com/,,
2023-12-05,灵魂交汇,优酷、爱奇艺,星辉影视制作,23.95,亿次,1180,分钟,是,南方都市报,https://www.southcn.com/,,
2024-06-15,重生之路,优酷,北京阳光数码,15.5,亿次,970,分钟,是,影视监测平台,https://www.filmdata.com/,,
2024-03-25,未来的瞬间,腾讯视频、爱奇艺,未来影视,28.15,亿次,1450,分钟,是,新京报,https://www.bjnews.com.cn/,,
2023-10-20,恋爱启示录,优酷,甜蜜影业,22.67,亿次,880,分钟,是,腾讯新闻,https://news.qq.com/,,
2023-11-30,觉醒时刻,爱奇艺、腾讯视频,天翼影视,33.12,亿次,1750,分钟,是,华尔街日报,https://www.wsj.com/,,
2024-02-15,幽灵乐章,优酷,梦工厂影视,19.28,亿次,1120,分钟,是,中国日报,https://www.chinadaily.com.cn/,,
2024-07-04,人间四季,腾讯视频,时代影视,25.45,亿次,1360,分钟,是,娱乐周报,https://www.entweekly.com/,,
2023-09-22,一世江湖,优酷、爱奇艺,江湖影视公司,30.95,亿次,900,分钟,是,今日头条,https://www.toutiao.com/,,
2024-01-07,神秘的旅行,爱奇艺,幻影文化,21.82,亿次,980,分钟,是,新浪娱乐,https://ent.sina.com.cn/,,
2023-12-30,星际探秘者,优酷、腾讯视频,星际影视,27.88,亿次,1105,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-06-25,怦然心动,爱奇艺,星泻影视制作,18.1,亿次,780,分钟,是,人民网,https://www.people.com.cn/,,
2024-05-05,无声之语,优酷、爱奇艺,无声影业,34.76,亿次,1540,分钟,是,中国青年报,https://www.cyol.com/,,
2023-08-19,黑暗中奔跑,腾讯视频,黑猫影视,12.5,亿次,640,分钟,是,影视纵横,https://www.yingvisibility.com/,,
2023-04-15,时间的彼岸,爱奇艺、优酷,时间影视,21.55,亿次,1100,分钟,是,观察者网,https://www.guancha.cn/,,
2023-07-13,对错之间,优酷,谎言文学集团,29.2,亿次,1550,分钟,是,财经网,https://www.caijing.com.cn/,,
2024-04-15,疯狂派对,爱奇艺、腾讯视频,光线传媒,30.12,亿次,1050,分钟,是,影视市场分析网,https://www.yingshichang.com/,,
2024-06-01,明星梦工厂,优酷,华谊兄弟电影股份有限公司,45.27,亿次,1400,分钟,是,新媒体产业观察,https://www.newmediainfo.com/,,
2023-12-20,平行时空,爱奇艺、搜狐视频,光合时代文化传播有限公司,27.39,亿次,950,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-05-10,无尽的夏天,腾讯视频,耀客传媒,48.86,亿次,800,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-01-05,未来城市,优酷、爱奇艺,乐视网,23.65,亿次,1120,分钟,是,新媒体研究研究所,https://www.newmediainstitute.com/,,
2023-08-18,假面骑士,哔哩哔哩、优酷,哔哩哔哩动画,36.4,亿次,780,分钟,是,中国动漫数据中心,https://www.dongman.org/,,
2023-07-29,深渊之下,搜狐视频、腾讯视频,微影时代,29.45,亿次,920,分钟,是,热剧追踪,https://www.requzh.org/,,
2023-11-30,寻梦环游记,优酷、爱奇艺,中国电影股份有限公司,20.12,亿次,1340,分钟,是,乐视影视,https://www.le.com/,,
2024-02-15,辉煌岁月,腾讯视频,东阳美拉传媒有限公司,38.74,亿次,1150,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-03-05,翻转人生,爱奇艺,华策影视,22.93,亿次,1000,分钟,是,影视市场动态,https://www.yingshidata.com/,,
2024-06-27,天使的眼泪,优酷、腾讯视频,华谊兄弟,34.61,亿次,1470,分钟,是,中国文化产业网,https://www.culture.cn/,,
2023-09-05,无人深空,爱奇艺,爱奇艺公司,26.27,亿次,1125,分钟,是,影视数据信息网,https://www.douban.com/,,
2024-05-29,青春无悔,腾讯视频、爱奇艺,快手科技,40.35,亿次,1220,分钟,是,新媒体观察,https://www.newmediawatch.com/,,
2024-01-16,迷失在星辰大海,优酷,兼达传媒,31.78,亿次,930,分钟,是,网络剧集研究中心,https://www.wangluoji.com/,,
2024-04-08,异星醒悟,爱奇艺、腾讯视频,星空科技,25.64,亿次,1050,分钟,是,影视数据统计汇总,https://www.datastatics.com/,,
2023-12-31,爱情的海洋,优酷、爱奇艺,柠檬传媒,33.54,亿次,1240,分钟,是,数字影视数据,https://www.digitalmedia.com/,,
2024-02-24,冒险家的传奇,腾讯视频,华谊兄弟电影,44.67,亿次,1140,分钟,是,新媒体趋势,https://www.media-trends.com/,,
2023-10-20,异界之门,腾讯视频、优酷,烂番茄文化,37.83,亿次,1100,分钟,是,影视圈,https://www.yingshiq.com/,,
2024-01-10,梦想启航,优酷、爱奇艺,全景影业,18.7,亿次,910,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-03-15,山水间,腾讯视频、优酷,银河影视,15.5,亿次,750,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-04-05,卫星轨道,爱奇艺、优酷,天马影视,40.3,亿次,1980,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-12-25,逆时针行走,爱奇艺,五道口影业,12.8,亿次,820,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-02-10,无声的呼叫,腾讯视频,精品影视,29.1,亿次,1020,分钟,是,豆瓣,https://movie.douban.com/,,
2023-11-11,人间烟火,优酷,星辉影视,33.6,亿次,1210,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-06-01,繁星点灯,腾讯视频,天意传媒,21.9,亿次,880,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-08-20,云端之路,优酷、爱奇艺,未来影视,39.2,亿次,1020,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-09-29,彼岸花开,爱奇艺,梦工厂影视,45.6,亿次,1200,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-05-05,黑暗之心,优酷,百视电视,20.4,亿次,1180,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-07-15,冥冥之中,腾讯视频、爱奇艺,盛世电影,30.8,亿次,1500,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-10-24,星辰大海,爱奇艺、腾讯视频,蓝天影业,50.5,亿次,1780,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-12-30,梦回千古,腾讯视频,华夏影视,28.7,亿次,1340,分钟,是,豆瓣,https://movie.douban.com/,,
2024-01-28,神秘之地,优酷、爱奇艺,宇宙影业,34.2,亿次,1580,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-05-22,隐秘的生活,爱奇艺、优酷,灵动影业,19.9,亿次,1450,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-11-30,另一种人生,腾讯视频,蓝图影视,41.1,亿次,1650,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-03-28,银色回忆,优酷、爱奇艺,焰火影业,26.8,亿次,1000,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-03-10,未来科技,优酷、Bilibili,未来影视科技有限公司,15.73,亿次,720,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
