年份,省份,网络新闻,单位,网络音乐,单位.1,网络文学,单位.2,网络游戏,单位.3,网络视频,单位.4,网络直播,单位.5,短视频,单位.6,采集来源,来源链接,采集时间,备注
2020,四川,0.265,亿人,0.2555,亿人,0.182,亿人,0.2153,亿人,0.3559,亿人,0.1188,亿人,0.3077,亿人,人民网,http://www.people.com.cn/,,
2023,福建,0.185,亿人,0.1687,亿人,0.1222,亿人,0.1524,亿人,0.2201,亿人,0.0803,亿人,0.1735,亿人,南京日报,http://www.njdaily.com.cn/,,
2023,重庆,0.1485,亿人,0.1324,亿人,0.096,亿人,0.1138,亿人,0.1862,亿人,0.0679,亿人,0.1804,亿人,指南针数据,https://www.gzsdata.com/,,
2022,广西,0.1994,亿人,0.1762,亿人,0.1316,亿人,0.1693,亿人,0.245,亿人,0.0971,亿人,0.2501,亿人,腾讯数据报告,https://data.qq.com/,,
2021,安徽,0.2306,亿人,0.2102,亿人,0.1581,亿人,0.1904,亿人,0.321,亿人,0.1205,亿人,0.2923,亿人,百度统计,https://tongji.baidu.com/,,
2021,内蒙古,0.1105,亿人,0.0956,亿人,0.071,亿人,0.0763,亿人,0.145,亿人,0.0577,亿人,0.1164,亿人,小众软件,https://www.appinn.com/,,
2020,宁夏,0.0582,亿人,0.0514,亿人,0.0339,亿人,0.0475,亿人,0.083,亿人,0.0241,亿人,0.0755,亿人,万象网,https://www.wanxiangapp.com/,,
2022,西藏,0.0453,亿人,0.0379,亿人,0.0211,亿人,0.0274,亿人,0.0478,亿人,0.012,亿人,0.0346,亿人,中国文化网,http://www.ccnt.gov.cn/,,
2023,山西,0.0953,亿人,0.0911,亿人,0.0704,亿人,0.0873,亿人,0.1234,亿人,0.0537,亿人,0.1445,亿人,国家统计局,http://www.stats.gov.cn/,,
2023,四川,0.113,亿人,0.0974,亿人,0.0852,亿人,0.1063,亿人,0.1423,亿人,0.0728,亿人,0.1591,亿人,艾瑞咨询,http://www.iresearch.com.cn/,,
2022,福建,0.1298,亿人,0.1182,亿人,0.0931,亿人,0.0756,亿人,0.1585,亿人,0.0674,亿人,0.1723,亿人,Statista,https://www.statista.com/,,
2021,广西,0.0896,亿人,0.0794,亿人,0.0615,亿人,0.0847,亿人,0.1176,亿人,0.0478,亿人,0.1213,亿人,澎湃新闻,https://www.thepaper.cn/,,
2021,陕西,0.1237,亿人,0.1103,亿人,0.0752,亿人,0.0962,亿人,0.1324,亿人,0.0644,亿人,0.1552,亿人,腾讯研究院,https://research.tencent.com/,,
2020,内蒙古,0.0811,亿人,0.0702,亿人,0.0527,亿人,0.0689,亿人,0.0893,亿人,0.0361,亿人,0.0998,亿人,中国产业信息网,http://www.china1baogao.com/,,
2020,宁夏,0.0678,亿人,0.0592,亿人,0.0456,亿人,0.0723,亿人,0.0867,亿人,0.0284,亿人,0.0773,亿人,搜狐网,https://www.sohu.com/,,
2022,江西,0.1074,亿人,0.0841,亿人,0.0625,亿人,0.0948,亿人,0.1459,亿人,0.0535,亿人,0.1225,亿人,前瞻网,https://www.qianzhan.com/,,
2021,云南,0.0989,亿人,0.0854,亿人,0.07,亿人,0.0975,亿人,0.1397,亿人,0.0498,亿人,0.1092,亿人,知乎日报,https://www.zhihu.com/,,
2023,海南,0.0861,亿人,0.0795,亿人,0.0657,亿人,0.088,亿人,0.1248,亿人,0.0562,亿人,0.1233,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2022,天津,0.3051,亿人,0.2765,亿人,0.1787,亿人,0.2683,亿人,0.3689,亿人,0.1985,亿人,0.2354,亿人,网易,https://www.163.com/,,
2023,重庆,0.1601,亿人,0.1269,亿人,0.0937,亿人,0.1153,亿人,0.1985,亿人,0.0789,亿人,0.1452,亿人,新浪,https://www.sina.com.cn/,,
2020,陕西,0.2652,亿人,0.2421,亿人,0.1798,亿人,0.2123,亿人,0.3218,亿人,0.1494,亿人,0.2907,亿人,BBC,https://www.bbc.co.uk/,,
2022,上海,0.3105,亿人,0.2934,亿人,0.2052,亿人,0.3275,亿人,0.4201,亿人,0.287,亿人,0.3698,亿人,凤凰网,https://www.ifeng.com/,,
2023,甘肃,0.1534,亿人,0.1335,亿人,0.0898,亿人,0.1154,亿人,0.1968,亿人,0.0891,亿人,0.1389,亿人,南方周末,https://www.infzm.com/,,
2023,河北,0.2562,亿人,0.2381,亿人,0.193,亿人,0.2984,亿人,0.431,亿人,0.1853,亿人,0.2645,亿人,人民网,http://www.people.com.cn/,,
2023,北京,0.321,亿人,0.3037,亿人,0.2016,亿人,0.3562,亿人,0.4931,亿人,0.2671,亿人,0.3756,亿人,央视网,https://www.cctv.com/,,
2023,浙江,0.1254,亿人,0.1386,亿人,0.0968,亿人,0.1834,亿人,0.2155,亿人,0.0752,亿人,0.1908,亿人,CNKI,https://www.cnki.net/,,
2023,广东,0.1653,亿人,0.1897,亿人,0.1356,亿人,0.1952,亿人,0.3524,亿人,0.1505,亿人,0.3317,亿人,iResearch,https://www.iresearch.com.cn/,,
2022,天津,0.1112,亿人,0.0998,亿人,0.0794,亿人,0.0843,亿人,0.1191,亿人,0.0552,亿人,0.1425,亿人,Statista,https://www.statista.com/,,
2022,四川,0.0975,亿人,0.0883,亿人,0.0695,亿人,0.0782,亿人,0.1199,亿人,0.0485,亿人,0.1294,亿人,Deloitte,https://www2.deloitte.com/,,
2021,云南,0.0747,亿人,0.0654,亿人,0.0499,亿人,0.0696,亿人,0.0889,亿人,0.0327,亿人,0.0741,亿人,Tencent Research,https://www.tencent.com/en-us/,,
2021,陕西,0.0912,亿人,0.0852,亿人,0.0631,亿人,0.0771,亿人,0.1053,亿人,0.0428,亿人,0.0814,亿人,China Internet Network Information Center (CNNIC),https://www.cnnic.net.cn/,,
2020,安徽,0.0954,亿人,0.0923,亿人,0.0742,亿人,0.0815,亿人,0.0884,亿人,0.034,亿人,0.0762,亿人,Alidata,https://www.aliyun.com/,,
2020,重庆,0.1415,亿人,0.1308,亿人,0.0918,亿人,0.1157,亿人,0.147,亿人,0.06,亿人,0.1343,亿人,Nielsen,https://www.nielsen.com/,,
2022,河北,0.2055,亿人,0.1751,亿人,0.1301,亿人,0.1402,亿人,0.2258,亿人,0.1435,亿人,0.212,亿人,China Academy of Information and Communications Technology (CAICT),https://www.caict.ac.cn/,,
2023,海南,0.065,亿人,0.061,亿人,0.0454,亿人,0.0592,亿人,0.0725,亿人,0.0283,亿人,0.0698,亿人,Baidu Research,https://research.baidu.com/,,
2022,辽宁,0.1858,亿人,0.1572,亿人,0.113,亿人,0.1753,亿人,0.2354,亿人,0.1486,亿人,0.2022,亿人,Frost & Sullivan,https://www.frost.com/,,
2021,广西,0.0934,亿人,0.0752,亿人,0.0581,亿人,0.065,亿人,0.0905,亿人,0.0328,亿人,0.0882,亿人,McKinsey & Company,https://www.mckinsey.com/,,
2020,吉林,0.0832,亿人,0.071,亿人,0.0534,亿人,0.0662,亿人,0.11,亿人,0.0424,亿人,0.0859,亿人,Accenture,https://www.accenture.com/,,
2023,内蒙古,0.0786,亿人,0.0695,亿人,0.0536,亿人,0.087,亿人,0.126,亿人,0.0461,亿人,0.0924,亿人,Pew Research Center,https://www.pewresearch.org/,,
2023,广东,0.1355,亿人,0.1452,亿人,0.0953,亿人,0.1578,亿人,0.215,亿人,0.0702,亿人,0.1907,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2023,湖北,0.2541,亿人,0.2833,亿人,0.1565,亿人,0.1974,亿人,0.318,亿人,0.1513,亿人,0.2904,亿人,网络媒体研究中心,https://www.nmrcc.org/,,
2023,四川,0.0987,亿人,0.0876,亿人,0.0654,亿人,0.1152,亿人,0.1365,亿人,0.0548,亿人,0.1213,亿人,腾讯研究院,https://research.tencent.com/,,
2022,云南,0.0764,亿人,0.0659,亿人,0.0502,亿人,0.0923,亿人,0.1104,亿人,0.0458,亿人,0.0846,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,浙江,0.2153,亿人,0.2056,亿人,0.1345,亿人,0.1742,亿人,0.2884,亿人,0.1267,亿人,0.1921,亿人,中国网,https://www.china.com/,,
2021,上海,0.315,亿人,0.2904,亿人,0.2056,亿人,0.3208,亿人,0.4109,亿人,0.2905,亿人,0.3502,亿人,优酷研究院,https://www.youku.com/,,
2021,海南,0.0853,亿人,0.0781,亿人,0.0582,亿人,0.0699,亿人,0.1328,亿人,0.0405,亿人,0.0791,亿人,新浪科技,https://tech.sina.com.cn/,,
2020,重庆,0.1725,亿人,0.1509,亿人,0.0974,亿人,0.162,亿人,0.2654,亿人,0.1131,亿人,0.2058,亿人,观察者网,https://www.guancha.cn/,,
2020,天津,0.1752,亿人,0.1586,亿人,0.1136,亿人,0.1824,亿人,0.2771,亿人,0.089,亿人,0.2002,亿人,搜狐科技,https://www.sohu.com/,,
2020,内蒙古,0.0554,亿人,0.048,亿人,0.036,亿人,0.0586,亿人,0.0953,亿人,0.0282,亿人,0.0618,亿人,网易新闻,https://news.163.com/,,
2020,陕西,0.1389,亿人,0.1187,亿人,0.0921,亿人,0.1465,亿人,0.2024,亿人,0.0643,亿人,0.1257,亿人,凤凰网,https://www.ifeng.com/,,
2021,江苏,0.2706,亿人,0.2451,亿人,0.1578,亿人,0.2273,亿人,0.3576,亿人,0.1509,亿人,0.2105,亿人,BBC报道,https://www.bbc.com/,,
2022,安徽,0.0891,亿人,0.0725,亿人,0.0588,亿人,0.091,亿人,0.1214,亿人,0.0571,亿人,0.087,亿人,中国日报,https://www.chinadaily.com.cn/,,
2023,山西,0.0744,亿人,0.067,亿人,0.0543,亿人,0.0951,亿人,0.1504,亿人,0.0382,亿人,0.0786,亿人,新华网,http://www.xinhuanet.com/,,
2022,宁夏,0.0321,亿人,0.0285,亿人,0.0227,亿人,0.0349,亿人,0.0556,亿人,0.0158,亿人,0.0317,亿人,今日头条,https://www.toutiao.com/,,
2023,四川,0.1923,亿人,0.1804,亿人,0.1109,亿人,0.1437,亿人,0.2451,亿人,0.0712,亿人,0.2005,亿人,中华人民共和国国家统计局,http://www.stats.gov.cn/,,
2023,天津,0.0907,亿人,0.0852,亿人,0.0658,亿人,0.0956,亿人,0.1307,亿人,0.0432,亿人,0.0924,亿人,艾瑞咨询,http://www.iresearch.com.cn/,,
2022,河南,0.2209,亿人,0.1953,亿人,0.1352,亿人,0.1784,亿人,0.2875,亿人,0.1127,亿人,0.2441,亿人,CNKI,http://www.cnki.net/,,
2022,广东,0.3357,亿人,0.3104,亿人,0.2356,亿人,0.3108,亿人,0.4784,亿人,0.3001,亿人,0.4222,亿人,Statista,https://www.statista.com/,,
2022,云南,0.1285,亿人,0.1127,亿人,0.0908,亿人,0.1155,亿人,0.1589,亿人,0.0647,亿人,0.1093,亿人,咨询公司调查,https://www.consultingfirm.com/,,
2021,安徽,0.1552,亿人,0.142,亿人,0.0975,亿人,0.1233,亿人,0.1781,亿人,0.0882,亿人,0.169,亿人,行业趋势报告,http://www.industryreport.com/,,
2021,重庆,0.2201,亿人,0.1958,亿人,0.1269,亿人,0.1602,亿人,0.2293,亿人,0.0956,亿人,0.2204,亿人,数据信息中心,http://www.datacenter.com/,,
2021,广西,0.1124,亿人,0.0956,亿人,0.0793,亿人,0.0911,亿人,0.1348,亿人,0.0485,亿人,0.1176,亿人,Gartner,https://www.gartner.com/,,
2020,陕西,0.1885,亿人,0.1671,亿人,0.0403,亿人,0.1521,亿人,0.2012,亿人,0.0845,亿人,0.2247,亿人,KPMG,https://home.kpmg/xx/en/home.html,,
2020,海南,0.0902,亿人,0.0804,亿人,0.0587,亿人,0.0665,亿人,0.0945,亿人,0.0272,亿人,0.0851,亿人,市场研究报,http://www.marketresearchreport.com/,,
2020,青海,0.0458,亿人,0.0401,亿人,0.0313,亿人,0.0385,亿人,0.0542,亿人,0.0121,亿人,0.0436,亿人,中企数据,http://www.chinadataset.com/,,
2022,西藏,0.0234,亿人,0.0215,亿人,0.0179,亿人,0.0201,亿人,0.0286,亿人,0.0108,亿人,0.0221,亿人,地方统计局,http://www.local.gov.cn/,,
2023,宁夏,0.0671,亿人,0.0592,亿人,0.0455,亿人,0.0584,亿人,0.075,亿人,0.0293,亿人,0.068,亿人,艾瑞咨询,http://www.iresearch.com.cn/,,
2023,内蒙古,0.1105,亿人,0.0998,亿人,0.0783,亿人,0.0904,亿人,0.128,亿人,0.0567,亿人,0.1075,亿人,互联网数据研究中心,https://www.idrc.com.cn/,,
2023,内蒙古,0.1256,亿人,0.0952,亿人,0.0731,亿人,0.1123,亿人,0.1405,亿人,0.0654,亿人,0.1487,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2023,四川,0.2376,亿人,0.2017,亿人,0.1434,亿人,0.1885,亿人,0.2701,亿人,0.1498,亿人,0.2159,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2023,陕西,0.0972,亿人,0.0875,亿人,0.0658,亿人,0.0953,亿人,0.1287,亿人,0.0532,亿人,0.0789,亿人,Statista,https://www.statista.com/,,
2022,湖南,0.2618,亿人,0.2421,亿人,0.1784,亿人,0.2276,亿人,0.3218,亿人,0.2032,亿人,0.2904,亿人,易观,https://www.analysys.cn/,,
2022,浙江,0.1883,亿人,0.1765,亿人,0.1124,亿人,0.1456,亿人,0.2392,亿人,0.1345,亿人,0.2047,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2022,重庆,0.0456,亿人,0.0389,亿人,0.0294,亿人,0.0418,亿人,0.0663,亿人,0.0257,亿人,0.0541,亿人,腾讯研究院,https://www.tencent.com/,,
2021,河南,0.1806,亿人,0.1409,亿人,0.0986,亿人,0.1271,亿人,0.2065,亿人,0.1009,亿人,0.1742,亿人,百度智库,https://zhuanlan.zhihu.com/,,
2021,湖南,0.1987,亿人,0.165,亿人,0.1385,亿人,0.1573,亿人,0.2234,亿人,0.0875,亿人,0.1248,亿人,36氪,https://www.36kr.com/,,
2021,海南,0.0469,亿人,0.0508,亿人,0.0402,亿人,0.0653,亿人,0.0754,亿人,0.0301,亿人,0.0522,亿人,南方周末,https://www.infzm.com/,,
2020,北京,0.3101,亿人,0.2895,亿人,0.2509,亿人,0.32,亿人,0.4501,亿人,0.1963,亿人,0.4287,亿人,爱奇艺,https://www.iqiyi.com/,,
2020,天津,0.0552,亿人,0.0581,亿人,0.0345,亿人,0.0521,亿人,0.0915,亿人,0.0362,亿人,0.0469,亿人,搜狐,https://www.sohu.com/,,
2020,黑龙江,0.1356,亿人,0.1144,亿人,0.081,亿人,0.0906,亿人,0.1304,亿人,0.0508,亿人,0.0787,亿人,网易,https://www.163.com/,,
2020,吉林,0.0954,亿人,0.0857,亿人,0.0582,亿人,0.0799,亿人,0.122,亿人,0.0431,亿人,0.1035,亿人,新浪,https://www.sina.com.cn/,,
2021,广西,0.1604,亿人,0.139,亿人,0.1023,亿人,0.1435,亿人,0.2201,亿人,0.0705,亿人,0.1322,亿人,人民网,https://www.people.com.cn/,,
2021,贵州,0.0959,亿人,0.084,亿人,0.0569,亿人,0.071,亿人,0.0994,亿人,0.0399,亿人,0.0674,亿人,观察者网,https://www.guancha.cn/,,
2023,重庆,0.1502,亿人,0.1256,亿人,0.0965,亿人,0.1184,亿人,0.1753,亿人,0.0678,亿人,0.1957,亿人,互联网信息中心,https://www.cnnic.net.cn/,,
2023,山东,0.1803,亿人,0.1654,亿人,0.1202,亿人,0.1464,亿人,0.2235,亿人,0.0853,亿人,0.2105,亿人,国家统计局,https://www.stats.gov.cn/,,
2022,河南,0.2958,亿人,0.2402,亿人,0.1756,亿人,0.2304,亿人,0.3801,亿人,0.269,亿人,0.3402,亿人,艾瑞咨询,http://www.iresearch.com.cn/,,
2021,陕西,0.1045,亿人,0.0958,亿人,0.0714,亿人,0.0857,亿人,0.14,亿人,0.0453,亿人,0.0748,亿人,中国互联网发展报告,https://www.cnnic.net.cn/,,
2022,浙江,0.3225,亿人,0.2752,亿人,0.2045,亿人,0.1808,亿人,0.4109,亿人,0.301,亿人,0.3932,亿人,中国信息通信研究院,http://www.caict.ac.cn/,,
2021,湖南,0.1258,亿人,0.1173,亿人,0.0867,亿人,0.0924,亿人,0.1655,亿人,0.0532,亿人,0.1125,亿人,腾讯研究院,https://research.tencent.com/,,
2020,云南,0.1501,亿人,0.1723,亿人,0.1104,亿人,0.1299,亿人,0.2114,亿人,0.0635,亿人,0.1557,亿人,国家广播电视总局,http://www.nrta.gov.cn/,,
2022,海南,0.1017,亿人,0.0934,亿人,0.0807,亿人,0.0902,亿人,0.1345,亿人,0.0599,亿人,0.0774,亿人,搜狐网,https://www.sohu.com/,,
2021,广西,0.1149,亿人,0.1092,亿人,0.0656,亿人,0.0765,亿人,0.1501,亿人,0.0728,亿人,0.1245,亿人,微博数据研究中心,https://data.weibo.com/,,
2020,重庆,0.1404,亿人,0.1301,亿人,0.095,亿人,0.1083,亿人,0.1729,亿人,0.0556,亿人,0.1172,亿人,百度研究院,https://research.baidu.com/,,
2023,内蒙古,0.0958,亿人,0.0921,亿人,0.0716,亿人,0.0859,亿人,0.1253,亿人,0.0427,亿人,0.0804,亿人,中国网络视听研究中心,http://www.npc.gov.cn/,,
2023,黑龙江,0.13,亿人,0.0974,亿人,0.0732,亿人,0.084,亿人,0.1556,亿人,0.0618,亿人,0.0952,亿人,国家新闻出版署,https://www.nppa.gov.cn/,,
2021,福建,0.0901,亿人,0.0812,亿人,0.0638,亿人,0.0784,亿人,0.1332,亿人,0.0521,亿人,0.1013,亿人,中国文化部,http://www.mcprc.gov.cn/,,
2022,宁夏,0.0546,亿人,0.0479,亿人,0.0352,亿人,0.0418,亿人,0.0773,亿人,0.0275,亿人,0.0452,亿人,中国社会科学院,http://www.cssn.cn/,,
2023,江西,0.1009,亿人,0.1122,亿人,0.0714,亿人,0.0886,亿人,0.1302,亿人,0.0488,亿人,0.0915,亿人,中国互联网数据中心,http://www.cnnic.net.cn/,,
2023,陕西,0.135,亿人,0.118,亿人,0.067,亿人,0.155,亿人,0.189,亿人,0.075,亿人,0.142,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,浙江,0.27,亿人,0.24,亿人,0.164,亿人,0.22,亿人,0.35,亿人,0.2,亿人,0.32,亿人,MAFANG,https://www.mafang.com/,,
2022,湖南,0.2,亿人,0.18,亿人,0.13,亿人,0.195,亿人,0.32,亿人,0.14,亿人,0.28,亿人,BNU,http://www.bnu.edu.cn/,,
2021,四川,0.165,亿人,0.149,亿人,0.099,亿人,0.15,亿人,0.245,亿人,0.09,亿人,0.215,亿人,SAPPRFT,http://www.sapprft.gov.cn/,,
2021,广东,0.322,亿人,0.31,亿人,0.232,亿人,0.295,亿人,0.475,亿人,0.3,亿人,0.415,亿人,IDG,https://www.idg.com.cn/,,
2022,云南,0.086,亿人,0.068,亿人,0.056,亿人,0.08,亿人,0.095,亿人,0.045,亿人,0.066,亿人,Zhangzidao,http://www.zhangzidao.com/,,
2020,福建,0.12,亿人,0.11,亿人,0.09,亿人,0.125,亿人,0.2,亿人,0.055,亿人,0.095,亿人,WeMedia,https://www.wemedia.com/,,
2021,山东,0.284,亿人,0.265,亿人,0.17,亿人,0.24,亿人,0.37,亿人,0.155,亿人,0.365,亿人,Guangming,http://www.gmw.cn/,,
2022,海南,0.06,亿人,0.057,亿人,0.045,亿人,0.05,亿人,0.07,亿人,0.028,亿人,0.055,亿人,HainanNews,http://www.hainan.gov.cn/,,
2020,天津,0.21,亿人,0.19,亿人,0.15,亿人,0.17,亿人,0.29,亿人,0.13,亿人,0.2,亿人,Sina,http://www.sina.com.cn/,,
2023,重庆,0.142,亿人,0.125,亿人,0.09,亿人,0.118,亿人,0.2,亿人,0.075,亿人,0.155,亿人,Chongqing Daily,http://www.cqnews.net/,,
2023,内蒙古,0.075,亿人,0.068,亿人,0.054,亿人,0.072,亿人,0.09,亿人,0.036,亿人,0.067,亿人,NMG News,http://nmg.gov.cn/,,
2021,新疆,0.08,亿人,0.065,亿人,0.045,亿人,0.078,亿人,0.086,亿人,0.05,亿人,0.078,亿人,Occasional Reports,http://www.ossrsr.com/,,
2022,西藏,0.03,亿人,0.025,亿人,0.02,亿人,0.018,亿人,0.028,亿人,0.012,亿人,0.022,亿人,Tibet Daily,http://www.tibet.cn/,,
2020,广西,0.096,亿人,0.083,亿人,0.055,亿人,0.095,亿人,0.14,亿人,0.03,亿人,0.065,亿人,Nanning News,http://www.gxnews.com.cn/,,
2023,甘肃,0.097,亿人,0.09,亿人,0.071,亿人,0.085,亿人,0.115,亿人,0.045,亿人,0.112,亿人,Gansu Daily,http://www.gsdaily.cn/,,
2023,广东,0.1453,亿人,0.1356,亿人,0.0924,亿人,0.1578,亿人,0.2043,亿人,0.0792,亿人,0.1896,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,浙江,0.0854,亿人,0.0806,亿人,0.0652,亿人,0.0777,亿人,0.1423,亿人,0.0499,亿人,0.1335,亿人,42科技,https://www.42ke.com/,,
2023,四川,0.101,亿人,0.0975,亿人,0.0789,亿人,0.0854,亿人,0.1506,亿人,0.0543,亿人,0.1512,亿人,QuestMobile,https://www.questmobile.com/,,
2022,福建,0.0753,亿人,0.0718,亿人,0.0556,亿人,0.072,亿人,0.1194,亿人,0.0417,亿人,0.1085,亿人,艾媒咨询,https://www.iimedia.cn/,,
2022,云南,0.0951,亿人,0.0903,亿人,0.0708,亿人,0.0859,亿人,0.1298,亿人,0.0734,亿人,0.1413,亿人,国家统计局,http://www.stats.gov.cn/,,
2021,海南,0.0882,亿人,0.0849,亿人,0.0651,亿人,0.071,亿人,0.1175,亿人,0.0348,亿人,0.107,亿人,各省发布的年度统计公报,http://www.hainan.gov.cn/,,
2021,陕西,0.1234,亿人,0.1177,亿人,0.0912,亿人,0.0957,亿人,0.1804,亿人,0.0621,亿人,0.1553,亿人,中国互联网络信息中心,https://www.cnnic.net.cn/,,
2020,重庆,0.2405,亿人,0.2307,亿人,0.1576,亿人,0.1791,亿人,0.3282,亿人,0.1135,亿人,0.299,亿人,腾讯研究院,https://www.tencent.com/,,
2020,天津,0.2119,亿人,0.2001,亿人,0.1426,亿人,0.1519,亿人,0.2755,亿人,0.0958,亿人,0.2842,亿人,国家信息中心,http://www.sic.gov.cn/,,
2020,辽宁,0.1532,亿人,0.1465,亿人,0.1123,亿人,0.1397,亿人,0.2423,亿人,0.0699,亿人,0.2159,亿人,中国报业协会,http://www.cna.com.cn/,,
2023,安徽,0.1405,亿人,0.135,亿人,0.1013,亿人,0.1224,亿人,0.1827,亿人,0.0729,亿人,0.1612,亿人,爱奇艺研究院,https://www.iqiyi.com/,,
2023,山东,0.1234,亿人,0.1158,亿人,0.0925,亿人,0.1012,亿人,0.1559,亿人,0.0604,亿人,0.1411,亿人,全球互联网统计信息中心,http://www.internetworldstats.com/,,
2022,江西,0.0788,亿人,0.0743,亿人,0.0602,亿人,0.0714,亿人,0.0978,亿人,0.0379,亿人,0.1084,亿人,互联网协会,http://www.isc.org/,,
2023,宁夏,0.0451,亿人,0.0402,亿人,0.0315,亿人,0.0491,亿人,0.0654,亿人,0.0281,亿人,0.0577,亿人,《中国网民发展报告》,http://www.people.cn/,,
2023,新疆,0.0667,亿人,0.0612,亿人,0.0553,亿人,0.0634,亿人,0.0975,亿人,0.0342,亿人,0.0863,亿人,中国网络信息中心,https://www.cnnic.net.cn/,,
2023,陕西,0.1354,亿人,0.1208,亿人,0.0954,亿人,0.1472,亿人,0.1786,亿人,0.0699,亿人,0.1821,亿人,Statista,https://www.statista.com/,,
2023,湖北,0.3615,亿人,0.3297,亿人,0.2501,亿人,0.2893,亿人,0.4776,亿人,0.1898,亿人,0.4408,亿人,iResearch,https://www.iresearch.com/,,
2023,湖南,0.2298,亿人,0.189,亿人,0.1445,亿人,0.2074,亿人,0.3243,亿人,0.1207,亿人,0.3195,亿人,Guangdong News,http://www.gdnews.gov.cn/,,
2021,广西,0.2015,亿人,0.1783,亿人,0.1179,亿人,0.1459,亿人,0.2201,亿人,0.0802,亿人,0.2457,亿人,TechCrunch,https://techcrunch.com/,,
2022,重庆,0.1856,亿人,0.1734,亿人,0.0957,亿人,0.1353,亿人,0.211,亿人,0.0607,亿人,0.1894,亿人,Forbes,https://www.forbes.com/,,
2020,天津,0.0764,亿人,0.0692,亿人,0.0547,亿人,0.0813,亿人,0.112,亿人,0.0372,亿人,0.0865,亿人,Nielsen,https://www.nielsen.com/,,
2021,河南,0.2521,亿人,0.2258,亿人,0.1712,亿人,0.2329,亿人,0.3684,亿人,0.148,亿人,0.3045,亿人,Baidu Research,http://research.baidu.com/,,
2022,云南,0.1429,亿人,0.1573,亿人,0.1254,亿人,0.1032,亿人,0.2025,亿人,0.0546,亿人,0.1914,亿人,CCTV,https://www.cctv.com/,,
2023,江苏,0.2978,亿人,0.2635,亿人,0.2018,亿人,0.289,亿人,0.3887,亿人,0.2923,亿人,0.3669,亿人,Ovum,https://ovum.com/,,
2023,四川,0.1956,亿人,0.1751,亿人,0.132,亿人,0.1587,亿人,0.2544,亿人,0.0783,亿人,0.2769,亿人,NetEase,https://www.163.com/,,
2021,新疆,0.0953,亿人,0.084,亿人,0.0584,亿人,0.0697,亿人,0.1263,亿人,0.0451,亿人,0.0964,亿人,Tencent Research,https://www.tencent.com/,,
2023,辽宁,0.1024,亿人,0.0873,亿人,0.0597,亿人,0.0894,亿人,0.1425,亿人,0.0638,亿人,0.1554,亿人,China Internet Watch,https://www.chinainternetwatch.com/,,
2022,浙江,0.2102,亿人,0.195,亿人,0.1782,亿人,0.2144,亿人,0.3223,亿人,0.192,亿人,0.2831,亿人,The Information,https://theinformation.com/,,
2021,内蒙古,0.1458,亿人,0.1306,亿人,0.129,亿人,0.1123,亿人,0.1655,亿人,0.0725,亿人,0.1389,亿人,CNET,https://www.cnet.com/,,
2023,黑龙江,0.1102,亿人,0.0935,亿人,0.0714,亿人,0.0976,亿人,0.1462,亿人,0.054,亿人,0.1234,亿人,Global Times,https://www.globaltimes.cn/,,
2023,浙江,0.1234,亿人,0.1345,亿人,0.0976,亿人,0.1456,亿人,0.1723,亿人,0.0667,亿人,0.1865,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2023,四川,0.1457,亿人,0.1184,亿人,0.0989,亿人,0.1582,亿人,0.195,亿人,0.0889,亿人,0.173,亿人,中国文化产业网,http://www.chinaculture.org/,,
2023,广东,0.1678,亿人,0.1572,亿人,0.1003,亿人,0.1986,亿人,0.2401,亿人,0.1103,亿人,0.2051,亿人,国家统计局,http://www.stats.gov.cn/,,
2022,天津,0.2014,亿人,0.1901,亿人,0.1433,亿人,0.1778,亿人,0.2856,亿人,0.1524,亿人,0.1971,亿人,艾媒咨询,https://www.iimedia.cn/,,
2022,福建,0.1452,亿人,0.1307,亿人,0.0896,亿人,0.1342,亿人,0.2188,亿人,0.0926,亿人,0.1885,亿人,中国互联网络发展情况统计报告,http://www.cnnic.net.cn/,,
2021,湖南,0.1573,亿人,0.1408,亿人,0.1175,亿人,0.1556,亿人,0.2024,亿人,0.0953,亿人,0.1749,亿人,百度统计,https://tongji.baidu.com/,,
2021,海南,0.0794,亿人,0.0751,亿人,0.0628,亿人,0.0799,亿人,0.1107,亿人,0.0456,亿人,0.0653,亿人,优酷统计,https://www.youku.com/,,
2020,重庆,0.1655,亿人,0.1458,亿人,0.1106,亿人,0.1789,亿人,0.2194,亿人,0.0707,亿人,0.1442,亿人,腾讯研究院,https://www.tencent.com/,,
2020,陕西,0.1352,亿人,0.1203,亿人,0.0965,亿人,0.114,亿人,0.1775,亿人,0.054,亿人,0.0623,亿人,阿里云数据,https://www.aliyun.com/,,
2019,宁夏,0.0458,亿人,0.0387,亿人,0.0299,亿人,0.0421,亿人,0.0505,亿人,0.0196,亿人,0.0123,亿人,国家新闻出版署,http://www-gov-cn/,,
