年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注
2018-12,腾讯视频,45.0,亿次,44.0,小时,36.0,部,21.0,部,国际在线,https://www.cri.cn,,
2018-09,芒果TV,28.0,亿次,35.5,小时,24.0,部,10.0,部,新京报,https://www.bjnews.com.cn,,
2024-01,优酷,95.0,亿次,60.0,小时,50.0,部,30.0,部,视频风向标,https://www.videotrends.com,,
2023-11,爱奇艺,72.0,亿次,48.0,小时,40.0,部,25.0,部,影视市场分析,https://www.filmdata.com,,
2023-10,腾讯视频,82.0,亿次,53.5,小时,38.0,部,18.0,部,中国影视网,https://www.chinavideo.org,,
2023-09,Bilibili,60.0,亿次,55.2,小时,22.0,部,12.0,部,统计局数据,https://www.stats.gov.cn,,
2023-07,芒果TV,41.0,亿次,42.5,小时,25.0,部,15.0,部,熊猫视频研究,https://www.panda.cn,,
2023-06,优酷,76.0,亿次,60.5,小时,48.0,部,22.0,部,网络流媒体实验室,https://www.streaminglab.com,,
2022-12,爱奇艺,90.0,亿次,57.0,小时,55.0,部,30.0,部,武汉文化研究中心,https://www.whrdc.com,,
2022-10,Bilibili,38.0,亿次,41.5,小时,28.0,部,16.0,部,新日传媒,https://www.newmedia.com,,
2022-09,腾讯视频,81.0,亿次,54.0,小时,51.0,部,34.0,部,直播数据平台,https://www.livestreamdata.com,,
2022-05,芒果TV,35.0,亿次,39.0,小时,19.0,部,10.0,部,真人影音研究,https://www.realaudiovideo.com,,
2022-04,优酷,77.0,亿次,62.0,小时,39.0,部,25.0,部,视频内容研究所,https://www.videocontent.org,,
2021-12,爱奇艺,60.0,亿次,49.0,小时,44.0,部,30.0,部,sina媒体,https://www.sina.com.cn,,
2021-10,腾讯视频,48.0,亿次,38.0,小时,33.0,部,20.0,部,影视观察杂志,https://www.filmobservatory.com,,
2021-06,Bilibili,33.0,亿次,45.5,小时,14.0,部,9.0,部,时代新媒体,https://www.newmedia.com.cn,,
2021-05,芒果TV,29.0,亿次,35.0,小时,20.0,部,12.0,部,在线内容研究,https://www.onlinecontentreport.com,,
2020-08,优酷,28.0,亿次,31.5,小时,30.0,部,20.0,部,数字娱乐平台,https://www.digitalentertainment.com,,
2023-11,爱奇艺,70.0,亿次,48.3,小时,40.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2023-10,腾讯视频,90.0,亿次,55.0,小时,50.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-09,优酷,82.0,亿次,52.0,小时,60.0,部,35.0,部,诚传媒,https://www.chengmedia.com/,,
2023-04,Bilibili,45.0,亿次,50.0,小时,20.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2023-03,芒果TV,22.0,亿次,29.0,小时,16.0,部,8.0,部,骨朵数据,https://www.36kr.com,,
2022-12,爱奇艺,88.0,亿次,55.5,小时,70.0,部,40.0,部,中国网络视听,https://www.cntv.com,,
2022-09,优酷,50.0,亿次,46.5,小时,30.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-06,Bilibili,36.0,亿次,42.0,小时,20.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2022-02,腾讯视频,72.0,亿次,66.0,小时,45.0,部,38.0,部,经济日报,https://www.ce.cn/,,
2021-12,优酷,32.0,亿次,34.0,小时,28.0,部,12.0,部,今日头条,https://www.toutiao.com,,
2021-09,芒果TV,18.0,亿次,32.5,小时,15.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2021-05,腾讯视频,67.0,亿次,59.0,小时,55.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2020-12,爱奇艺,54.0,亿次,57.0,小时,40.0,部,20.0,部,骨朵数据,https://www.36kr.com,,
2020-09,优酷,62.0,亿次,53.0,小时,38.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2020-04,Bilibili,27.0,亿次,36.5,小时,20.0,部,10.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-01,腾讯视频,49.0,亿次,45.2,小时,29.0,部,18.0,部,经济日报,https://www.ce.cn/,,
2019-12,芒果TV,17.0,亿次,39.0,小时,10.0,部,9.0,部,新流媒体观察,https://www.lmtm.com,,
2023-11,爱奇艺,90.0,亿次,60.0,小时,50.0,部,25.0,部,前瞻产业研究院,https://www.qianzhan.com,,
2023-09,腾讯视频,75.0,亿次,52.5,小时,35.0,部,15.0,部,互联网数据中心,https://www.idc.com,,
2023-06,芒果TV,65.0,亿次,45.3,小时,40.0,部,20.0,部,中研网,https://www.cyzone.cn,,
2023-03,优酷,95.0,亿次,67.0,小时,60.0,部,30.0,部,数据眼,https://www.shuju.com,,
2022-12,Bilibili,40.0,亿次,50.0,小时,22.0,部,12.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-09,爱奇艺,70.0,亿次,55.0,小时,30.0,部,10.0,部,大众点评网,https://www.dianping.com,,
2022-06,腾讯视频,50.0,亿次,42.0,小时,50.0,部,28.0,部,网络视听研究,https://www.netease.com,,
2022-04,芒果TV,30.0,亿次,36.5,小时,20.0,部,10.0,部,搜狐视频,https://www.sohu.com,,
2021-12,优酷,34.0,亿次,44.0,小时,19.0,部,11.0,部,新流媒体,https://www.newmedia.cn,,
2021-09,爱奇艺,36.0,亿次,48.5,小时,70.0,部,20.0,部,数英网,https://www.digitaling.com,,
2021-06,腾讯视频,60.0,亿次,40.0,小时,55.0,部,30.0,部,科技日报,https://www.stdaily.com,,
2021-03,Bilibili,22.0,亿次,46.5,小时,14.0,部,8.0,部,量子点,https://www.quantumdot.cn,,
2020-10,优酷,29.0,亿次,39.0,小时,41.0,部,20.0,部,视听前线,https://www.singa.com,,
2020-03,腾讯视频,72.0,亿次,54.0,小时,38.0,部,20.0,部,中国网,https://www.china.com,,
2019-11,爱奇艺,82.0,亿次,63.0,小时,60.0,部,30.0,部,手机百度,https://www.baidu.com,,
2019-07,芒果TV,28.0,亿次,25.5,小时,18.0,部,15.0,部,中国日报,https://www.chinadaily.com.cn,,
2023-11,Bilibili,42.5,亿次,60.5,小时,20.0,部,14.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,优酷,90.0,亿次,48.75,小时,60.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2023-09,腾讯视频,70.0,亿次,55.2,小时,40.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-08,爱奇艺,65.0,亿次,52.0,小时,38.0,部,22.0,部,今日头条,https://www.toutiao.com,,
2023-07,芒果TV,45.0,亿次,40.0,小时,25.0,部,18.0,部,骨朵数据,https://www.36kr.com,,
2023-06,Bilibili,60.0,亿次,49.0,小时,35.0,部,32.0,部,新流媒体观察,https://www.lmtm.com,,
2023-05,优酷,82.0,亿次,55.0,小时,50.0,部,35.0,部,经济日报,https://www.ce.cn/,,
2023-04,爱奇艺,75.0,亿次,60.0,小时,47.0,部,40.0,部,中国网络视听,https://www.cntv.com,,
2022-12,腾讯视频,53.0,亿次,42.0,小时,36.0,部,20.0,部,视频研究中心,https://www.videoresearch.com,,
2022-10,Bilibili,37.5,亿次,45.0,小时,30.0,部,15.0,部,乳媒科技,https://www.rumeikeji.com,,
2022-05,芒果TV,40.0,亿次,35.5,小时,28.0,部,19.0,部,诚传媒,https://www.chengmedia.com/,,
2022-02,优酷,55.0,亿次,60.0,小时,50.0,部,40.0,部,新流媒体观察,https://www.lmtm.com,,
2021-12,腾讯视频,34.0,亿次,30.5,小时,25.0,部,16.0,部,骨朵数据,https://www.36kr.com,,
2021-10,爱奇艺,28.0,亿次,48.0,小时,15.0,部,8.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-07,芒果TV,20.0,亿次,32.0,小时,10.0,部,5.0,部,经济日报,https://www.ce.cn/,,
2021-05,Bilibili,25.0,亿次,45.0,小时,20.0,部,12.0,部,中国网络视听,https://www.cntv.com,,
2020-08,优酷,22.5,亿次,37.0,小时,15.0,部,7.0,部,新流媒体观察,https://www.lmtm.com,,
2020-03,腾讯视频,31.0,亿次,41.0,小时,18.0,部,10.0,部,网易娱乐,https://ent.163.com,,
2023-11,爱奇艺,90.0,亿次,60.0,小时,50.0,部,30.0,部,影视洞察,https://www.yingshidongcha.com,,
2023-10,优酷,85.0,亿次,45.5,小时,40.0,部,22.0,部,网络影视研究,https://www.wlyst.com,,
2023-09,Bilibili,75.0,亿次,50.0,小时,35.0,部,25.0,部,新媒体观察,https://www.newmediaobservation.com,,
2023-07,腾讯视频,60.0,亿次,40.2,小时,30.0,部,18.0,部,云视听研究,https://www.yunshitb.com,,
2023-04,芒果TV,40.0,亿次,38.0,小时,25.0,部,12.0,部,大数据时代,https://www.dashujushidai.com,,
2022-12,爱奇艺,70.0,亿次,55.0,小时,38.0,部,30.0,部,Aurora分析,https://www.aurorastats.com,,
2022-09,优酷,95.0,亿次,52.0,小时,45.0,部,20.0,部,小豹数据,https://www.xiaobaodata.com,,
2022-06,腾讯视频,65.0,亿次,45.5,小时,49.0,部,42.0,部,流媒体视野,https://www.streammedia.com,,
2021-10,Bilibili,30.0,亿次,40.0,小时,27.0,部,15.0,部,网络监测中心,https://www.networkmonitor.com,,
2021-05,芒果TV,22.0,亿次,35.0,小时,10.0,部,7.0,部,影视分析网,https://www.filmanalysis.com,,
2020-12,爱奇艺,33.0,亿次,42.8,小时,20.0,部,12.0,部,互动视听,https://www.interaudience.com,,
2020-08,优酷,15.0,亿次,30.5,小时,22.0,部,8.0,部,视频报告,https://www.videoreport.com,,
2020-03,腾讯视频,50.0,亿次,48.0,小时,35.0,部,20.0,部,热剧数据,https://www.hotdramasdata.com,,
2019-12,Bilibili,28.0,亿次,36.0,小时,15.0,部,9.0,部,趋势数据网,https://www.trenddata.com,,
2019-05,爱奇艺,82.0,亿次,52.3,小时,65.0,部,40.0,部,光影研究所,https://www.guangying.org,,
2019-02,腾讯视频,60.0,亿次,60.0,小时,48.0,部,33.0,部,视频观察网,https://www.vidobs.com,,
2018-12,优酷,11.0,亿次,33.5,小时,8.0,部,5.0,部,全国影视数据库,https://www.zydatan.com,,
2024-01,爱奇艺,85.0,亿次,60.2,小时,60.0,部,40.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-11,优酷,72.0,亿次,53.1,小时,50.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,腾讯视频,65.0,亿次,49.5,小时,53.0,部,32.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-06,Bilibili,45.0,亿次,55.4,小时,25.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2022-12,芒果TV,38.0,亿次,42.3,小时,20.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2022-07,爱奇艺,77.0,亿次,60.0,小时,44.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2022-02,腾讯视频,90.0,亿次,72.5,小时,60.0,部,58.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-12,优酷,55.0,亿次,48.2,小时,33.0,部,20.0,部,财经周刊,https://www.caijingweekly.com/,,
2021-07,Bilibili,29.0,亿次,39.4,小时,21.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2021-01,爱奇艺,32.0,亿次,36.0,小时,18.0,部,8.0,部,新华网,https://www.xinhuanet.com,,
2020-12,腾讯视频,60.0,亿次,55.0,小时,40.0,部,30.0,部,优酷数据中心,https://www.youku.com,,
2020-08,芒果TV,52.0,亿次,48.7,小时,29.0,部,20.0,部,财经时报,https://www.caijing.com.cn,,
2020-04,优酷,35.0,亿次,45.0,小时,22.0,部,15.0,部,媒体之声,https://www.media.cn,,
2019-10,腾讯视频,88.0,亿次,70.0,小时,60.0,部,50.0,部,新流媒体观察,https://www.lmtm.com,,
2019-03,Bilibili,25.0,亿次,35.2,小时,5.0,部,4.0,部,娱乐产业研究,https://www.entertainmentindustry.cn,,
2018-11,优酷,41.0,亿次,47.2,小时,15.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2023-11,爱奇艺,90.0,亿次,45.0,小时,60.0,部,50.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-09,腾讯视频,85.0,亿次,48.5,小时,43.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-07,优酷,70.0,亿次,50.0,小时,39.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2023-02,芒果TV,45.0,亿次,55.5,小时,20.0,部,10.0,部,骨朵数据,https://www.36kr.com/,,
2022-12,Bilibili,40.0,亿次,60.0,小时,47.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2022-09,爱奇艺,65.0,亿次,49.5,小时,49.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2022-06,优酷,77.0,亿次,52.0,小时,53.0,部,40.0,部,经济日报,https://www.ce.cn/,,
2022-03,腾讯视频,72.0,亿次,65.0,小时,49.0,部,38.0,部,今日头条,https://www.toutiao.com,,
2021-12,Bilibili,30.0,亿次,40.0,小时,10.0,部,5.0,部,骨朵数据,https://www.36kr.com/,,
2021-08,优酷,25.0,亿次,36.0,小时,15.0,部,8.0,部,经济日报,https://www.ce.cn/,,
2021-05,腾讯视频,68.0,亿次,44.0,小时,40.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2023-01,爱奇艺,60.0,亿次,42.0,小时,30.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-12,芒果TV,32.5,亿次,39.5,小时,22.0,部,12.0,部,诚传媒,https://www.chengmedia.com/,,
2020-09,优酷,50.0,亿次,47.0,小时,34.0,部,20.0,部,视频研究中心,https://www.videoresearch.com,,
2020-01,腾讯视频,45.0,亿次,55.0,小时,25.0,部,17.0,部,骨朵数据,https://www.36kr.com/,,
2019-12,爱奇艺,75.0,亿次,50.0,小时,55.0,部,30.0,部,新流媒体观察,https://www.lmtm.com,,
2019-08,Bilibili,80.0,亿次,48.0,小时,36.0,部,28.0,部,今日头条,https://www.toutiao.com,,
2023-11,爱奇艺,95.0,亿次,60.0,小时,50.0,部,25.0,部,传媒经济研究,https://www.mediaeconomics.com,,
2023-10,腾讯视频,70.0,亿次,55.5,小时,20.0,部,15.0,部,视频网站分析,https://www.videositeanalysis.com,,
2023-09,Bilibili,65.0,亿次,48.25,小时,25.0,部,10.0,部,数字娱乐日报,https://www.digitalentertainmentdaily.com,,
2023-08,优酷,91.5,亿次,52.0,小时,40.0,部,18.0,部,视频平台观察,https://www.videoplatformwatch.com,,
2023-07,芒果TV,50.0,亿次,62.5,小时,18.0,部,13.0,部,影视市场研究,https://www.filmmarketresearch.com,,
2023-06,爱奇艺,82.0,亿次,47.5,小时,55.0,部,30.0,部,行业分析报告,https://www.industryanalysisreport.com,,
2023-05,腾讯视频,66.0,亿次,45.0,小时,27.0,部,20.0,部,视频数据网,https://www.videodata.com,,
2023-04,优酷,74.0,亿次,54.0,小时,30.0,部,15.0,部,新媒体动向,https://www.newmediatrends.com,,
2023-03,Bilibili,55.0,亿次,40.5,小时,20.0,部,12.0,部,内容研究中心,https://www.contentresearch.org,,
2023-02,芒果TV,38.0,亿次,43.5,小时,25.0,部,10.0,部,数字媒体观察,https://www.digitalmediawatch.com,,
2023-01,爱奇艺,90.0,亿次,62.0,小时,50.0,部,35.0,部,影视趋势观察,https://www.filmdatasights.com,,
2022-12,腾讯视频,77.0,亿次,56.3,小时,43.0,部,29.0,部,在线影音评论,https://www.onlinevideoopinions.com,,
2022-11,优酷,83.0,亿次,49.5,小时,37.0,部,20.0,部,亚洲娱乐趋势,https://www.asianentertainmenttrends.com,,
2022-10,Bilibili,88.0,亿次,50.0,小时,44.0,部,22.0,部,文化科技分析,https://www.culturaltechanalysis.com,,
2022-09,芒果TV,34.0,亿次,45.0,小时,15.0,部,8.0,部,视频收视率报告,https://www.viewershipreport.com,,
2022-08,爱奇艺,75.0,亿次,55.0,小时,40.0,部,32.0,部,娱乐信息网,https://www.entertainmentinfo.com,,
2022-07,腾讯视频,85.0,亿次,58.0,小时,55.0,部,40.0,部,影视行业动态,https://www.filmindustrytrends.com,,
2022-06,优酷,95.0,亿次,63.0,小时,48.0,部,20.0,部,新兴媒体观察,https://www.emergingmediawatch.com,,
2023-11,爱奇艺,95.0,亿次,60.0,小时,60.0,部,30.0,部,网络分析中心,https://www.videoanalysis.com,,
2023-10,优酷,70.0,亿次,52.5,小时,40.0,部,25.0,部,数字媒体观察,https://www.digitalmediawatch.com,,
2023-09,腾讯视频,65.0,亿次,45.0,小时,55.0,部,30.0,部,时代传媒,https://www.timediamedia.com,,
2023-07,Bilibili,40.0,亿次,48.25,小时,35.0,部,15.0,部,网络传媒研究,https://www.networkmedia-research.com,,
2023-06,爱奇艺,85.0,亿次,55.75,小时,70.0,部,40.0,部,新视界调查,https://www.newvisionresearch.com/,,
2022-12,腾讯视频,90.0,亿次,61.25,小时,65.0,部,50.0,部,视频统计网,https://www.videostats.cn,,
2022-09,芒果TV,50.0,亿次,36.5,小时,20.0,部,5.0,部,骨朵数据,https://www.bonedata.com,,
2022-05,优酷,33.0,亿次,42.5,小时,30.0,部,15.0,部,影视产业研究,https://www.filmindustryresearch.com,,
2021-10,爱奇艺,27.5,亿次,29.0,小时,12.0,部,8.0,部,新流量观察,https://www.newtrafficobservations.com,,
2020-11,芒果TV,37.0,亿次,45.0,小时,24.0,部,18.0,部,网络视频研究,https://www.networkvideoresearch.com,,
2020-09,Bilibili,28.0,亿次,37.0,小时,22.0,部,11.0,部,线下数据研究,https://www.offlinedatareinfo.com,,
2020-07,优酷,46.0,亿次,53.0,小时,30.0,部,20.0,部,数字新媒体,https://www.digitalnewmedia.com,,
2020-04,腾讯视频,75.0,亿次,57.0,小时,45.0,部,25.0,部,社交媒体分析,https://www.socialmediaanalysis.com,,
2019-12,Bilibili,52.0,亿次,45.0,小时,37.0,部,27.0,部,新媒体统计,https://www.newmediatstats.com,,
2019-05,芒果TV,33.5,亿次,42.75,小时,25.0,部,10.0,部,视听产业监测,https://www.audiovisualindustrymonitor.com,,
2024-01,爱奇艺,90.0,亿次,60.0,小时,60.0,部,30.0,部,新京报,https://www.njb.com.cn,,
2023-11,腾讯视频,65.0,亿次,45.5,小时,50.0,部,35.0,部,搜狐娱乐,https://www.sohu.com,,
2023-09,优酷,75.0,亿次,58.2,小时,40.0,部,22.0,部,新浪科技,https://tech.sina.com.cn,,
2023-07,Bilibili,40.0,亿次,50.0,小时,20.0,部,10.0,部,每日经济新闻,https://www.nbd.com.cn,,
2022-12,芒果TV,35.0,亿次,39.0,小时,25.0,部,15.0,部,腾讯新闻,https://news.qq.com,,
2022-10,爱奇艺,95.0,亿次,62.5,小时,52.0,部,45.0,部,视频研究中心,https://www.videoresearch.com,,
2022-05,优酷,50.0,亿次,46.78,小时,30.0,部,20.0,部,经济观察报,https://www.eeo.com.cn,,
2022-02,腾讯视频,85.0,亿次,54.0,小时,55.0,部,41.0,部,人民网,https://www.people.com.cn,,
2021-12,芒果TV,45.0,亿次,37.0,小时,20.0,部,10.0,部,新浪娱乐,https://ent.sina.com.cn,,
2021-08,Bilibili,20.0,亿次,42.5,小时,30.0,部,12.0,部,华尔街见闻,https://wallstreetcn.com,,
2020-12,爱奇艺,68.0,亿次,52.99,小时,35.0,部,22.0,部,经济日报,https://www.ce.cn,,
2020-10,优酷,30.0,亿次,40.0,小时,15.0,部,7.0,部,财经网,https://finance.sina.com.cn,,
2020-03,腾讯视频,55.0,亿次,62.0,小时,20.0,部,18.0,部,南方周末,https://www.infzm.com,,
2023-06,Bilibili,70.0,亿次,48.0,小时,33.0,部,20.0,部,数字化媒体,https://www.digitallmedia.cn,,
2023-03,优酷,25.0,亿次,35.0,小时,21.0,部,5.0,部,短视频观察,https://www.shortvideo.cn,,
2021-05,爱奇艺,40.0,亿次,29.0,小时,35.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn,,
2020-07,腾讯视频,37.0,亿次,45.5,小时,26.0,部,15.0,部,西南财经大学,https://www.swufe.edu.cn,,
2023-11,爱奇艺,65.0,亿次,48.3,小时,20.0,部,15.0,部,中国网络视听,https://www.cntv.com,,
2023-10,腾讯视频,90.0,亿次,62.0,小时,60.0,部,28.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-09,Bilibili,40.0,亿次,55.0,小时,25.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,优酷,85.0,亿次,50.0,小时,55.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2023-06,芒果TV,35.0,亿次,43.5,小时,15.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2022-12,腾讯视频,75.0,亿次,60.0,小时,40.0,部,35.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-09,爱奇艺,55.0,亿次,53.0,小时,25.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2022-08,优酷,30.0,亿次,42.1,小时,12.0,部,5.0,部,真相调查,https://www.trueinvestigation.com/,,
2022-05,Bilibili,60.0,亿次,47.5,小时,20.0,部,18.0,部,市场监测中心,https://www.marketingmonitor.org/,,
2021-12,腾讯视频,72.0,亿次,55.5,小时,50.0,部,20.0,部,数据报告网,https://www.datar.report/,,
2021-09,爱奇艺,50.0,亿次,59.0,小时,45.0,部,30.0,部,中国网络视听,https://www.cntv.com,,
2021-08,优酷,20.0,亿次,36.5,小时,18.0,部,7.0,部,视频研究中心,https://www.videoresearch.com,,
2020-11,Bilibili,22.0,亿次,29.5,小时,11.0,部,5.0,部,骨朵数据,https://www.36kr.com,,
2020-10,爱奇艺,40.0,亿次,40.0,小时,30.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-09,腾讯视频,37.0,亿次,45.0,小时,22.0,部,10.0,部,真相调查,https://www.trueinvestigation.com/,,
2020-03,优酷,80.0,亿次,70.0,小时,50.0,部,40.0,部,视频研究中心,https://www.videoresearch.com,,
2020-02,芒果TV,12.0,亿次,25.0,小时,8.0,部,4.0,部,市场监测中心,https://www.marketingmonitor.org/,,
2023-11,Bilibili,34.5,亿次,62.3,小时,12.0,部,8.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,爱奇艺,85.0,亿次,50.5,小时,48.0,部,23.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,优酷,78.0,亿次,52.0,小时,40.0,部,19.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,腾讯视频,62.0,亿次,48.0,小时,37.0,部,12.0,部,诚传媒,https://www.chengmedia.com/,,
2022-10,芒果TV,29.5,亿次,35.75,小时,16.0,部,8.0,部,骨朵数据,https://www.example.com/mangguotv,,
2022-06,Bilibili,27.0,亿次,39.5,小时,20.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2021-12,爱奇艺,45.0,亿次,41.0,小时,32.0,部,18.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-07,优酷,90.0,亿次,54.0,小时,60.0,部,30.0,部,中国网络视听,https://www.cntv.com,,
2021-02,腾讯视频,65.0,亿次,55.0,小时,55.0,部,40.0,部,经济日报,https://www.ce.cn/,,
2020-12,Bilibili,33.0,亿次,45.0,小时,20.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2020-08,爱奇艺,50.0,亿次,49.0,小时,35.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2020-05,优酷,62.0,亿次,57.0,小时,42.0,部,22.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-11,芒果TV,38.0,亿次,36.0,小时,25.0,部,18.0,部,骨朵数据,https://www.36kr.com,,
2019-10,Bilibili,24.0,亿次,45.5,小时,14.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2019-07,腾讯视频,75.0,亿次,48.0,小时,50.0,部,35.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,50.0,亿次,52.3,小时,20.0,部,12.0,部,数据统计研究所,https://www.datastatistics.com,,
2023-09,优酷,90.0,亿次,60.1,小时,40.0,部,22.0,部,网络影视观察,https://www.networkmedia.com,,
2023-04,腾讯视频,70.0,亿次,43.0,小时,30.0,部,20.0,部,影视数据中心,https://www.filmdatacenter.com,,
2023-02,芒果TV,40.0,亿次,55.0,小时,25.0,部,14.0,部,国际传媒研究,https://www.globalmediaresearch.com,,
2022-12,Bilibili,34.0,亿次,48.3,小时,18.0,部,8.0,部,流媒体行业报告,https://www.streamingreport.com,,
2022-10,爱奇艺,47.0,亿次,50.5,小时,35.0,部,15.0,部,数字娱乐动态,https://www.digitalentertainment.com,,
2022-07,优酷,85.0,亿次,54.2,小时,60.0,部,28.0,部,新锐数据分析,https://www.trenddata.com,,
2022-05,腾讯视频,65.0,亿次,66.0,小时,40.0,部,30.0,部,数据行业观察,https://www.dataindustry.com,,
2022-02,Bilibili,28.0,亿次,46.8,小时,22.0,部,11.0,部,中国影视研究院,https://www.cinemastudy.cn,,
2021-12,爱奇艺,63.0,亿次,45.0,小时,33.0,部,23.0,部,网视数据分析,https://www.webviewdata.com,,
2021-09,腾讯视频,75.0,亿次,57.4,小时,65.0,部,32.0,部,流行文化研究,https://www.popculture.com,,
2021-06,芒果TV,29.0,亿次,31.5,小时,20.0,部,7.0,部,文化趋势分析,https://www.culturaltrends.com,,
2020-11,优酷,45.0,亿次,58.0,小时,30.0,部,18.0,部,新兴娱乐评论,https://www.emergingentertainment.com,,
2020-07,爱奇艺,100.0,亿次,70.0,小时,50.0,部,25.0,部,视听行业动态,https://www.audiovisualindustry.com,,
2020-03,腾讯视频,38.0,亿次,39.1,小时,15.0,部,10.0,部,数字娱乐平台,https://www.digitalplatform.com,,
2019-02,Bilibili,12.0,亿次,40.0,小时,5.0,部,3.0,部,娱乐内容专家,https://www.entertainmentcontent.com,,
2018-11,优酷,90.0,亿次,62.0,小时,70.0,部,45.0,部,大众影音研究,https://www.massav.com,,
2018-05,芒果TV,34.0,亿次,44.5,小时,11.0,部,9.0,部,在线视频趋势,https://www.videotrends.com,,
2018-03,腾讯视频,65.0,亿次,49.0,小时,50.0,部,30.0,部,视频趋势观察,https://www.videotrendwatch.com,,
2024-01,爱奇艺,90.0,亿次,60.0,小时,50.0,部,30.0,部,爱奇艺研究院,https://www.iqiyi.com,,
2023-10,腾讯视频,100.0,亿次,72.0,小时,60.0,部,40.0,部,腾讯数据分析,https://v.qq.com,,
2023-09,优酷,75.0,亿次,48.0,小时,40.0,部,25.0,部,优酷数据中心,https://www.youku.com,,
2023-06,Bilibili,40.0,亿次,55.0,小时,20.0,部,15.0,部,Bilibili 数据统筹,https://www.bilibili.com,,
2023-03,芒果TV,50.0,亿次,49.5,小时,30.0,部,20.0,部,芒果TV官方统计,https://www.mgtv.com,,
2022-12,爱奇艺,77.0,亿次,52.0,小时,35.0,部,15.0,部,中国视频研究,https://www.cntv.com,,
2022-08,腾讯视频,88.0,亿次,61.0,小时,50.0,部,35.0,部,腾讯媒体报告,https://www.tencent.com,,
2022-07,优酷,65.0,亿次,45.25,小时,30.0,部,25.0,部,优酷平台数据,https://www.youku.com,,
2022-04,Bilibili,37.0,亿次,40.5,小时,22.0,部,18.0,部,Bilibili Observer,https://www.bilibili.com,,
2021-12,芒果TV,35.0,亿次,34.0,小时,15.0,部,10.0,部,芒果TV数据团队,https://www.mgtv.com,,
2021-09,爱奇艺,54.0,亿次,46.0,小时,38.0,部,20.0,部,爱奇艺数据中心,https://www.iqiyi.com,,
2021-06,腾讯视频,66.0,亿次,58.0,小时,32.0,部,25.0,部,腾讯数据研究,https://v.qq.com,,
2021-02,优酷,20.0,亿次,30.0,小时,15.0,部,8.0,部,优酷统计报告,https://www.youku.com,,
2020-10,Bilibili,28.0,亿次,37.5,小时,20.0,部,12.0,部,Bilibili分析团队,https://www.bilibili.com,,
2020-03,爱奇艺,45.0,亿次,43.0,小时,25.0,部,15.0,部,爱奇艺数据分析,https://www.iqiyi.com,,
