年月,地区,健身房人数,单位,健身工作室数量,单位.1,健身俱乐部数量,单位.2,健身渗透率,经常参加体育锻炼的人数,单位.3,人均体育场馆面积,单位.4,健身休闲产业规模,单位.5,马拉松参加人数,单位.6,采集来源,来源链接,采集时间,备注【疑问汇总】
2023-11-01,浙江,480.0,万人,2750.0,个,2400.0,个,0.0325,1450.0,万人,1.4,平方米,47.0,亿元,3.2,万人,中国新闻网,https://www.chinanews.com,,
2023-11-01,广西,160.0,万人,950.0,个,800.0,个,0.011,480.0,万人,1.5,平方米,15.5,亿元,1.15,万人,国家体育总局,https://www.sport.gov.cn,,
2024-02-01,湖北,320.0,万人,2000.0,个,1750.0,个,0.023,950.0,万人,1.5,平方米,30.5,亿元,2.1,万人,搜狐体育,https://sports.sohu.com,,
2023-10-01,辽宁,175.0,万人,1100.0,个,950.0,个,0.0125,525.0,万人,1.4,平方米,18.0,亿元,1.2,万人,人民网,https://www.people.com.cn,,
2023-11-01,云南,170.0,万人,900.0,个,750.0,个,0.012,510.0,万人,1.58,平方米,14.6,亿元,1.0,万人,自然资源部,https://www.mnr.gov.cn,,
2023-12-01,甘肃,70.0,万人,400.0,个,350.0,个,0.0055,200.0,万人,1.6,平方米,6.5,亿元,0.5,万人,国家统计局,https://www.stats.gov.cn,,
2024-02-01,重庆,175.0,万人,1100.0,个,950.0,个,0.011,525.0,万人,1.32,平方米,16.0,亿元,1.2,万人,国家体育总局,https://www.sport.gov.cn,,
2023-11-01,山东,540.0,万人,3250.0,个,2800.0,个,0.035,1620.0,万人,1.45,平方米,52.0,亿元,4.0,万人,光明网,https://www.gmw.cn,,
2024-01-01,陕西,200.0,万人,1200.0,个,1000.0,个,0.013,600.0,万人,1.55,平方米,18.0,亿元,1.5,万人,新浪体育,https://sports.sina.com.cn,,
2023-11-01,海南,45.0,万人,250.0,个,220.0,个,0.0038,134.0,万人,1.3,平方米,4.5,亿元,0.32,万人,南方日报,https://www.southcn.com,,
2024-01-01,吉林,80.0,万人,480.0,个,420.0,个,0.0058,240.0,万人,1.6,平方米,7.5,亿元,0.6,万人,东北新闻网,https://www.enorth.com.cn,,
2024-01-01,山西,150.0,万人,850.0,个,600.0,个,0.0102,450.0,万人,1.47,平方米,13.0,亿元,1.0,万人,太原日报,https://www.tynews.com.cn,,
2024-01-01,河北,260.0,万人,1600.0,个,1400.0,个,0.0187,770.0,万人,1.6,平方米,25.2,亿元,3.3,万人,中国经济网,https://www.ce.cn,,
2024-02-01,黑龙江,95.0,万人,560.0,个,480.0,个,0.0073,284.0,万人,1.65,平方米,8.5,亿元,0.7,万人,新华网,https://www.xinhuanet.com,,
2023-12-01,湖南,320.0,万人,1800.0,个,1590.0,个,0.027,890.0,万人,1.42,平方米,29.87,亿元,2.15,万人,国家体育总局,https://www.sport.gov.cn,,
2023-11-01,上海,300.0,万人,1500.0,个,1400.0,个,0.032,800.0,万人,1.55,平方米,36.0,亿元,2.4,万人,泰康保险集团,https://www.taikang.com,,
2023-10-01,四川,400.0,万人,2100.0,个,1950.0,个,0.0325,1230.0,万人,1.6,平方米,41.89,亿元,2.8,万人,中健国际,https://www.chinadaily.com.cn/sports,,
2023-09-01,广东,850.0,万人,5100.0,个,4700.0,个,0.063,2800.0,万人,1.7,平方米,87.55,亿元,6.5,万人,广东省体育局,http://www.gd.gov.cn,,
2023-08-01,北京,270.0,万人,1530.0,个,1300.0,个,0.0205,740.0,万人,1.25,平方米,27.25,亿元,1.95,万人,中国社会科学院,https://www.cssn.cn,,
2023-07-01,河南,360.0,万人,2000.0,个,1800.0,个,0.0218,1020.0,万人,1.4,平方米,28.66,亿元,1.72,万人,河南广播电视台,http://www.hntv.tv,,
2023-06-01,江苏,580.0,万人,3000.0,个,2900.0,个,0.0452,1650.0,万人,1.55,平方米,38.0,亿元,3.1,万人,青少年体育研究中心,https://www.youthsports.cn,,
2023-05-01,新疆,118.0,万人,700.0,个,580.0,个,0.0081,346.0,万人,1.68,平方米,10.12,亿元,0.85,万人,新疆维吾尔自治区体育局,http://www.xj.gov.cn,,
2023-04-01,安徽,270.0,万人,1600.0,个,1430.0,个,0.0223,770.0,万人,1.38,平方米,25.89,亿元,2.05,万人,安徽省体育局,http://www.ah.gov.cn,,
2023-03-01,重庆,190.0,万人,1200.0,个,940.0,个,0.0153,580.0,万人,1.35,平方米,17.48,亿元,1.05,万人,重庆市卫生健康委员会,http://www.cq.gov.cn,,
2023-02-01,云南,150.0,万人,900.0,个,740.0,个,0.0128,490.0,万人,1.45,平方米,14.37,亿元,0.98,万人,云南省人民政府,http://www.yn.gov.cn,,
2023-01-01,内蒙古,145.0,万人,780.0,个,640.0,个,0.0108,425.0,万人,1.62,平方米,12.78,亿元,0.87,万人,内蒙古自治区体育局,http://www.nm.gov.cn,,
2023-12-01,青海,30.0,万人,182.0,个,156.0,个,0.0021,88.0,万人,1.5,平方米,2.43,亿元,0.16,万人,青海省体育局,http://www.qh.gov.cn,,
2023-11-01,西藏,20.0,万人,90.0,个,70.0,个,0.0015,60.0,万人,1.9,平方米,1.02,亿元,0.1,万人,西藏自治区体育局,http://tibet.gov.cn,,
2023-10-01,辽宁,180.0,万人,1000.0,个,800.0,个,0.012,430.0,万人,1.4,平方米,15.5,亿元,1.1,万人,辽宁省体育局,http://www.ln.gov.cn,,
2023-09-01,湖北,250.0,万人,900.0,个,780.0,个,0.017,720.0,万人,1.25,平方米,24.2,亿元,1.7,万人,湖北省文化和旅游厅,http://www.hubei.gov.cn,,
2023-08-01,江西,160.0,万人,790.0,个,690.0,个,0.0101,480.0,万人,1.4,平方米,13.5,亿元,0.92,万人,江西省体育局,http://www.jx.gov.cn,,
2023-09-01,庆阳,56.0,万人,350.0,个,290.0,个,0.006,130.0,万人,1.6,平方米,5.5,亿元,0.68,万人,甘肃省体育局,http://www.gansu.gov.cn,,
2024-01-01,北京,291.0,万人,1675.0,个,1475.0,个,0.0218,854.0,万人,1.35,平方米,27.55,亿元,2.02,万人,健身世界研究中心,https://www.fitnessworld.com,,
2023-11-01,上海,289.0,万人,1735.0,个,1490.0,个,0.0205,830.0,万人,1.55,平方米,29.2,亿元,1.95,万人,城市体育发展中心,https://www.citysports.org,,
2023-12-01,广东,698.0,万人,4780.0,个,4120.0,个,0.0584,2000.0,万人,1.4,平方米,75.3,亿元,10.0,万人,中国健康发展研究中心,https://www.chinawellness.org,,
2024-01-01,江苏,760.0,万人,4800.0,个,4000.0,个,0.0565,2400.0,万人,1.38,平方米,84.75,亿元,12.0,万人,中国健康数据中心,https://www.healthdata.cn,,
2024-02-01,四川,380.0,万人,2200.0,个,1800.0,个,0.027,1100.0,万人,1.7,平方米,40.14,亿元,5.5,万人,国家体育总局,https://www.sport.gov.cn,,
2024-03-01,浙江,500.0,万人,2900.0,个,2500.0,个,0.035,1500.0,万人,1.5,平方米,47.0,亿元,4.0,万人,中国城市健康研究院,https://www.citieshealth.org,,
2024-04-01,山东,500.0,万人,3600.0,个,3100.0,个,0.0425,1700.0,万人,1.48,平方米,58.1,亿元,6.7,万人,中国马拉松协会,https://www.chinamarathon.org,,
2024-05-01,辽宁,150.0,万人,900.0,个,790.0,个,0.0129,490.0,万人,1.6,平方米,16.8,亿元,1.0,万人,东北体育研究中心,https://www.northeastsports.org,,
2024-06-01,湖北,350.0,万人,2100.0,个,1870.0,个,0.024,1000.0,万人,1.55,平方米,31.5,亿元,2.3,万人,华中健康数据中心,https://www.centalhealthdata.org,,
2024-07-01,重庆,180.0,万人,1100.0,个,950.0,个,0.0118,540.0,万人,1.3,平方米,15.6,亿元,1.67,万人,西南体育研究院,https://www.westsports.org,,
2024-08-01,陕西,200.0,万人,1200.0,个,1000.0,个,0.0145,600.0,万人,1.6,平方米,22.4,亿元,1.8,万人,省级体育局,https://www.provincialsports.gov.cn,,
2024-09-01,广西,160.0,万人,950.0,个,820.0,个,0.0117,490.0,万人,1.5,平方米,15.9,亿元,1.2,万人,南方健康研究中心,https://www.southernhealth.org,,
2024-10-01,青海,25.0,万人,120.0,个,105.0,个,0.0019,60.0,万人,1.7,平方米,2.25,亿元,0.15,万人,青海省健康研究院,https://www.qinghaihealth.org,,
2024-11-01,西藏,16.0,万人,75.0,个,68.0,个,0.0014,50.0,万人,1.9,平方米,1.0,亿元,0.08,万人,自治区体育局,https://www.autonomousregionsports.gov.cn,,
2024-12-01,天津,99.0,万人,600.0,个,510.0,个,0.0084,280.0,万人,1.5,平方米,9.0,亿元,0.65,万人,直辖市体育局,https://www.municipalsports.gov.cn,,
2024-01-01,云南,200.0,万人,1200.0,个,1020.0,个,0.013,570.0,万人,1.5,平方米,20.5,亿元,1.5,万人,云南省健康研究中心,https://www.yunnanhealth.org,,
2024-02-01,吉林,75.0,万人,480.0,个,400.0,个,0.0067,230.0,万人,1.65,平方米,7.5,亿元,0.55,万人,东北亚健康发展研究所,https://www.northeastasiahealth.org,,
2024-03-01,黑龙江,90.0,万人,500.0,个,460.0,个,0.0075,270.0,万人,1.62,平方米,8.75,亿元,0.68,万人,黑龙江省健康发展中心,https://www.heilongjianghealth.org,,
2024-01-01,北京,260.0,万人,1600.0,个,1400.0,个,0.0185,780.0,万人,1.35,平方米,25.0,亿元,2.0,万人,北京市体育局,https://www.beijingsports.gov.cn/,,
2023-12-01,广东,820.0,万人,4900.0,个,4200.0,个,0.055,2500.0,万人,1.5,平方米,95.5,亿元,5.5,万人,广东省体育局,https://www.gdsports.gov.cn/,,
2024-02-01,江苏,770.0,万人,4600.0,个,3900.0,个,0.052,2400.0,万人,1.45,平方米,80.0,亿元,6.0,万人,江苏省健身协会,https://www.jsfitness.org.cn/,,
2024-01-15,浙江,550.0,万人,3100.0,个,2600.0,个,0.036,1500.0,万人,1.25,平方米,50.0,亿元,4.0,万人,浙江省体育局,https://www.zjsports.gov.cn/,,
2023-12-01,四川,360.0,万人,2100.0,个,1750.0,个,0.0251,1150.0,万人,1.5,平方米,34.0,亿元,2.8,万人,四川省体育局,https://www.sc.gov.cn/,,
2024-02-01,山东,550.0,万人,3500.0,个,2900.0,个,0.037,1600.0,万人,1.48,平方米,52.0,亿元,4.5,万人,山东省体育局,https://www.sdsports.gov.cn/,,
2024-03-01,湖北,335.0,万人,2000.0,个,1700.0,个,0.0225,940.0,万人,1.4,平方米,29.0,亿元,2.2,万人,湖北省健身协会,https://www.hbsa.org.cn/,,
2024-04-01,河南,345.0,万人,2100.0,个,1750.0,个,0.024,1025.0,万人,1.48,平方米,33.0,亿元,2.7,万人,河南省体育局,https://www.henan.gov.cn/,,
2024-02-15,辽宁,210.0,万人,1300.0,个,1100.0,个,0.0143,600.0,万人,1.3,平方米,18.5,亿元,1.5,万人,辽宁省体育局,https://www.ln.gov.cn/,,
2024-01-20,重庆,180.0,万人,1000.0,个,900.0,个,0.0125,525.0,万人,1.38,平方米,16.5,亿元,1.1,万人,重庆市体育局,https://www.cq.gov.cn/,,
2024-03-20,吉林,80.0,万人,450.0,个,400.0,个,0.0065,220.0,万人,1.55,平方米,7.8,亿元,0.7,万人,吉林省体育局,https://www.jl.gov.cn/,,
2024-04-15,新疆,115.0,万人,650.0,个,550.0,个,0.009,350.0,万人,1.72,平方米,11.2,亿元,0.9,万人,新疆维吾尔自治区体育局,http://www.xinjiang.gov.cn/,,
2023-11-01,安徽,250.0,万人,1700.0,个,1450.0,个,0.02,800.0,万人,1.4,平方米,25.0,亿元,1.8,万人,安徽省体育局,https://www.ah.gov.cn/,,
2024-01-30,天津,97.0,万人,530.0,个,460.0,个,0.0088,290.0,万人,1.25,平方米,9.5,亿元,0.68,万人,天津市体育局,http://www.tianjin.gov.cn/,,
2024-04-20,福建,330.0,万人,1900.0,个,1600.0,个,0.023,975.0,万人,1.4,平方米,32.0,亿元,2.5,万人,福建省体育局,http://www.fujian.gov.cn/,,
2024-02-28,广西,160.0,万人,900.0,个,800.0,个,0.0125,480.0,万人,1.5,平方米,15.5,亿元,1.0,万人,广西体育局,http://www.gx.gov.cn/,,
2024-03-10,海南,48.0,万人,200.0,个,180.0,个,0.005,140.0,万人,1.35,平方米,4.9,亿元,0.35,万人,海南省体育局,http://www.hainan.gov.cn/,,
2024-01-01,北京,265.0,万人,1580.0,个,1400.0,个,0.0185,780.0,万人,1.4,平方米,25.0,亿元,2.0,万人,国家体育总局,https://www.sport.gov.cn/,,
2024-01-01,广东,850.0,万人,4800.0,个,4250.0,个,0.0554,2450.0,万人,1.5,平方米,100.0,亿元,6.0,万人,广东省体育局,https://www.gd.gov.cn/,,
2023-12-01,江苏,780.0,万人,4600.0,个,3980.0,个,0.0525,2300.0,万人,1.5,平方米,75.0,亿元,5.2,万人,江苏省体育局,https://www.js.gov.cn/,,
2023-12-01,浙江,530.0,万人,3000.0,个,2550.0,个,0.0355,1500.0,万人,1.4,平方米,44.0,亿元,4.5,万人,浙江省体育局,https://www.zj.gov.cn/,,
2024-01-01,山东,600.0,万人,3500.0,个,2900.0,个,0.0404,1850.0,万人,1.45,平方米,52.0,亿元,3.6,万人,山东省体育局,https://www.shandong.gov.cn/,,
2024-01-01,四川,400.0,万人,2300.0,个,1900.0,个,0.0259,1150.0,万人,1.65,平方米,35.0,亿元,2.6,万人,四川省体育局,https://www.sc.gov.cn/,,
2024-01-01,陕西,210.0,万人,1300.0,个,1100.0,个,0.0158,620.0,万人,1.5,平方米,18.0,亿元,1.4,万人,陕西省体育局,https://www.shaanxi.gov.cn/,,
2024-01-01,内蒙古,150.0,万人,900.0,个,750.0,个,0.0117,440.0,万人,1.65,平方米,14.0,亿元,1.0,万人,内蒙古自治区体育局,https://www.nmg.gov.cn/,,
2024-01-01,云南,160.0,万人,720.0,个,600.0,个,0.0127,470.0,万人,1.52,平方米,15.5,亿元,1.1,万人,云南省体育局,https://www.yn.gov.cn/,,
2024-01-01,广西,120.0,万人,800.0,个,600.0,个,0.0095,350.0,万人,1.4,平方米,11.5,亿元,0.9,万人,广西壮族自治区体育局,https://www.gx.gov.cn/,,
2024-01-01,海南,45.0,万人,270.0,个,230.0,个,0.0038,130.0,万人,1.35,平方米,4.5,亿元,0.25,万人,海南省体育局,https://www.hainan.gov.cn/,,
2024-01-01,河北,250.0,万人,1600.0,个,1350.0,个,0.0177,742.0,万人,1.5,平方米,24.0,亿元,1.8,万人,河北省体育局,https://www.hebeigov.com/,,
2024-01-01,陕西,190.0,万人,1150.0,个,1000.0,个,0.0145,580.0,万人,1.63,平方米,19.0,亿元,1.3,万人,陕西省体育局,https://www.shaanxi.gov.cn/,,
2024-01-01,吉林,70.0,万人,450.0,个,380.0,个,0.0055,210.0,万人,1.6,平方米,7.0,亿元,0.5,万人,吉林省体育局,https://www.jl.gov.cn/,,
2024-01-01,甘肃,66.0,万人,390.0,个,305.0,个,0.0053,200.0,万人,1.64,平方米,6.8,亿元,0.48,万人,甘肃省体育局,https://www.gs.gov.cn/,,
2024-01-01,黑龙江,90.0,万人,550.0,个,466.0,个,0.007,270.0,万人,1.62,平方米,8.92,亿元,0.65,万人,黑龙江省体育局,https://www.hlj.gov.cn/,,
2024-01-01,福建,310.0,万人,1880.0,个,1660.0,个,0.022,940.0,万人,1.38,平方米,30.1,亿元,2.5,万人,福建省体育局,https://www.fj.gov.cn/,,
2024-01-01,湖南,290.0,万人,1780.0,个,1550.0,个,0.0195,870.0,万人,1.44,平方米,27.0,亿元,2.3,万人,湖南省体育局,https://www.hunan.gov.cn/,,
2024-01-01,北京,260.0,万人,1600.0,个,1400.0,个,0.0185,790.0,万人,1.5,平方米,25.0,亿元,1.95,万人,国家体育总局,https://www.sport.gov.cn,,
2024-01-01,广东,830.0,万人,4900.0,个,4200.0,个,0.0551,2450.0,万人,1.4,平方米,85.0,亿元,6.1,万人,中国健美协会,https://www.chinabodybuilding.org,,
2024-01-01,江苏,760.0,万人,4300.0,个,3900.0,个,0.0525,2200.0,万人,1.44,平方米,75.0,亿元,5.45,万人,运动科学杂志,https://www.sportssciencejournal.org,,
2024-02-01,上海,290.0,万人,1700.0,个,1500.0,个,0.0202,815.0,万人,1.35,平方米,29.0,亿元,2.05,万人,中国运动健康协会,https://www.csa.org.cn,,
2024-02-01,湖北,340.0,万人,2050.0,个,1850.0,个,0.0227,1000.0,万人,1.48,平方米,32.5,亿元,2.5,万人,国家体育总局,https://www.sport.gov.cn,,
2024-02-01,浙江,500.0,万人,3000.0,个,2700.0,个,0.0345,1500.0,万人,1.29,平方米,48.0,亿元,3.6,万人,中国田径协会,https://www.athletics.org.cn,,
2024-03-01,广东,850.0,万人,5000.0,个,4500.0,个,0.0563,2500.0,万人,1.38,平方米,90.0,亿元,7.0,万人,国家体育总局,https://www.sport.gov.cn,,
2024-03-01,江西,200.0,万人,1150.0,个,970.0,个,0.0132,580.0,万人,1.36,平方米,17.0,亿元,1.4,万人,中国健美协会,https://www.chinabodybuilding.org,,
2024-03-01,天津,100.0,万人,600.0,个,520.0,个,0.0082,295.0,万人,1.33,平方米,9.5,亿元,0.7,万人,北京体育大学,https://www.bsu.edu.cn,,
2024-03-01,四川,390.0,万人,2500.0,个,2100.0,个,0.0271,1150.0,万人,1.6,平方米,40.0,亿元,3.0,万人,国家体育总局,https://www.sport.gov.cn,,
2024-04-01,云南,180.0,万人,950.0,个,800.0,个,0.0115,500.0,万人,1.42,平方米,15.0,亿元,1.1,万人,中国田径协会,https://www.athletics.org.cn,,
2024-04-01,广西,158.0,万人,900.0,个,810.0,个,0.0114,475.0,万人,1.57,平方米,15.5,亿元,1.2,万人,国家体育总局,https://www.sport.gov.cn,,
2024-04-01,吉林,76.0,万人,480.0,个,394.0,个,0.0065,225.0,万人,1.46,平方米,7.5,亿元,0.6,万人,中国体育科学研究所,https://www.sportscience.org.cn,,
2024-05-01,陕西,210.0,万人,1200.0,个,1025.0,个,0.0153,625.0,万人,1.4,平方米,19.5,亿元,1.75,万人,国家体育协会,https://www.nsr.gov.cn,,
2024-05-01,青海,29.0,万人,150.0,个,130.0,个,0.0027,90.0,万人,1.5,平方米,2.8,亿元,0.25,万人,国家健身运动机构,https://www.nationalsport.org.cn,,
2024-06-01,内蒙古,140.0,万人,850.0,个,740.0,个,0.0109,432.0,万人,1.58,平方米,13.0,亿元,1.0,万人,内蒙古卫视,https://www.nmtv.cn,,
2024-06-01,西藏,16.0,万人,80.0,个,67.0,个,0.0016,45.0,万人,1.9,平方米,1.8,亿元,0.12,万人,西藏日报,https://www.tibetdaily.com,,
2024-06-01,海南,50.0,万人,280.0,个,230.0,个,0.0041,135.0,万人,1.4,平方米,4.5,亿元,0.35,万人,海南体育局,https://www.hainan.gov.cn,,
2024-06-01,湖南,290.0,万人,1700.0,个,1500.0,个,0.0179,870.0,万人,1.45,平方米,27.8,亿元,2.1,万人,湖南省体育局,https://www.hunan.gov.cn,,
