受理号,合成生物技术名称,合成生物技术类型,注册分类,申请类型,承办日期,企业名称,联合申报企业名称,办理状态,状态开始时间,审评结论,规范企业名称,技术构成,企业名称(CDE),试验登记号,适用领域,规范企业名称.1,注册版本,采集来源,来源链接,采集时间,备注
11440300MB2D89201P/2024-00066,抗生素生产的合成生物学研究,生物技术,新药研发,初审,2023/9/8,成都生物医药公司,四川大学,审核中,2023-09-09,待审,成都生物医药公司,合成抗生素生物合成路径,成都生物医药公司,T20230811,制药、医疗,成都生物医药公司,V1.0,成都市科技局,http://www.cd.gov.cn/,2024-09-23,
11440300MB2D91287P/2024-00067,微生物生产的生物肥料技术,农业生物技术,农业应用,初审,2023/9/9,大连农业技术有限公司,大连理工大学,审核中,2023-09-10,待审,大连农业技术有限公司,微生物发酵生产,大连农业技术有限公司,T20230812,农业、环保,大连农业技术有限公司,V1.0,大连市科技局,http://www.dalian.gov.cn/,2024-09-23,
11440300MB2D10235P/2024-00068,合成疫苗候选物的开发,疫苗合成,新药研发,初审,2023/9/1,深圳生物创新技术有限公司,深圳市疾病预防控制中心,审核中,2023-09-02,待审,深圳生物创新技术有限公司,重组蛋白合成,深圳生物创新技术有限公司,T20230805,疫苗、免疫治疗,深圳生物创新技术有限公司,V1.0,深圳市科技委员会,https://www.sz.gov.cn/,2024-09-23,
11440300MB2D21846P/2024-00069,植物基因调控技术,基因调控,新技术,初审,2023/9/1,南京农业科技有限公司,南京农业大学,审核中,2023-09-02,待审,南京农业科技有限公司,基因编辑与植物抗逆性,南京农业科技有限公司,T20230806,农业、食品安全,南京农业科技有限公司,V1.0,江苏省科技局,https://www.jiangsu.gov.cn/,2024-09-23,
11440300MB2D30154P/2024-00070,合成微生物代谢工厂,代谢工程,新技术,初审,2023/9/1,杭州生态工程公司,浙江大学生物工程研究所,审核中,2023-09-02,待审,杭州生态工程公司,合成生物学与代谢途径优化,杭州生态工程公司,T20230807,生物燃料、化工,杭州生态工程公司,V1.0,浙江省科技厅,https://www.zj.gov.cn/,2024-09-23,
11440301MB2D27883P/2024-00061,合成生物传感器技术,生物传感,新技术,初审,2023/9/1,武汉智能技术公司,武汉大学生物技术研究中心,审核中,2023-09-02,待审,武汉智能技术公司,生物传感器与智能检测,武汉智能技术公司,T20230808,环境监测、健康检测,武汉智能技术公司,V1.0,湖北省科技局,https://www.hubei.gov.cn/,2024-09-23,
11440302MB2D27884P/2024-00062,合成细胞器的设计,细胞生物学,基础研究,初审,2023/9/1,天津前沿科技公司,天津大学生物科学研究院,审核中,2023-09-02,待审,天津前沿科技公司,细胞工程与合成细胞器,天津前沿科技公司,T20230809,基础生物研究,天津前沿科技公司,V1.0,天津市科学技术委员会,https://www.tianjin.gov.cn/,2024-09-23,
11440303MB2D27885P/2024-00063,合成生物催化剂的开发,生物催化,新技术,初审,2023/9/1,厦门现代生物科技有限公司,厦门大学化学系,审核中,2023-09-02,待审,厦门现代生物科技有限公司,酶工程与催化',厦门现代生物科技有限公司,T20230810,化工、材料,厦门现代生物科技有限公司,V1.0,福建省科技厅,https://www.fujian.gov.cn/,2024-09-23,
11440304MB2D27886P/2024-00064,合成生物药物的开发,生物制药,新药研发,初审,2023/9/1,郑州生物制药有限公司,河南省医学科学院,审核中,2023-09-02,待审,郑州生物制药有限公司,生物药物合成与提纯,郑州生物制药有限公司,T20230811,医疗、医学研发,郑州生物制药有限公司,V1.0,河南省科技厅,https://www.henan.gov.cn/,2024-09-23,
11440305MB2D27887P/2024-00065,合成细胞治疗技术,细胞治疗,新药研发,初审,2023/9/1,重庆生物医药技术公司,重庆医科大学,审核中,2023-09-02,待审,重庆生物医药技术公司,细胞基因治疗技术,重庆生物医药技术公司,T20230812,医疗、临床应用,重庆生物医药技术公司,V1.0,重庆市科技局,https://www.cq.gov.cn/,2024-09-23,
11440306MB2D27888P/2024-00066,可持续生物燃料生产技术,生物能源,新技术,初审,2023/9/5,深圳清洁能源公司,深圳农业科技研究中心,审核中,2023-09-06,待审,深圳清洁能源公司,微藻发酵技术,深圳清洁能源公司,T20230805,能源、环境,深圳清洁能源公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/zgsz/gkmlpt/index.html,2024-09-23,
11440307MB2D27889P/2024-00067,植物基因组编辑与优化技术,基因编辑,新技术,初审,2023/9/10,南京农科集团,南京农业大学,审核中,2023-09-11,待审,南京农科集团,CRISPR技术优化,南京农科集团,T20230806,农业、生物科技,南京农科集团,V1.0,江苏省科技厅,http://www.jst.gov.cn/,2024-09-23,
11440308MB2D27890P/2024-00068,合成生物药物交付系统,药物递送,新药研发,初审,2023/9/15,杭州制药技术有限公司,杭州医科大学,审核中,2023-09-16,待审,杭州制药技术有限公司,纳米载药系统,杭州制药技术有限公司,T20230807,医疗、制药,杭州制药技术有限公司,V1.0,浙江省科技厅,https://www.zj.gov.cn/,2024-09-23,
11440309MB2D27891P/2024-00069,海洋生物碳捕集技术,环境监测,环保技术,初审,2023/9/20,青岛环境科技公司,青岛海洋科学与技术试点示范中心,审核中,2023-09-21,待审,青岛环境科技公司,海藻二氧化碳吸收,青岛环境科技公司,T20230808,环境保护、气候变化,青岛环境科技公司,V1.0,山东省环保局,http://www.sdein.gov.cn/,2024-09-23,
11440310MB2D27892P/2024-00070,多肽合成与应用技术,生物制药,新技术,初审,2023/9/25,郑州生物技术研究院,郑州大学,审核中,2023-09-26,待审,郑州生物技术研究院,固相肽合成,郑州生物技术研究院,T20230809,制药、医疗,郑州生物技术研究院,V1.0,河南省科技厅,http://www.henan.gov.cn/,2024-09-23,
14560201MB3F39190Q/2025-00122,智能合成生物系统,合成生物学,新技术,初审,2023/9/30,上海智能技术有限公司,复旦大学,审核中,2023-10-01,待审,上海智能技术有限公司,模块化生物构件整合,上海智能技术有限公司,T20230810,医疗、环境,上海智能技术有限公司,V1.0,上海市科技创新委员会,https://www.stcsm.sh.gov.cn/,2024-09-23,
13820405MB7G48213R/2023-00445,合成生物塑料技术,生物材料,新技术,初审,2023/10/5,武汉新材料有限公司,武汉科技大学,审核中,2023-10-06,待审,武汉新材料有限公司,生物聚合物合成,武汉新材料有限公司,T20230811,环境、材料科学,武汉新材料有限公司,V1.0,湖北省科技厅,http://www.hubei.gov.cn/,2024-09-23,
11790203MB4C57975K/2024-00231,合成生物修复技术,环境修复,环保技术,初审,2023/10/10,天津生态科技有限公司,天津环境科学研究院,审核中,2023-10-11,待审,天津生态科技有限公司,微生物修复,天津生态科技有限公司,T20230812,环境修复、污水处理,天津生态科技有限公司,V1.0,天津市科技局,http://www.tianjin.gov.cn/,2024-09-23,
15430500MB6H62482M/2025-00367,基于合成生物学的癌症免疫治疗,细胞治疗,新药研发,初审,2023/9/5,深圳医学科技公司,深圳大学生物医学研究中心,审核中,2023-09-06,待审,深圳医学科技公司,CAR-T细胞技术,深圳医学科技公司,T20230805,医学、肿瘤,深圳医学科技公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
12490709MB2T48273J/2023-00098,基因组编辑的动物繁殖技术,基因编辑,农业技术,初审,2023/9/7,天津现代农业科技有限公司,天津农学院,审核中,2023-09-08,待审,天津现代农业科技有限公司,基因编辑技术,天津现代农业科技有限公司,T20230806,农业、畜牧业,天津现代农业科技有限公司,V1.0,天津市科学技术局,http://www.tianjin.gov.cn/,2024-09-23,
16380402MB1D75359Q/2025-00512,合成生物技术在生物燃料中的应用,能源技术,可再生能源,初审,2023/9/10,重庆绿色能源科技公司,重庆大学能源与动力工程学院,审核中,2023-09-11,待审,重庆绿色能源科技公司,转基因微生物,重庆绿色能源科技公司,T20230807,能源、环保,重庆绿色能源科技公司,V1.0,重庆市科学技术委员会,http://www.cq.gov.cn/,2024-09-23,
13120307MB8A39562P/2024-00176,智能合成生物技术的个性化疫苗开发,疫苗研发,新药研发,初审,2023/9/12,武汉疫苗生物技术公司,华中科技大学生物医学工程学院,审核中,2023-09-13,待审,武汉疫苗生物技术公司,抗原设计与合成,武汉疫苗生物技术公司,T20230808,公共卫生、疫苗,武汉疫苗生物技术公司,V1.0,武汉市科学技术局,http://www.wuhan.gov.cn/,2024-09-23,
14580704MB9E28430R/2023-00645,合成微生物用于水体污染治理,环境生物技术,环境保护,初审,2023/9/15,苏州水资源科技有限公司,苏州大学环境科学学院,审核中,2023-09-16,待审,苏州水资源科技有限公司,合成微生物群落,苏州水资源科技有限公司,T20230809,水资源管理,苏州水资源科技有限公司,V1.0,江苏省科学技术厅,https://www.js.gov.cn/,2024-09-23,
12680712MB3E48994T/2024-00071,合成生物技术助力农业气候适应性研究,农业生物技术,农业技术,初审,2023/9/18,哈尔滨农业科技公司,东北农业大学,审核中,2023-09-19,待审,哈尔滨农业科技公司,转基因作物,哈尔滨农业科技公司,T20230810,农业、气候变化,哈尔滨农业科技公司,V1.0,黑龙江省科学技术厅,http://www.hlj.gov.cn/,2024-09-23,
13890544MB5F59201H/2024-00082,合成生物技术在水稻抗病性增强中的应用,植物基因工程,农业技术,初审,2023/9/20,西安农业生物科技公司,西北农林科技大学,审核中,2023-09-21,待审,西安农业生物科技公司,基因转化技术,西安农业生物科技公司,T20230811,农业、食品安全,西安农业生物科技公司,V1.0,陕西省科学技术厅,http://www.shaanxi.gov.cn/,2024-09-23,
15432178MB7G68420L/2024-00093,基于合成生物技术的高级生物材料开发,材料科技,新材料研发,初审,2023/9/25,佛山现代材料科技公司,广东工业大学材料学院,审核中,2023-09-26,待审,佛山现代材料科技公司,生物基聚合物,佛山现代材料科技公司,T20230812,材料科学、环保,佛山现代材料科技公司,V1.0,广东省科学技术厅,http://www.gd.gov.cn/,2024-09-23,
16420992MB9H75983R/2024-00104,合成微生物氢气生产技术,能源生物技术,可再生能源,初审,2023/9/10,深圳新能源有限公司,深圳大学生物工程研究中心,审核中,2023-09-11,待审,深圳新能源有限公司,微生物发酵过程,深圳新能源有限公司,T20230805,能源,深圳新能源有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
17735465MB1I89024D/2024-00115,合成生物农业增产技术,农业生物技术,新技术,初审,2023/9/10,南京农科院生物技术中心,江苏省农业科技有限公司,审核中,2023-09-11,待审,南京农科院生物技术中心,植物基因改良,南京农科院生物技术中心,T20230806,农业,南京农科院生物技术中心,V1.0,国家农业科研中心,https://www.naas.gov.cn/,2024-09-23,
18912640MB3J90354Q/2024-00126,合成医用生物材料技术,生物材料,医疗器械,初审,2023/9/12,重庆医学创新公司,重庆大学生物材料研究所,审核中,2023-09-13,待审,重庆医学创新公司,生物相容性材料,重庆医学创新公司,T20230807,医疗,重庆医学创新公司,V1.0,重庆市技术局,https://www.cq.gov.cn/,2024-09-23,
19781250MB5K17456Z/2024-00137,合成抗病毒药物开发技术,药物研发,新药开发,初审,2023/9/12,杭州生物制药有限公司,浙江大学药学系,审核中,2023-09-13,待审,杭州生物制药有限公司,小分子药物合成,杭州生物制药有限公司,T20230808,医疗、公共卫生,杭州生物制药有限公司,V1.0,浙江省科技厅,https://www.zj.gov.cn/,2024-09-23,
20145731MB4L24678K/2024-00148,新型合成生物塑料制造技术,生态材料,可持续发展,初审,2023/9/15,武汉环保科技公司,华中科技大学生态研究所,审核中,2023-09-16,待审,武汉环保科技公司,生物分解性塑料合成,武汉环保科技公司,T20230809,塑料行业,武汉环保科技公司,V1.0,武汉市科技局,https://www.wh.gov.cn/,2024-09-23,
21423684MB6M35789X/2024-00159,合成酵母天然香料生产技术,食品生物技术,食品开发,初审,2023/9/15,厦门食品创新科技公司,厦门大学食品科学研究中心,审核中,2023-09-16,待审,厦门食品创新科技公司,香料合成与提取,厦门食品创新科技公司,T20230810,食品,厦门食品创新科技公司,V1.0,厦门市科技局,https://www.xm.gov.cn/,2024-09-23,
22561182MB8N46512J/2024-00170,生物合成青蒿素生产技术,药物生产,新药研发,初审,2023/9/16,成都生物医药公司,四川大学药学院,审核中,2023-09-17,待审,成都生物医药公司,青蒿素提取改良,成都生物医药公司,T20230811,医疗、抗疟疾,成都生物医药公司,V1.0,四川省科学技术厅,https://www.sc.gov.cn/,2024-09-23,
12450801MB3F38991Q/2024-00012,海洋生物资源冷冻保存技术,资源保护,环境保护,初审,2023/9/20,海南海洋科技公司,海南大学海洋研究所,审核中,2023-09-21,待审,海南海洋科技公司,生物样品冷冻保存,海南海洋科技公司,T20230812,海洋保护,海南海洋科技公司,V1.0,海南省科技厅,https://www.hainan.gov.cn/,2024-09-23,
13340912MB6H47803L/2024-00089,合成微生物驱虫剂,微生物技术,农业新技术,初审,2023/9/5,南昌农业科技公司,南昌大学农业研究所,审核中,2023-09-06,待审,南昌农业科技公司,基因改造微生物,南昌农业科技公司,T20230805,农业,南昌农业科技公司,V1.0,江西省科学技术厅,https://jxs.gov.cn,2024-09-23,
14561203MB8J16754T/2024-00034,高效蛋白质合成平台,合成生物学,新技术,初审,2023/9/10,杭州生物科技公司,浙江大学生命科学学院,审核中,2023-09-11,待审,杭州生物科技公司,蛋白合成构建,杭州生物科技公司,T20230806,制药、研究,杭州生物科技公司,V1.0,浙江省科技厅,https://zj.gov.cn,2024-09-23,
15982300MB2K21567R/2024-00077,针对性抗体开发技术,抗体技术,生物医药,初审,2023/9/12,北京生物制药有限公司,中国科学院生物物理研究所,审核中,2023-09-13,待审,北京生物制药有限公司,单克隆抗体技术,北京生物制药有限公司,T20230807,医疗、临床,北京生物制药有限公司,V1.0,国家食品药品监督管理局,https://www.nmpa.gov.cn,2024-09-23,
17293404MB9C28439W/2024-00045,智能化细胞培养系统,细胞工程,生物制造,初审,2023/9/15,天津细胞技术公司,天津科技大学生命科学系,审核中,2023-09-16,待审,天津细胞技术公司,自动化细胞培养,天津细胞技术公司,T20230808,制药、研究,天津细胞技术公司,V1.0,天津市科技委员会,https://www.tj.gov.cn,2024-09-23,
78451230MB3A36584Q/2024-00123,微生物生物燃料生产技术,生物能源,可再生能源,初审,2023/9/20,郑州绿色能源公司,河南农业大学环境工程学院,审核中,2023-09-21,待审,郑州绿色能源公司,微生物代谢路径优化,郑州绿色能源公司,T20230809,能源、环境保护,郑州绿色能源公司,V1.0,河南省科技厅,https://www.henan.gov.cn,2024-09-23,
23670480MB1B46791K/2024-00789,可控基因表达系统,基因工程,新技术,初审,2023/9/22,深圳合成生物科技公司,深圳大学生物学院,审核中,2023-09-23,待审,深圳合成生物科技公司,基因调控元件设计,深圳合成生物科技公司,T20230810,医疗、科研,深圳合成生物科技公司,V1.0,广东省科技厅,https://www.gd.gov.cn,2024-09-23,
18790240MB4C45820R/2024-00456,植物病害智能防治技术,农业生物技术,农业新技术,初审,2023/9/25,青岛农业科技公司,青岛理工大学生物技术中心,审核中,2023-09-26,待审,青岛农业科技公司,植物免疫增强剂,青岛农业科技公司,T20230811,农业,青岛农业科技公司,V1.0,山东省科技厅,https://www.shandong.gov.cn,2024-09-23,
46985370MB2E67901M/2024-00321,细胞疗法的合成生物技术,细胞生物技术,生物医药,初审,2023/9/30,南京生物医药公司,南京医科大学细胞研究中心,审核中,2023-10-01,待审,南京生物医药公司,细胞重编程技术,南京生物医药公司,T20230812,医疗、再生医学,南京生物医药公司,V1.0,江苏省科学技术厅,https://www.jiangsu.gov.cn,2024-09-23,
56201340MB3D23567T/2024-00234,食品安全基因检测技术,基因检测,食品安全,初审,2023/9/5,深圳食品科技有限公司,深圳农业研究中心,审核中,2023-09-06,待审,深圳食品科技有限公司,基因组测序,深圳食品科技有限公司,T20230805,食品安全,深圳食品科技有限公司,V1.0,深圳市市场监督管理局,https://www.sz.gov.cn/,2024-09-23,
93114620MB1A89052Y/2024-00567,生物基材料开发技术,新材料,新技术,初审,2023/9/7,杭州新材料科技有限公司,杭州市材料研究院,审核中,2023-09-08,待审,杭州新材料科技有限公司,生物降解塑料,杭州新材料科技有限公司,T20230806,环保、材料,杭州新材料科技有限公司,V1.0,杭州市科技委员会,http://www.hangzhou.gov.cn/,2024-09-23,
30176480MB5F12345H/2024-00890,智能化细胞培养系统,细胞工程,生物制药,初审,2023/9/10,南京生物制药公司,南京医科大学,审核中,2023-09-11,待审,南京生物制药公司,智能微环境调控,南京生物制药公司,T20230807,医疗、生物制药,南京生物制药公司,V1.0,江苏省科学技术厅,http://st.jiangsu.gov.cn/,2024-09-23,
80032160MB2C45678S/2024-00912,植物基因组编辑农业技术,农业生物技术,新技术,初审,2023/9/12,天津农业科技股份有限公司,天津农学院,审核中,2023-09-13,待审,天津农业科技股份有限公司,CRISPR-Cas12,天津农业科技股份有限公司,T20230808,农业、食品生产,天津农业科技股份有限公司,V1.0,天津市科学技术委员会,http://www.tianjin.gov.cn/,2024-09-23,
71520240MB4B78901N/2024-00678,合成生物燃料技术,新能源,环境保护,初审,2023/9/14,青岛新能源科技有限公司,青岛能源研究院,审核中,2023-09-15,待审,青岛新能源科技有限公司,微生物转化,青岛新能源科技有限公司,T20230809,环境、能源,青岛新能源科技有限公司,V1.0,青岛市科技局,http://www.qd.gov.cn/,2024-09-23,
42786150MB3D23482F/2024-00111,合成生物诊断试剂技术,生物诊断,医疗技术,初审,2023/9/16,郑州生物医药公司,郑州大学,审核中,2023-09-17,待审,郑州生物医药公司,合成抗体,郑州生物医药公司,T20230810,医疗、健康,郑州生物医药公司,V1.0,河南省科技厅,http://www.henan.gov.cn/,2024-09-23,
84250129MB3E19462T/2024-00123,人造器官技术,组织工程,新技术,初审,2023/9/18,武汉先进材料研究所,武汉科技大学,审核中,2023-09-19,待审,武汉先进材料研究所,3D生物打印,武汉先进材料研究所,T20230811,医疗、再生医学,武汉先进材料研究所,V1.0,湖北省科学技术厅,http://www.hubei.gov.cn/,2024-09-23,
75540210MB8C26789Q/2024-00547,可降解塑料生物合成技术,环境材料,可持续发展,初审,2023/9/20,厦门环保科技有限公司,厦门大学环境科学学院,审核中,2023-09-21,待审,厦门环保科技有限公司,微生物发酵,厦门环保科技有限公司,T20230812,环保和材料科学,厦门环保科技有限公司,V1.0,福建省科技厅,http://www.fujian.gov.cn/,2024-09-23,
63894721MB5A37954R/2024-00319,合成生物技术在植物营养中的应用,植物生物技术,新技术,初审,2023/9/5,西安农业科技公司,西北农林科技大学,审核中,2023-09-06,待审,西安农业科技公司,基因增强型植物营养,西安农业科技公司,T20230805,农业、肥料,西安农业科技公司,V1.0,陕西省科学技术厅,http://sxt.xa.gov.cn,2024-09-23,
91234534MB7F48218K/2024-00286,抗体药物的合成生物技术,生物医药,新药研发,初审,2023/9/10,深圳生物医药公司,深圳大学,审核中,2023-09-11,待审,深圳生物医药公司,单克隆抗体合成,深圳生物医药公司,T20230806,医疗、抗体治疗,深圳生物医药公司,V1.0,广东省科技局,http://gdsti.gd.gov.cn,2024-09-23,
49321685MB1D34567J/2024-00701,合成微生物用于废水处理,微生物技术,环境保护,初审,2023/9/12,杭州环境科技有限公司,浙江省环境科学研究院,审核中,2023-09-13,待审,杭州环境科技有限公司,废水微生物降解,杭州环境科技有限公司,T20230807,环境修复、水处理,杭州环境科技有限公司,V1.0,浙江省科技厅,http://zj.gov.cn/xxgk/,2024-09-23,
23451200MB3E38984P/2024-00075,合成生物技术在疫苗开发中的应用,疫苗技术,新药研发,初审,2023/9/15,武汉疫苗科技公司,华中科技大学,审核中,2023-09-16,待审,武汉疫苗科技公司,重组疫苗设计与合成,武汉疫苗科技公司,T20230808,医疗、疫苗,武汉疫苗科技公司,V1.0,湖北省科技厅,http://hubei.gov.cn,2024-09-23,
34562301MB4F49095P/2024-00082,生物合成胶原蛋白技术,食品技术,新技术,初审,2023/9/20,南京食品科技有限公司,南京农业大学,审核中,2023-09-21,待审,南京食品科技有限公司,胶原蛋白合成工艺,南京食品科技有限公司,T20230809,食品、保健品,南京食品科技有限公司,V1.0,江苏省科技厅,http://js.gov.cn,2024-09-23,
45673412MB5G50106P/2024-00093,生物合成化肥技术,农业科技,新技术,初审,2023/9/25,天津农业科技开发公司,天津大学,审核中,2023-09-26,待审,天津农业科技开发公司,生物合成肥料,天津农业科技开发公司,T20230810,农业、环保,天津农业科技开发公司,V1.0,天津市科学技术局,http://tj.gov.cn,2024-09-23,
56784523MB6H61217P/2024-00101,个性化基因检测技术,医疗技术,健康管理,初审,2023/9/30,广州基因科技有限公司,中山大学,审核中,2023-10-01,待审,广州基因科技有限公司,个性化基因评估,广州基因科技有限公司,T20230811,医疗、健康管理,广州基因科技有限公司,V1.0,广州市科学技术局,http://gz.gov.cn,2024-09-23,
67895634MB7I72328P/2024-00114,细胞基因工程技术,细胞生物学,研究与开发,初审,2023/10/5,成都细胞科技公司,四川大学,审核中,2023-10-06,待审,成都细胞科技公司,细胞培养与基因编辑,成都细胞科技公司,T20230812,生物研究、制药,成都细胞科技公司,V1.0,成都市科学技术局,http://cd.gov.cn,2024-09-23,
78906745MB8J83439P/2024-00125,生物合成抗生素技术,医药科技,新药研发,初审,2023/10/10,合肥医药科技有限公司,合肥工业大学,审核中,2023-10-11,待审,合肥医药科技有限公司,抗生素合成工艺,合肥医药科技有限公司,T20230813,制药、医疗,合肥医药科技有限公司,V1.0,安徽省科技厅,http://ah.gov.cn,2024-09-23,
89017856MB9K94540P/2024-00138,植物生物反应器技术,植物工程,新技术,初审,2023/9/10,深圳绿色科技有限公司,深圳农业大学,审核中,2023-09-11,待审,深圳绿色科技有限公司,植物细胞培养,深圳绿色科技有限公司,T20230805,农业、环保,深圳绿色科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn,2024-09-23,
90128967MB0L05651P/2024-00146.,合成生物催化剂开发,催化工程,新技术,初审,2023/9/12,哈尔滨生物工程公司,哈尔滨工业大学,审核中,2023-09-13,待审,哈尔滨生物工程公司,酶嵌入载体,哈尔滨生物工程公司,T20230806,化工、制药,哈尔滨生物工程公司,V1.0,黑龙江省科学技术厅,http://www.hlj.gov.cn,2024-09-23,
22450401MB3E38993Q/2024-00061,微生物电解技术,环境技术,环境保护,初审,2023/9/10,青岛生态科技有限公司,青岛科技大学,审核中,2023-09-11,待审,青岛生态科技有限公司,电解反应堆,青岛生态科技有限公司,T20230807,水处理、环境修复,青岛生态科技有限公司,V1.0,青岛市科技局,http://www.qd.gov.cn,2024-09-23,
33460502MC4F49004R/2024-00062,生物过滤技术用于废气处理,环境技术,环境保护,初审,2023/9/15,杭州环保科技有限公司,杭州电子科技大学,审核中,2023-09-16,待审,杭州环保科技有限公司,生物膜反应器,杭州环保科技有限公司,T20230808,废气处理、环保,杭州环保科技有限公司,V1.0,浙江省科技厅,http://www.zj.gov.cn,2024-09-23,
44570613MD5G59115S/2024-00063,合成生物材料替代品开发,材料科学,新材料,初审,2023/9/20,南京生物材料公司,南京理工大学,审核中,2023-09-21,待审,南京生物材料公司,生物基聚合物,南京生物材料公司,T20230809,材料、包装,南京生物材料公司,V1.0,江苏省科技厅,http://www.jiangsu.gov.cn,2024-09-23,
55680724NE6H69226T/2024-00064,基因驱动技术开发,基因编辑,新技术,初审,2023/9/25,武汉生物工程公司,武汉大学,审核中,2023-09-26,待审,武汉生物工程公司,基因组编辑,武汉生物工程公司,T20230810,农业、生物安全,武汉生物工程公司,V1.0,湖北省科技厅,http://www.hubei.gov.cn,2024-09-23,
66790835OF7I80337U/2024-00065,合成生物传感器技术,传感器技术,新技术,初审,2023/9/28,天津精密科技有限公司,天津大学,审核中,2023-09-29,待审,天津精密科技有限公司,生物探针,天津精密科技有限公司,T20230811,医疗、环境监测,天津精密科技有限公司,V1.0,天津市科技局,http://www.tianjin.gov.cn,2024-09-23,
22350110AB3E37991Z/2024-00123,合成生物除草剂开发,农业技术,新技术,初审,2023/10/1,西安生态科技公司,西安科技大学,审核中,2023-10-02,待审,西安生态科技公司,非转基因技术,西安生态科技公司,T20230812,农业、环境保护,西安生态科技公司,V1.0,陕西省科技厅,http://www.shaanxi.gov.cn,2024-09-23,
33460220CD4F48102Q/2024-00245,合成生物药物新靶点发现技术,药物研发,新技术,初审,2023/9/5,深圳新药研发公司,深圳生物医药研究所,审核中,2023-09-06,待审,深圳新药研发公司,靶点筛选与验证,深圳新药研发公司,T20230805,医疗、肿瘤,深圳新药研发公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
44570330EF5G58213R/2024-00367,植物基因改良技术,基因编辑,新技术,初审,2023/9/5,南京农业科技公司,南京农业大学,审核中,2023-09-06,待审,南京农业科技公司,基因组编辑技术,南京农业科技公司,T20230806,农业、食品,南京农业科技公司,V1.0,江苏省科学技术厅,https://kjt.jiangsu.gov.cn/,2024-09-23,
55680440GH6H69324S/2024-00489,细胞疗法在肝病中的应用,细胞治疗,新药研发,初审,2023/9/5,杭州生物医药公司,浙江大学医学院,审核中,2023-09-06,待审,杭州生物医药公司,细胞来源及培养技术,杭州生物医药公司,T20230807,医疗、肝病,杭州生物医药公司,V1.0,浙江省科技厅,https://www.zj.gov.cn/,2024-09-23,
66790550IJ7I70435T/2024-00501,合成材料的生物降解技术,生物材料,新技术,初审,2023/9/5,青岛塑料科技公司,青岛大学材料学院,审核中,2023-09-06,待审,青岛塑料科技公司,生物基聚合物,青岛塑料科技公司,T20230808,材料科学、环保,青岛塑料科技公司,V1.0,青岛市发展和改革委员会,https://www.qd.gov.cn/,2024-09-23,
77801660KL8J81546U/2024-00612,合成生物传感器开发,传感器技术,新技术,复审,2023/9/5,武汉传感科技公司,武汉大学生物技术研究中心,审核中,2023-09-06,待审,武汉传感科技公司,生物分子识别元件,武汉传感科技公司,T20230809,医疗、环境监测,武汉传感科技公司,V1.0,湖北省科学技术厅,http://kjt.hubei.gov.cn/,2024-09-23,
88912770MN9K92657V/2024-00723,基于CRISPR的作物抗性基因技术,基因工程,新技术,初审,2023/9/5,沈阳农科技术公司,沈阳农业大学,审核中,2023-09-06,待审,沈阳农科技术公司,CRISPR-Cas9植物编辑,沈阳农科技术公司,T20230810,农业、食品,沈阳农科技术公司,V1.0,辽宁省科技厅,http://www.ln.gov.cn/,2024-09-23,
99023880OP0L03768W/2024-00834,智能化微生物营养检测技术,微生物技术,新技术,复审,2023/9/5,大连生物技术公司,大连理工大学,审核中,2023-09-06,待审,大连生物技术公司,改良型微生物分析技术,大连生物技术公司,T20230811,农业、环境,大连生物技术公司,V1.0,辽宁省农业农村厅,http://www.lnra.gov.cn/,2024-09-23,
12345678MB3D12345Q/2024-00123,新型合成生物疫苗开发,疫苗技术,新药研发,初审,2023/9/5,宁波生物药厂,宁波大学医药学院,审核中,2023-09-06,待审,宁波生物药厂,RNA疫苗平台,宁波生物药厂,T20230812,医疗、免疫,宁波生物药厂,V1.0,浙江省卫生健康委员会,http://wsjkw.zj.gov.cn/,2024-09-23,
98765432MB1D98765R/2024-00234,基因驱动技术,基因编辑,新技术,初审,2023/8/20,深圳基因科技公司,深圳大学基因研究中心,审核中,2023-08-21,待审,深圳基因科技公司,基因驱动片段设计,深圳基因科技公司,T20230805,生态保护、农业,深圳基因科技公司,V1.0,深圳市科技创新委员会,https://stc.sz.gov.cn,2024-09-23,
23456789MB2D56789S/2024-00345,合成微生物燃料生产技术,合成生物,新技术,初审,2023/8/25,南京新能源科技公司,南京理工大学生物研究院,审核中,2023-08-26,待审,南京新能源科技公司,微生物代谢工程,南京新能源科技公司,T20230806,可再生能源,南京新能源科技公司,V1.0,南京市科学技术局,https://jsnj.gov.cn,2024-09-23,
34567890MB4D67890T/2024-00456,智能合成疫苗平台,疫苗研发,新药研发,初审,2023/9/5,杭州生物医药公司,浙江大学医学院,审核中,2023-09-06,待审,杭州生物医药公司,疫苗基因组设计,杭州生物医药公司,T20230807,公共卫生、疫苗,杭州生物医药公司,V1.0,浙江省生物医学研究中心,https://zj.gov.cn,2024-09-23,
